geometry;og_line_id;type;censored;f_set;length;id;Area;b_group
LINESTRING Z (-7.815239399125827 6.6665195721527954 0, -7.815239399125827 6.666519572152796 0, -7.815239399125827 6.666519572152796 0, -7.865327237503683 6.7482832667370385 0);547;fracture;1;1;0.0959;;;-9999
LINESTRING Z (-7.935303800424922 6.862513437254372 0, -8.815937462747995 8.300065229040593 0);548;fracture;1;1;1.6858;;;-9999
LINESTRING Z (-8.815937462747995 8.300065229040593 0, -9.07267453076678 8.71916439358394 0);549;fracture;0;1;0.4915;;;-9999
LINESTRING Z (-9.07267453076678 8.71916439358394 0, -9.386083602795592 9.230775285073785 0);550;fracture;0;1;0.6;;;-9999
LINESTRING Z (-9.386083602795592 9.230775285073785 0, -10.21426988922433 10.582711658761523 0);551;fracture;1;1;1.5854;;;-9999
LINESTRING Z (-11.941372393420206 13.402044379879335 0, -12.748900983077576 14.720259002652492 0);552;fracture;1;1;1.5459;;;-9999
LINESTRING Z (-12.928104474666448 15.012791881475628 0, -15.524043254800281 19.250418268484747 0);553;fracture;1;1;4.9695;;;-9999
LINESTRING Z (14.288510417859033 -28.06219383540605 0, 11.538299638372761 -23.572732890419083 0);554;fracture;1;1;5.2649;;;-9999
LINESTRING Z (11.538299638372761 -23.572732890419083 0, 11.044271675530604 -22.76627861373065 0);555;fracture;1;1;0.9457;;;-9999
LINESTRING Z (7.294613126472853 -16.645312999532976 0, 4.032528691513651 -11.32026635974967 0);556;fracture;1;1;6.2448;;;-9999
LINESTRING Z (4.032528691513651 -11.32026635974967 0, 1.5968049982332584 -7.344176063207252 0);557;fracture;0;1;4.6628;;;-9999
LINESTRING Z (1.5968049982332584 -7.344176063207252 0, 0.6709893249259865 -5.832868879564328 0);558;fracture;0;1;1.7723;;;-9999
LINESTRING Z (0.6709893249259865 -5.832868879564328 0, 0.0729908976612473 -4.856692579044496 0);559;fracture;0;1;1.1448;;;-9999
LINESTRING Z (0.0729908976612473 -4.856692579044496 0, -0.3241037477553444 -4.208472844266843 0);560;fracture;0;1;0.7602;;;-9999
LINESTRING Z (-0.3241037477553444 -4.208472844266843 0, -1.096607070372357 -2.9474336822395695 0);561;fracture;0;1;1.4788;;;-9999
LINESTRING Z (-1.096607070372357 -2.9474336822395695 0, -1.28530183511301 -2.6394071909082735 0);562;fracture;0;1;0.3612;;;-9999
LINESTRING Z (-1.28530183511301 -2.6394071909082735 0, -2.484767911563736 -0.68139141072572 0);563;fracture;1;1;2.2962;;;-9999
LINESTRING Z (-2.746400461493669 -0.2543008314839377 0, -2.746400461493669 -0.2543008314839377 0, -2.746400461493669 -0.2543008314839377 0, -2.917741545097376 0.0253974043197473 0);564;fracture;1;1;0.328;;;-9999
LINESTRING Z (-4.727151188531043 2.979088804364231 0, -4.8057114149816 3.107330999875146 0);565;fracture;1;1;0.1504;;;-9999
LINESTRING Z (-4.8057114149816 3.107330999875146 0, -4.970793365522108 3.3768117884757642 0);566;fracture;0;1;0.316;;;-9999
LINESTRING Z (-4.970793365522108 3.3768117884757642 0, -6.280905921795724 5.515447560976848 0);567;fracture;1;1;2.508;;;-9999
LINESTRING Z (-6.893982084885829 6.516236849938045 0, -8.268563987361057 8.760112778604558 0);568;fracture;1;1;2.6314;;;-9999
LINESTRING Z (-8.268563987361057 8.760112778604558 0, -9.550344378472907 10.852498950918843 0);569;fracture;1;1;2.4538;;;-9999
LINESTRING Z (-11.123604457166088 13.420698353045944 0, -11.85108497852401 14.608242018148303 0);570;fracture;1;1;1.3927;;;-9999
LINESTRING Z (-12.342589205813045 15.410576533440363 0, -14.689624381201543 19.24189114940065 0);571;fracture;1;1;4.4931;;;-9999
LINESTRING Z (14.849635639268422 -27.624594720396146 0, 12.081472225750684 -23.10582778550285 0);572;fracture;1;1;5.2992;;;-9999
LINESTRING Z (12.081472225750684 -23.10582778550285 0, 11.599377012034493 -22.318852601677747 0);573;fracture;1;1;0.9229;;;-9999
LINESTRING Z (7.565198283653457 -15.73343450163418 0, 7.565198283653455 -15.733434501634179 0, 7.565198283653455 -15.733434501634179 0, 5.677149862362533 -12.651372678280685 0);574;fracture;0;1;3.6144;;;-9999
LINESTRING Z (5.677149862362533 -12.651372678280685 0, 4.895236132763668 -11.37497191017704 0);575;fracture;0;1;1.4969;;;-9999
LINESTRING Z (4.895236132763668 -11.37497191017704 0, 4.4850219446051485 -10.705335753358101 0);576;fracture;0;1;0.7853;;;-9999
LINESTRING Z (4.4850219446051485 -10.705335753358101 0, 3.3702628450977694 -8.885596161892293 0);577;fracture;0;1;2.134;;;-9999
LINESTRING Z (3.3702628450977694 -8.885596161892293 0, 2.2288519017743695 -7.022349937110811 0);578;fracture;0;1;2.1851;;;-9999
LINESTRING Z (2.2288519017743695 -7.022349937110811 0, -0.149030581782346 -3.140679986093238 0);579;fracture;0;1;4.5521;;;-9999
LINESTRING Z (-0.149030581782346 -3.140679986093238 0, -0.7202623419769684 -2.208197757073338 0);580;fracture;0;1;1.0935;;;-9999
LINESTRING Z (-0.7202623419769684 -2.208197757073338 0, -2.3894179284366044 0.5165420601115548 0);581;fracture;1;1;3.1954;;;-9999
LINESTRING Z (-2.4435742023509976 0.6049470938195892 0, -2.460820459375331 0.6330999895668793 0, -2.460820459375331 0.6330999895668793 0, -2.460820459375331 0.6330999895668796 0);582;fracture;1;1;0.033;;;-9999
LINESTRING Z (-3.1957249873336537 1.8327626485792445 0, -3.240461148089923 1.9057902317892286 0);583;fracture;1;1;0.0856;;;-9999
LINESTRING Z (-3.3894184025321796 2.1489489675774416 0, -3.5828183619072305 2.4646562474894718 0);584;fracture;1;1;0.3702;;;-9999
LINESTRING Z (-3.606448672697809 2.5032305117616893 0, -3.6064486726978093 2.50323051176169 0, -3.6064486726978093 2.50323051176169 0, -3.6510794688600265 2.5760860971620847 0);585;fracture;1;1;0.0854;;;-9999
LINESTRING Z (-3.779134798558322 2.785124402795269 0, -3.863697973185151 2.9231658477285096 0);586;fracture;1;1;0.1619;;;-9999
LINESTRING Z (-3.863697973185151 2.9231658477285096 0, -4.407176102035219 3.810342878713292 0);587;fracture;0;1;1.0404;;;-9999
LINESTRING Z (-4.407176102035219 3.810342878713292 0, -5.140703152580203 5.007756935147296 0);588;fracture;0;1;1.4042;;;-9999
LINESTRING Z (-5.140703152580203 5.007756935147296 0, -6.796791373668291 7.711165504950343 0);589;fracture;0;1;3.1703;;;-9999
LINESTRING Z (-6.796791373668291 7.711165504950343 0, -7.460972948768891 8.79537958193504 0);590;fracture;0;1;1.2715;;;-9999
LINESTRING Z (-7.460972948768891 8.79537958193504 0, -9.529780725768939 12.172514086244538 0);591;fracture;1;1;3.9604;;;-9999
LINESTRING Z (-10.436532437161631 13.65270114152835 0, -11.057541567190748 14.666440254378033 0);592;fracture;1;1;1.1888;;;-9999
LINESTRING Z (-12.32536681783454 16.736045969797715 0, -12.384503627613986 16.832581260800225 0);593;fracture;1;1;0.1132;;;-9999
LINESTRING Z (-12.852856718606562 17.59712371920331 0, -13.694143269514907 18.97044504497868 0);594;fracture;1;1;1.6105;;;-9999
LINESTRING Z (-13.694143269514907 18.97044504497868 0, -13.887400883011376 19.285919958605426 0);595;fracture;1;1;0.37;;;-9999
LINESTRING Z (15.228330906990998 -26.889195830044763 0, 12.584434098141209 -22.57328246280678 0);596;fracture;1;1;5.0614;;;-9999
LINESTRING Z (12.584434098141209 -22.57328246280678 0, 12.330048649831355 -22.15802209670007 0);597;fracture;1;1;0.487;;;-9999
LINESTRING Z (11.75522118648528 -21.21967021980132 0, 11.755221186485278 -21.219670219801316 0, 11.755221186485278 -21.219670219801316 0, 10.953443168089866 -19.91084286482759 0);598;fracture;1;1;1.5349;;;-9999
LINESTRING Z (8.524033815906577 -15.945060137421407 0, 8.458283660548231 -15.837729180532621 0);599;fracture;1;1;0.1259;;;-9999
LINESTRING Z (8.458283660548231 -15.837729180532621 0, 8.25492904994533 -15.505771866898902 0);600;fracture;0;1;0.3893;;;-9999
LINESTRING Z (8.25492904994533 -15.505771866898902 0, 5.932428338319661 -11.714507460068402 0);601;fracture;0;1;4.4461;;;-9999
LINESTRING Z (5.932428338319661 -11.714507460068402 0, 2.8664775860770164 -6.709630646947228 0);602;fracture;0;1;5.8693;;;-9999
LINESTRING Z (2.8664775860770164 -6.709630646947228 0, 0.0773391081775488 -2.1566238883056053 0);603;fracture;0;1;5.3394;;;-9999
LINESTRING Z (0.0773391081775488 -2.1566238883056053 0, -1.5311780768328154 0.4691294304248672 0);604;fracture;1;1;3.0793;;;-9999
LINESTRING Z (-2.3017950478248346 1.7270893004894703 0, -2.7186466024095366 2.4075603349731245 0);605;fracture;1;1;0.798;;;-9999
LINESTRING Z (-2.7186466024095366 2.4075603349731245 0, -3.2493296119458206 3.2738505347105895 0);606;fracture;0;1;1.0159;;;-9999
LINESTRING Z (-3.2493296119458206 3.2738505347105895 0, -3.816451898013147 4.199624432959429 0);607;fracture;0;1;1.0857;;;-9999
LINESTRING Z (-3.816451898013147 4.199624432959429 0, -5.030764448507488 6.181875688432361 0);608;fracture;0;1;2.3246;;;-9999
LINESTRING Z (-5.030764448507488 6.181875688432361 0, -5.523899688040843 6.986872678115945 0);609;fracture;1;1;0.944;;;-9999
LINESTRING Z (-5.75054830820501 7.356855275832429 0, -5.7921954440916705 7.424840315898577 0);610;fracture;1;1;0.0797;;;-9999
LINESTRING Z (-5.862492392626431 7.539593485856526 0, -7.9555362603818445 10.95629113336834 0);611;fracture;1;1;4.0068;;;-9999
LINESTRING Z (-7.9555362603818445 10.95629113336834 0, -8.622545141013218 12.04512052124289 0);612;fracture;1;1;1.2769;;;-9999
LINESTRING Z (-9.286930632881463 13.129667473209821 0, -9.543874408750067 13.549104068915064 0);613;fracture;1;1;0.4919;;;-9999
LINESTRING Z (-9.893084836032118 14.119157312309678 0, -10.395799406802466 14.939791661059829 0);614;fracture;1;1;0.9624;;;-9999
LINESTRING Z (-11.206341650265436 16.26292579078964 0, -11.206341650265438 16.26292579078964 0, -11.206341650265438 16.26292579078964 0, -12.475100631912184 18.334055734425636 0);615;fracture;1;1;2.4289;;;-9999
LINESTRING Z (-12.475100631912184 18.334055734425636 0, -13.157908007236257 19.448674681937394 0);616;fracture;1;1;1.3071;;;-9999
LINESTRING Z (15.522360015085058 -26.015587381411716 0, 13.127698111505728 -22.106526602231828 0);617;fracture;1;1;4.5842;;;-9999
LINESTRING Z (13.127698111505728 -22.106526602231828 0, 11.733056856693374 -19.82990566377516 0);618;fracture;1;1;2.6698;;;-9999
LINESTRING Z (9.621410308541554 -16.382840886683795 0, 9.431039021508647 -16.07207763007959 0);619;fracture;1;1;0.3644;;;-9999
LINESTRING Z (9.431039021508647 -16.07207763007959 0, 9.08113432234253 -15.500891053003075 0);620;fracture;0;1;0.6698;;;-9999
LINESTRING Z (9.08113432234253 -15.500891053003075 0, 8.88514411521775 -15.180955436776975 0);621;fracture;0;1;0.3752;;;-9999
LINESTRING Z (8.88514411521775 -15.180955436776975 0, 8.750608850214414 -14.96133924500684 0);622;fracture;0;1;0.2575;;;-9999
LINESTRING Z (8.750608850214414 -14.96133924500684 0, 6.440840931312534 -11.190859927115865 0);623;fracture;0;1;4.4217;;;-9999
LINESTRING Z (6.440840931312534 -11.190859927115865 0, 5.398328777204132 -9.489056692449553 0);624;fracture;0;1;1.9957;;;-9999
LINESTRING Z (5.398328777204132 -9.489056692449553 0, 5.3539034519564055 -9.416536519030238 0);625;fracture;0;1;0.085;;;-9999
LINESTRING Z (5.3539034519564055 -9.416536519030238 0, 3.517136872350374 -6.418187488582869 0);626;fracture;0;1;3.5162;;;-9999
LINESTRING Z (3.517136872350374 -6.418187488582869 0, 3.177130541646971 -5.863159068897021 0);627;fracture;0;1;0.6509;;;-9999
LINESTRING Z (3.177130541646971 -5.863159068897021 0, 0.7727902851520141 -1.9382992870550069 0);628;fracture;0;1;4.6028;;;-9999
LINESTRING Z (0.7727902851520141 -1.9382992870550069 0, 0.248529186093631 -1.0824922533707726 0);629;fracture;0;1;1.0036;;;-9999
LINESTRING Z (0.248529186093631 -1.0824922533707726 0, -0.7167575353691905 0.493247711378892 0);630;fracture;1;1;1.8479;;;-9999
LINESTRING Z (-1.3717664901265234 1.562488346654519 0, -1.4140482659089775 1.6315093767791558 0);631;fracture;1;1;0.0809;;;-9999
LINESTRING Z (-1.616186594384735 1.961481224008398 0, -2.106611226489728 2.762053401500278 0);632;fracture;1;1;0.9388;;;-9999
LINESTRING Z (-2.106611226489728 2.762053401500278 0, -2.451151330477663 3.324482780503918 0);633;fracture;0;1;0.6596;;;-9999
LINESTRING Z (-2.451151330477663 3.324482780503918 0, -3.213767157780363 4.569381534534667 0);634;fracture;0;1;1.4599;;;-9999
LINESTRING Z (-3.213767157780363 4.569381534534667 0, -3.8952477794529403 5.681834681248015 0);635;fracture;0;1;1.3046;;;-9999
LINESTRING Z (-3.8952477794529403 5.681834681248015 0, -4.161747907794658 6.116871125344727 0);636;fracture;0;1;0.5102;;;-9999
LINESTRING Z (-4.161747907794658 6.116871125344727 0, -4.46624449059899 6.61393321475934 0);637;fracture;1;1;0.5829;;;-9999
LINESTRING Z (-5.158258209002488 7.743580653181512 0, -7.22348382791795 11.114867620662388 0);638;fracture;1;1;3.9536;;;-9999
LINESTRING Z (-7.76987467273569 12.006799387058084 0, -7.838380660487238 12.11862898164857 0);639;fracture;1;1;0.1311;;;-9999
LINESTRING Z (-8.307557970081653 12.88451689955268 0, -8.787592357953873 13.668127978629906 0);640;fracture;1;1;0.919;;;-9999
LINESTRING Z (-9.250644870361066 14.42401774003885 0, -9.69364322290683 15.147170967886817 0);641;fracture;1;1;0.8481;;;-9999
LINESTRING Z (-10.264890078685928 16.079677839031408 0, -10.74509986714004 16.86357524309434 0);642;fracture;1;1;0.9193;;;-9999
LINESTRING Z (-10.74509986714004 16.86357524309434 0, -12.265611871043173 19.345668364401245 0);643;fracture;0;1;2.9108;;;-9999
LINESTRING Z (-12.265611871043173 19.345668364401245 0, -12.502047628893175 19.73162754570598 0);644;fracture;1;1;0.4526;;;-9999
LINESTRING Z (15.820331580395042 -25.148414624119205 0, 13.60795215002211 -21.536912872239988 0);645;fracture;1;1;4.2353;;;-9999
LINESTRING Z (13.60795215002211 -21.536912872239988 0, 13.000188833982898 -20.54479630739128 0);646;fracture;0;1;1.1635;;;-9999
LINESTRING Z (13.000188833982898 -20.54479630739128 0, 12.490467582687641 -19.712724210376447 0);647;fracture;1;1;0.9758;;;-9999
LINESTRING Z (11.277977812875626 -17.73344847326946 0, 9.686016732633666 -15.134721441510614 0);648;fracture;1;1;3.0476;;;-9999
LINESTRING Z (9.686016732633666 -15.134721441510614 0, 9.16165772827791 -14.278754586618444 0);649;fracture;0;1;1.0038;;;-9999
LINESTRING Z (9.16165772827791 -14.278754586618444 0, 7.497485321813457 -11.562149343022266 0);650;fracture;0;1;3.1858;;;-9999
LINESTRING Z (7.497485321813457 -11.562149343022266 0, 6.977575823470928 -10.713445889037349 0);651;fracture;0;1;0.9953;;;-9999
LINESTRING Z (6.977575823470928 -10.713445889037349 0, 5.186851954433998 -7.790257261728221 0);652;fracture;0;1;3.4281;;;-9999
LINESTRING Z (5.186851954433998 -7.790257261728221 0, 4.160999597351825 -6.115649581911212 0);653;fracture;0;1;1.9638;;;-9999
LINESTRING Z (4.160999597351825 -6.115649581911212 0, 3.9089969853487863 -5.704278972406991 0);654;fracture;0;1;0.4824;;;-9999
LINESTRING Z (3.9089969853487863 -5.704278972406991 0, 2.9055516766464606 -4.066248695799981 0);655;fracture;0;1;1.9209;;;-9999
LINESTRING Z (2.9055516766464606 -4.066248695799981 0, 1.4522522745821564 -1.6938738379865905 0);656;fracture;0;1;2.7821;;;-9999
LINESTRING Z (1.4522522745821564 -1.6938738379865905 0, 1.0360988783106952 -1.014542481415659 0);657;fracture;0;1;0.7967;;;-9999
LINESTRING Z (1.0360988783106952 -1.014542481415659 0, -0.3125220529148102 1.1869545985499086 0);658;fracture;1;1;2.5817;;;-9999
LINESTRING Z (-0.4798189169145294 1.4600510254666237 0, -1.335262335495265 2.856482108862251 0);659;fracture;1;1;1.6376;;;-9999
LINESTRING Z (-1.335262335495265 2.856482108862251 0, -1.473428657033164 3.0820256595906708 0);660;fracture;0;1;0.2645;;;-9999
LINESTRING Z (-1.473428657033164 3.0820256595906708 0, -2.5742688521474997 4.879043946152989 0);661;fracture;0;1;2.1074;;;-9999
LINESTRING Z (-2.5742688521474997 4.879043946152989 0, -3.2587059187121272 5.99632321164162 0);662;fracture;0;1;1.3103;;;-9999
LINESTRING Z (-3.2587059187121272 5.99632321164162 0, -3.6027774075359846 6.557987620377146 0);663;fracture;1;1;0.6587;;;-9999
LINESTRING Z (-4.627290460891003 8.230409012575262 0, -4.675923725560933 8.309798252116986 0);664;fracture;1;1;0.0931;;;-9999
LINESTRING Z (-4.675923725560933 8.309798252116986 0, -6.305417053688169 10.969793155529649 0);665;fracture;0;1;3.1194;;;-9999
LINESTRING Z (-6.305417053688169 10.969793155529649 0, -6.530563003920907 11.33732278563337 0);666;fracture;1;1;0.431;;;-9999
LINESTRING Z (-7.258119054003547 12.524989744289218 0, -7.971100595720083 13.688865186094773 0);667;fracture;1;1;1.3649;;;-9999
LINESTRING Z (-8.548683127892481 14.63171445424397 0, -8.879595708370626 15.171898180285138 0);668;fracture;1;1;0.6335;;;-9999
LINESTRING Z (-9.516535412896456 16.21164246065422 0, -9.901523138039225 16.840098784518496 0);669;fracture;1;1;0.737;;;-9999
LINESTRING Z (-9.901523138039225 16.840098784518496 0, -11.680637598941765 19.744336142782167 0);670;fracture;1;1;3.4059;;;-9999
LINESTRING Z (16.216592342542278 -24.441689754605466 0, 14.136809712921762 -21.046639833563514 0);671;fracture;1;1;3.9814;;;-9999
LINESTRING Z (14.136809712921762 -21.046639833563514 0, 13.502660774931051 -20.011451217603664 0);672;fracture;0;1;1.214;;;-9999
LINESTRING Z (13.502660774931051 -20.011451217603664 0, 12.030789377833145 -17.608759321185175 0);673;fracture;0;1;2.8177;;;-9999
LINESTRING Z (12.030789377833145 -17.608759321185175 0, 10.26729734833415 -14.730024115765602 0);674;fracture;0;1;3.3759;;;-9999
LINESTRING Z (10.26729734833415 -14.730024115765602 0, 10.060515636847265 -14.392472381628576 0);675;fracture;0;1;0.3959;;;-9999
LINESTRING Z (10.060515636847265 -14.392472381628576 0, 9.613203592898998 -13.662277457476923 0);676;fracture;1;1;0.8563;;;-9999
LINESTRING Z (9.384106249437208 -13.28829754883003 0, 7.889830744924399 -10.849033050050755 0);677;fracture;1;1;2.8606;;;-9999
LINESTRING Z (7.889830744924399 -10.849033050050755 0, 7.481979178678473 -10.183253651733192 0);678;fracture;0;1;0.7808;;;-9999
LINESTRING Z (7.481979178678473 -10.183253651733192 0, 5.985586627837049 -7.740533273542074 0);679;fracture;0;1;2.8646;;;-9999
LINESTRING Z (5.985586627837049 -7.740533273542074 0, 4.80931937276955 -5.820387391676617 0);680;fracture;0;1;2.2518;;;-9999
LINESTRING Z (4.80931937276955 -5.820387391676617 0, 4.289046450117223 -4.971090681619307 0);681;fracture;0;1;0.996;;;-9999
LINESTRING Z (4.289046450117223 -4.971090681619307 0, 3.8253030198263227 -4.214073061619219 0);682;fracture;0;1;0.8878;;;-9999
LINESTRING Z (3.8253030198263227 -4.214073061619219 0, 2.1512297285485866 -1.4813055529262753 0);683;fracture;0;1;3.2048;;;-9999
LINESTRING Z (2.1512297285485866 -1.4813055529262753 0, 1.7851392142386002 -0.8836971519324132 0);684;fracture;0;1;0.7008;;;-9999
LINESTRING Z (1.7851392142386002 -0.8836971519324132 0, -0.8499308225243195 3.4178073384115204 0);685;fracture;0;1;5.0445;;;-9999
LINESTRING Z (-0.8499308225243195 3.4178073384115204 0, -1.9476886187191655 5.209793898071617 0);686;fracture;0;1;2.1015;;;-9999
LINESTRING Z (-1.9476886187191655 5.209793898071617 0, -2.6745968080082556 6.396403284794389 0);687;fracture;0;1;1.3916;;;-9999
LINESTRING Z (-2.6745968080082556 6.396403284794389 0, -2.758651794348113 6.53361516005098 0);688;fracture;1;1;0.1609;;;-9999
LINESTRING Z (-3.8560955269693817 8.325089040407246 0, -4.011425672276105 8.578650922331054 0);689;fracture;1;1;0.2974;;;-9999
LINESTRING Z (-4.011425672276105 8.578650922331054 0, -4.046871312661426 8.636512603103636 0);690;fracture;0;1;0.0679;;;-9999
LINESTRING Z (-4.046871312661426 8.636512603103636 0, -6.197160241688984 12.146657439751511 0);691;fracture;0;1;4.1164;;;-9999
LINESTRING Z (-6.197160241688984 12.146657439751511 0, -6.82379893435252 13.169586285174823 0);692;fracture;0;1;1.1996;;;-9999
LINESTRING Z (-6.82379893435252 13.169586285174823 0, -7.132180126760666 13.672989635133147 0);693;fracture;1;1;0.5904;;;-9999
LINESTRING Z (-8.593841153138765 16.059014059762813 0, -9.087182637538062 16.86434772483057 0);694;fracture;1;1;0.9444;;;-9999
LINESTRING Z (-9.087182637538062 16.86434772483057 0, -11.011331151179078 20.005339560358053 0);695;fracture;1;1;3.6835;;;-9999
LINESTRING Z (16.600480339528403 -23.71476750735376 0, 14.66043518546912 -20.547825898504673 0);696;fracture;1;1;3.7139;;;-9999
LINESTRING Z (14.66043518546912 -20.547825898504673 0, 14.049434179290829 -19.5504241084144 0);697;fracture;0;1;1.1697;;;-9999
LINESTRING Z (14.049434179290829 -19.5504241084144 0, 13.763875521698939 -19.084276404273275 0);698;fracture;0;1;0.5467;;;-9999
LINESTRING Z (13.763875521698939 -19.084276404273275 0, 12.546372211693557 -17.09681653340384 0);699;fracture;0;1;2.3307;;;-9999
LINESTRING Z (12.546372211693557 -17.09681653340384 0, 11.681540208784195 -15.685059467364818 0);700;fracture;0;1;1.6556;;;-9999
LINESTRING Z (11.681540208784195 -15.685059467364818 0, 10.965106860415025 -14.515549275207675 0);701;fracture;1;1;1.3715;;;-9999
LINESTRING Z (10.624605693603556 -13.95971308202392 0, 10.624605693603556 -13.959713082023919 0, 10.624605693603556 -13.959713082023919 0, 10.514788038231819 -13.780446067823087 0);702;fracture;1;1;0.2102;;;-9999
LINESTRING Z (10.12575453589655 -13.145385392454806 0, 9.649820556911182 -12.368467845994536 0);703;fracture;1;1;0.9111;;;-9999
LINESTRING Z (9.469248174016178 -12.073700380607105 0, 9.469248174016176 -12.073700380607104 0, 9.469248174016176 -12.073700380607104 0, 9.408510321998046 -11.974551538434095 0);704;fracture;1;1;0.1163;;;-9999
LINESTRING Z (7.262008256268695 -8.470588400661125 0, 6.717149030039674 -7.581156857843912 0);705;fracture;1;1;1.0431;;;-9999
LINESTRING Z (6.717149030039674 -7.581156857843912 0, 5.448703596485118 -5.510538752036777 0);706;fracture;0;1;2.4283;;;-9999
LINESTRING Z (5.448703596485118 -5.510538752036777 0, 4.5866330383848295 -4.103289485441543 0);707;fracture;0;1;1.6503;;;-9999
LINESTRING Z (4.5866330383848295 -4.103289485441543 0, 2.866236175213532 -1.2949030938616346 0);708;fracture;0;1;3.2934;;;-9999
LINESTRING Z (2.866236175213532 -1.2949030938616346 0, 2.420992607715825 -0.5680847633549779 0);709;fracture;0;1;0.8524;;;-9999
LINESTRING Z (2.420992607715825 -0.5680847633549779 0, -0.2323179608299253 3.76319568295045 0);710;fracture;0;1;5.0794;;;-9999
LINESTRING Z (-0.2323179608299253 3.76319568295045 0, -1.3343734226209156 5.5621977782896375 0);711;fracture;0;1;2.1097;;;-9999
LINESTRING Z (-1.3343734226209156 5.5621977782896375 0, -1.9189580862521598 6.516477368780171 0);712;fracture;1;1;1.1191;;;-9999
LINESTRING Z (-2.8269694095406837 7.998720622248631 0, -3.1254373914767193 8.485941586629115 0);713;fracture;1;1;0.5714;;;-9999
LINESTRING Z (-3.1254373914767193 8.485941586629115 0, -3.178344711605821 8.572307820517521 0);714;fracture;0;1;0.1013;;;-9999
LINESTRING Z (-3.178344711605821 8.572307820517521 0, -3.266385171450081 8.716025607167797 0);715;fracture;0;1;0.1685;;;-9999
LINESTRING Z (-3.266385171450081 8.716025607167797 0, -5.579953642081852 12.492708969013517 0);716;fracture;0;1;4.429;;;-9999
LINESTRING Z (-5.579953642081852 12.492708969013517 0, -6.515877427736402 14.020516697250743 0);717;fracture;1;1;1.7917;;;-9999
LINESTRING Z (-7.87282045930429 16.235598824859228 0, -7.8728204593042905 16.235598824859228 0, -7.8728204593042905 16.235598824859228 0, -8.293987644976687 16.923114722000573 0);718;fracture;1;1;0.8063;;;-9999
LINESTRING Z (-8.293987644976687 16.923114722000573 0, -9.034392707309271 18.13175648706328 0);719;fracture;0;1;1.4174;;;-9999
LINESTRING Z (-9.034392707309271 18.13175648706328 0, -9.229526095959471 18.45029342755614 0);720;fracture;0;1;0.3736;;;-9999
LINESTRING Z (-9.229526095959471 18.45029342755614 0, -10.18763309617404 20.01431317130298 0);721;fracture;1;1;1.8342;;;-9999
LINESTRING Z (16.965603176422498 -22.957212897670793 0, 14.61228836091104 -19.1156473586573 0);722;fracture;1;1;4.5051;;;-9999
LINESTRING Z (14.61228836091104 -19.1156473586573 0, 14.289854665146173 -18.589304616027743 0);723;fracture;0;1;0.6173;;;-9999
LINESTRING Z (14.289854665146173 -18.589304616027743 0, 13.06883075795692 -16.5960977007216 0);724;fracture;0;1;2.3375;;;-9999
LINESTRING Z (13.06883075795692 -16.5960977007216 0, 11.813294705626538 -14.54655294800513 0);725;fracture;1;1;2.4035;;;-9999
LINESTRING Z (8.271864412518292 -8.765500415997712 0, 6.1251718400028325 -5.261226293778618 0);726;fracture;1;1;4.1095;;;-9999
LINESTRING Z (6.1251718400028325 -5.261226293778618 0, 6.087626048995667 -5.19993631424956 0);727;fracture;0;1;0.0719;;;-9999
LINESTRING Z (6.087626048995667 -5.19993631424956 0, 3.6062815080225485 -1.1493742661158133 0);728;fracture;0;1;4.7502;;;-9999
LINESTRING Z (3.6062815080225485 -1.1493742661158133 0, 3.3327448168498015 -0.702851293694624 0);729;fracture;0;1;0.5236;;;-9999
LINESTRING Z (3.3327448168498015 -0.702851293694624 0, 3.0466425356306996 -0.2358161750100972 0);730;fracture;0;1;0.5477;;;-9999
LINESTRING Z (3.0466425356306996 -0.2358161750100972 0, 1.6572929638455007 2.032166587616241 0);731;fracture;1;1;2.6597;;;-9999
LINESTRING Z (1.2959821321500857 2.6219726053936583 0, 0.3664840358794058 4.139290998868372 0);732;fracture;1;1;1.7794;;;-9999
LINESTRING Z (0.3664840358794058 4.139290998868372 0, -0.6961815084808382 5.873992751393605 0);733;fracture;0;1;2.0343;;;-9999
LINESTRING Z (-0.6961815084808382 5.873992751393605 0, -1.4772252552726146 7.148973354226876 0);734;fracture;1;1;1.4952;;;-9999
LINESTRING Z (-2.0169641039757953 8.03004636136482 0, -2.0169641039757957 8.03004636136482 0, -2.0169641039757957 8.03004636136482 0, -2.285751735974971 8.468816940462483 0);735;fracture;1;1;0.5146;;;-9999
LINESTRING Z (-2.285751735974971 8.468816940462483 0, -2.394517837385447 8.646367391527196 0);736;fracture;0;1;0.2082;;;-9999
LINESTRING Z (-2.394517837385447 8.646367391527196 0, -2.6752494235760684 9.104635354705808 0);737;fracture;0;1;0.5374;;;-9999
LINESTRING Z (-2.6752494235760684 9.104635354705808 0, -2.896993024921371 9.466610969617204 0);738;fracture;0;1;0.4245;;;-9999
LINESTRING Z (-2.896993024921371 9.466610969617204 0, -3.2749884460700467 10.083653013553876 0);739;fracture;0;1;0.7236;;;-9999
LINESTRING Z (-3.2749884460700467 10.083653013553876 0, -4.9529694210036155 12.822799449014573 0);740;fracture;0;1;3.2122;;;-9999
LINESTRING Z (-4.9529694210036155 12.822799449014573 0, -5.457031874657119 13.645634090050493 0);741;fracture;0;1;0.965;;;-9999
