id;Fault;Set;dir;geometry;og_line_id;type;censored;f_set;length;b_group
;1.0;1.0;125.96233;LINESTRING (637064.7598644458 4518581.886769114, 637065.3413855116 4518581.438643561, 637065.86871465 4518581.030119801, 637066.227215092 4518580.736232811, 637066.6336545466 4518580.398575418, 637067.0338410864 4518580.140121611, 637067.5069782976 4518579.871246279, 637067.8884060935 4518579.681574536, 637068.1843773886 4518579.493987095, 637068.4845172935 4518579.280345843, 637068.8523971075 4518579.0823368775, 637069.0295630236 4518578.987501005, 637069.4297495636 4518578.693614014, 637070.2718087411 4518578.052690262, 637070.4802392307 4518577.870313584, 637070.7762105258 4518577.607691166, 637071.0284114181 4518577.3992606765, 637071.0971934795 4518577.288792517);735;fracture;0;1;7.862;-9999
;1.0;1.0;127.45019;LINESTRING (637070.1665513439 4518577.904704614, 637070.4666912488 4518577.690021209, 637070.8043486418 4518577.441988927, 637071.0971934795 4518577.288792517, 637071.0971934797 4518577.288792517, 637071.0971934797 4518577.288792517, 637071.4181764334 4518577.029296557, 637071.8465010894 4518576.722903738, 637071.994486737 4518576.648910914, 637072.2341817999 4518576.465492083, 637072.599977309 4518576.23413424, 637073.1075055508 4518575.888139629, 637073.5379145117 4518575.558819455, 637074.1298571022 4518575.10965175, 637074.2653369203 4518574.955413188, 637074.3966481287 4518574.847029333, 637074.6175844476 4518574.691748618, 637074.8406050714 4518574.527088532, 637075.0000543959 4518574.437463421, 637075.4502642532 4518574.067499301, 637075.6847485539 4518573.835099305, 637075.8848418238 4518573.576645498, 637076.0401225386 4518573.438039223, 637076.2006140155 4518573.269210526, 637076.3423467483 4518573.174374654);736;fracture;0;1;7.8143;-9999
;1.0;1.0;125.74236;LINESTRING (637067.4079738155 4518579.4523009965, 637068.1166374799 4518578.801997869, 637068.5981119106 4518578.40181133, 637068.8982518155 4518578.143357523, 637069.5172903693 4518577.674388922, 637070.0237764588 4518577.255443637, 637070.4385531329 4518576.928207769, 637070.8887629902 4518576.565538717, 637071.6662087163 4518575.981933346, 637072.0726481709 4518575.721395234, 637072.7125297737 4518575.231583583, 637073.1940042045 4518574.80430108, 637073.5921064394 4518574.493739651, 637074.2007234688 4518573.962241903, 637074.6592705457 4518573.607910071, 637074.8301835471 4518573.499526216, 637075.3283324171 4518573.207723531, 637075.5451001265 4518573.085791692, 637075.7900059518 4518572.971154923, 637075.902558416 4518572.8825719645, 637075.9825436164 4518572.819782279, 637076.0323063958 4518572.786172863, 637076.2344839707 4518572.661114569, 637076.8342427041 4518572.335181391, 637077.0926965111 4518572.156973324, 637077.362613995 4518572.014198438, 637077.5840713901 4518571.875592164, 637077.8279350629 4518571.690610104, 637078.0202121894 4518571.570762573, 637078.1942516482 4518571.469673785, 637078.4386363971 4518571.327419977, 637079.2692318979 4518570.829792182, 637079.6735870475 4518570.578633442, 637080.3197215649 4518570.202416408, 637080.5250255971 4518570.0679787425, 637080.8001538432 4518569.808482783, 637081.0690291747 4518569.655286374, 637081.281628274 4518569.486457677, 637081.6015690754 4518569.241551852, 637081.7693556194 4518569.116493558);737;fracture;0;1;17.7512;-9999
;1.0;1.0;130.42608;LINESTRING (637062.908480624 4518594.355341534, 637063.1023209792 4518594.186512837, 637063.3211729933 4518593.980166653, 637063.4795801652 4518593.863445579, 637063.6108913737 4518593.75297742, 637063.7734671555 4518593.588317333, 637064.019415133 4518593.304851866, 637064.2466043667 4518593.0839155475, 637064.6301164674 4518592.792112863, 637064.8531370912 4518592.6337056905, 637064.9907012142 4518592.581598069);738;fracture;0;1;2.7524;-9999
;1.0;1.0;127.13494;LINESTRING (637080.7292874777 4518571.19246124, 637081.1774130302 4518570.771431652, 637081.8152103281 4518570.227428074, 637082.7072928231 4518569.547944678, 637083.2825609742 4518569.172769797, 637083.6223026721 4518568.987266662, 637084.2246667868 4518568.618344696, 637084.518553777 4518568.332794926, 637084.9187403169 4518567.993053228, 637085.4022990526 4518567.597035298, 637085.6711743841 4518567.369846065, 637085.95047124 4518567.188511538, 637086.4048497071 4518566.894624548);739;fracture;0;1;7.1407;-9999
;1.0;1.0;124.54561;LINESTRING (637081.0502704316 4518569.864759022, 637081.5880210944 4518569.535438849, 637082.2549986609 4518569.10607204, 637082.9615780204 4518568.672536622, 637083.4076192679 4518568.351553668, 637083.8078058079 4518568.074341117, 637084.3361770988 4518567.679365341, 637084.5977573631 4518567.43654382, 637084.8457896457 4518567.216649653, 637085.1365501785 4518566.997797639, 637085.3251797716 4518566.8956667, 637085.6096873898 4518566.721627241, 637085.8483403003 4518566.53820841, 637086.0057053198 4518566.451709757, 637086.1047098023 4518566.385012001);740;fracture;0;1;6.1491;-9999
;1.0;1.0;129.49679;LINESTRING (637080.0831529604 4518569.959594895, 637080.8418399423 4518569.357230781, 637081.502564594 4518568.779878325, 637082.2841789298 4518568.125406588, 637082.6551852011 4518567.802339329, 637083.0657932654 4518567.397984181, 637083.4013663535 4518567.137446068, 637083.6077125381 4518567.004050555, 637084.0725125298 4518566.628875674, 637084.46436185 4518566.334988683, 637084.5539869604 4518566.274543841);741;fracture;0;1;5.7996;-9999
;1.0;1.0;125.04549;LINESTRING (637082.894880264 4518567.2572936, 637083.4534739759 4518566.804999437, 637083.9224425772 4518566.491311551, 637084.4132963801 4518566.161991378, 637084.7290685717 4518565.92021201, 637085.2032479354 4518565.639873002, 637085.5878021886 4518565.360576145, 637085.8160335746 4518565.208421888);742;fracture;0;1;3.5722;-9999
;1.0;1.0;127.07445;LINESTRING (637082.1747529228 4518567.437585972, 637083.0126434907 4518566.78936715, 637083.3211206151 4518566.547587782, 637083.7650775578 4518566.232857742, 637084.038121499 4518566.0681976555, 637084.4091277703 4518565.845177032, 637084.5519026555 4518565.685727707, 637084.6019259731 4518565.608608426, 637084.8093143101 4518565.4918873515, 637084.9698057871 4518565.378292735, 637085.1740676668 4518565.182368075, 637085.249102643 4518565.114628166);743;fracture;0;1;3.8719;-9999
;1.0;1.0;126.33364;LINESTRING (637072.1627943602 4518574.149047734, 637072.6651118399 4518573.794715902, 637072.7526526456 4518573.750945499, 637072.9360714763 4518573.582116803, 637073.3946185532 4518573.246543715, 637073.8323225812 4518572.842188565, 637074.5847566483 4518572.204391267, 637075.0641467742 4518571.829216386, 637075.2663243491 4518571.70728455, 637075.4007620148 4518571.6541347755, 637075.5925180651 4518571.566593969, 637075.8384660428 4518571.431114151, 637076.1448588624 4518571.203924918, 637076.3293198454 4518571.0684450995, 637076.4095655839 4518570.991325818, 637076.4668839686 4518570.931923129, 637076.5877736525 4518570.868351829, 637076.628417598 4518570.849593085, 637076.696157507 4518570.797485463, 637076.9535691616 4518570.595307888, 637077.2505826093 4518570.379582331, 637077.5871978499 4518570.18365767, 637077.8227243031 4518570.07735812, 637078.1906041171 4518569.85537965, 637078.4959547843 4518569.650075618, 637078.6929215968 4518569.507300734, 637078.7283547801 4518569.449982349, 637078.939911727 4518569.298870244, 637079.0201574654 4518569.251973383, 637079.1483422164 4518569.165474731, 637079.3077915409 4518569.051880114, 637079.52872786 4518568.865334825, 637079.7236103676 4518568.720475635, 637079.9403780766 4518568.536014652, 637080.0372982543 4518568.429715102, 637080.1206704502 4518568.325499857, 637080.1831995969 4518568.265055016, 637080.292625604 4518568.203568021, 637080.4030937634 4518568.109774301, 637080.4374847942 4518568.070172508, 637080.5229412948 4518568.000348294);744;fracture;0;1;10.4324;-9999
;1.0;1.0;128.89779;LINESTRING (637077.5517646673 4518570.091948257, 637077.6419108539 4518570.029419109, 637077.7992758736 4518569.931977856, 637077.9092229567 4518569.872575167, 637078.0087485155 4518569.828804763, 637078.1067108456 4518569.763149159, 637078.2479225022 4518569.595883691, 637078.4902229463 4518569.380679211, 637078.7528453631 4518569.142026301, 637078.9461646421 4518568.960170698, 637079.0118202463 4518568.907542, 637079.0977978233 4518568.833549175, 637079.227545803 4518568.729333931, 637079.351040868 4518568.640229897);745;fracture;0;1;2.326;-9999
;1.0;1.0;125.23948;LINESTRING (637072.4566813513 4518572.760900676, 637073.3112463582 4518571.989707865, 637074.2741952197 4518571.326898908, 637074.9849431891 4518570.830834345, 637075.5497898157 4518570.388961706, 637076.4668839694 4518569.72615275, 637077.1651261093 4518569.21966666, 637077.7007924673 4518568.846576084, 637078.5178399861 4518568.106647846, 637079.1306256253 4518567.652269379, 637079.5745825679 4518567.34587656, 637080.0018650714 4518567.054073874, 637080.9981628114 4518566.312061332, 637081.3816749121 4518566.030680171, 637081.8694022576 4518565.693022778, 637082.3550452981 4518565.319932202, 637083.0345286938 4518564.846794991, 637083.3596802575 4518564.657123245, 637083.7202650043 4518564.480999482, 637084.0589645496 4518564.322592311, 637084.4466452601 4518564.206913388, 637084.6623708167 4518564.138131327);746;fracture;0;1;15.0071;-9999
;1.0;1.0;308.1008;LINESTRING (637075.4914292787 4518570.8787733605, 637075.1725306298 4518571.153901606, 637074.711899248 4518571.443619987, 637074.4242651726 4518571.718748233, 637074.234593427 4518571.904251369, 637073.5738687753 4518572.421158982, 637073.0069378439 4518572.917223548, 637072.746399732 4518573.206941928, 637072.3712248509 4518573.507081833, 637071.535418588 4518574.165722179, 637071.0570706145 4518574.501295267, 637070.6996123249 4518574.7691284465, 637070.5328679334 4518574.896271044, 637070.2473181626 4518575.0901114, 637069.9763585262 4518575.322511395, 637069.335434771 4518575.761257576, 637069.1061612326 4518575.905074613, 637068.9540069753 4518576.021795687, 637068.8581289501 4518576.129137389, 637068.6048859053 4518576.326104202, 637068.1202850173 4518576.674183119, 637067.6804966844 4518577.003503293);747;fracture;0;1;9.9479;-9999
;1.0;1.0;303.36882;LINESTRING (637068.1515495908 4518576.474089852, 637067.7555316606 4518576.727332897, 637067.3480500537 4518576.963901502, 637066.8509433363 4518577.298432438, 637066.4309558999 4518577.555844093, 637066.0901720496 4518577.793454851, 637065.6420464971 4518578.076920317, 637065.2460285671 4518578.382270983, 637064.8364626552 4518578.65739923);748;fracture;0;1;3.9722;-9999
;1.0;1.0;122.20228;LINESTRING (637012.1629514984 4518541.209735333, 637012.9278913949 4518540.726176597, 637013.4718949726 4518540.340580191, 637013.9450321838 4518540.042524591, 637014.2576779181 4518539.836178407, 637014.71414069 4518539.611073478, 637015.4749119768 4518539.115008913, 637016.164816897 4518538.685642105, 637016.5858464859 4518538.4146824675, 637016.8588904272 4518538.262528211, 637017.0047917698 4518538.160397271);749;fracture;0;1;5.7267;-9999
;1.0;1.0;124.84552;LINESTRING (637073.0121486054 4518568.338005688, 637073.397745011 4518568.000348294, 637073.7197701182 4518567.745020953, 637074.1491369266 4518567.393815579, 637074.5566185336 4518567.045736659, 637074.8786436399 4518566.816463121, 637075.1204230078 4518566.591358192, 637075.265282198 4518566.492353709, 637075.5372839867 4518566.332904385, 637075.8457611112 4518566.091125018, 637076.0354328566 4518565.969193182, 637076.3741324021 4518565.74721471, 637076.9973395658 4518565.25740306, 637077.6914130958 4518564.765507105, 637078.0540821475 4518564.596678409, 637078.4355099434 4518564.417428187, 637078.9482489476 4518564.096445234, 637079.5839619406 4518563.692090084, 637079.8632587965 4518563.523261388, 637080.1300498231 4518563.348179775, 637080.4260211182 4518563.202278433, 637080.7449197671 4518563.031365432, 637080.9992049644 4518562.870873955, 637081.2993448692 4518562.662443466, 637081.7370488973 4518562.372725084, 637082.1830901448 4518562.0444470635, 637082.6583116609 4518561.6223753225);750;fracture;0;1;11.7938;-9999
;1.0;1.0;123.81887;LINESTRING (637079.624605886 4518573.5143769, 637080.2655296413 4518573.085010092);751;fracture;0;1;0.7715;-9999
;1.0;1.0;129.50311;LINESTRING (637080.2905413001 4518572.906802024, 637080.6636318763 4518572.606662119, 637080.9252121407 4518572.398231629, 637081.0408910624 4518572.273173335, 637081.1096731239 4518572.231487238);752;fracture;0;1;1.0641;-9999
;1.0;1.0;124.52402;LINESTRING (637078.8340770914 4518563.887741003, 637078.8340770915 4518563.887741003, 637078.8340770917 4518563.887741002, 637078.8340770917 4518563.887741002, 637078.8461180069 4518563.821316981, 637078.9545018614 4518563.722312498, 637079.1681431133 4518563.4461421, 637079.4172175482 4518563.19081475, 637079.6902614896 4518562.9646676695, 637080.1342184326 4518562.618673061, 637080.8095332186 4518562.160125984, 637081.5557143711 4518561.628628235, 637081.9704910453 4518561.303476672, 637082.4790614396 4518561.03460134, 637082.8729950648 4518560.822002241, 637083.0730883348 4518560.715702691, 637083.2356641166 4518560.576054264, 637083.3961555935 4518560.503103592, 637083.5378883263 4518560.44682736, 637083.7671618648 4518560.2967574075, 637084.0297842816 4518560.171699114, 637084.3528515402 4518560.027882076, 637084.6613286646 4518559.804861452, 637084.8801806787 4518559.640201366, 637085.0781896437 4518559.54849195, 637085.2000096109 4518559.508626944);753;fracture;1;1;7.809;-9999
;1.0;1.0;120.32103;LINESTRING (637077.6893287905 4518564.519559123, 637078.2979458199 4518564.17773312, 637078.7398184577 4518563.935953752, 637078.8340770917 4518563.887741002, 637078.8340770917 4518563.887741002, 637079.1024875095 4518563.750450617, 637079.6423224773 4518563.37736004);754;fracture;0;1;2.2653;-9999
;1.0;1.0;124.60929;LINESTRING (637077.4392122029 4518564.334055985, 637078.4042453693 4518563.660825504, 637078.98785074 4518563.258554659, 637079.5360229274 4518562.902138522, 637079.900776284 4518562.635347496);755;fracture;0;1;2.9912;-9999
;1.0;1.0;121.74866;LINESTRING (637081.6766040543 4518562.584282028, 637081.9663224347 4518562.350839879, 637082.209143955 4518562.194517012, 637082.4748928292 4518562.057995042, 637082.7531475327 4518561.897503565, 637083.3742703914 4518561.517117922, 637083.9234847312 4518561.176334072, 637084.3059546795 4518560.97103004, 637084.7165627439 4518560.70319686);756;fracture;0;1;3.5799;-9999
;1.0;1.0;126.59556;LINESTRING (637071.5593880941 4518570.805822681, 637072.0617055738 4518570.4785868125, 637072.5348427851 4518570.036714175, 637073.0163172159 4518569.644864854, 637073.4394311096 4518569.221750961, 637073.8542077836 4518568.836154555, 637074.4669934227 4518568.342174295, 637075.096453501 4518567.919060402, 637075.9739458618 4518567.187469383, 637076.2845072913 4518566.904003917, 637076.4324929388 4518566.745596745, 637076.8597754423 4518566.416276571, 637077.4517180326 4518565.957729495, 637077.8060498647 4518565.730540262, 637078.1749718311 4518565.484592284, 637078.7585772017 4518565.084405744, 637079.131667778 4518564.898902609, 637079.6089735989 4518564.573751045, 637080.0466776269 4518564.3152972385, 637080.6094399487 4518564.0297474675, 637080.9554345612 4518563.852581551, 637081.2034668437 4518563.769209355, 637081.3472838815 4518563.68166855, 637081.5056910536 4518563.552441646, 637081.6411708717 4518563.464900841, 637082.1935116688 4518563.06888291, 637082.6103726479 4518562.733309821, 637082.9840823066 4518562.448247571, 637082.9840823066 4518562.448247571, 637083.0584982004 4518562.391483819, 637083.5337197166 4518562.026730463, 637083.9109789026 4518561.6630192585, 637084.3872425711 4518561.278465006, 637085.0875690159 4518560.7261242075, 637085.3991725978 4518560.529157395);757;fracture;0;1;17.3101;-9999
;1.0;1.0;122.37244;LINESTRING (637082.9840823064 4518562.448247571, 637083.0855941642 4518562.427959157, 637083.2731816048 4518562.327912522, 637083.6431457237 4518562.071543019, 637084.1527582705 4518561.728674864, 637084.9020658805 4518561.216978013, 637085.0479672231 4518561.139858732);758;fracture;0;1;2.4528;-9999
;1.0;1.0;306.50126;LINESTRING (637081.7578919461 4518564.117288273, 637081.4556677362 4518564.300707104, 637081.1180103433 4518564.538317862, 637080.5406578874 4518564.900986914, 637080.1967475796 4518565.213632648, 637079.8403314425 4518565.549205736, 637079.4630722565 4518565.911874789, 637079.1900283153 4518566.159907071, 637079.0337054481 4518566.347494512, 637078.9211529838 4518566.48714294, 637078.4501000775 4518566.847727687, 637077.6080409 4518567.431333058, 637077.0452785782 4518567.856531256, 637076.3824696216 4518568.310909723, 637075.8613933978 4518568.567279225, 637075.1944158314 4518568.890346483, 637074.6003889362 4518569.278027194, 637074.0334580047 4518569.640696246, 637073.5582364887 4518569.912698035, 637072.9850526426 4518570.324348251, 637072.5879925601 4518570.602602955, 637072.3305809055 4518570.783937481, 637071.6573504244 4518571.347741954, 637071.4770580512 4518571.5280343285, 637071.2071405672 4518571.708326702, 637070.95285537 4518571.905293515, 637070.8236284665 4518572.037646876, 637070.6422939406 4518572.240866602, 637070.2223065041 4518572.583734758, 637069.8148248972 4518572.935982286, 637069.6824715368 4518573.039155377, 637069.2854114543 4518573.305946403, 637069.1113719955 4518573.469564337, 637068.7247334374 4518573.740523974, 637067.9629199983 4518574.279316788, 637067.6007720227 4518574.534123064, 637066.9390052186 4518574.888454896, 637066.4825424465 4518575.167751752, 637066.1115361751 4518575.493945468, 637065.8093119654 4518575.70862887, 637065.3841137668 4518575.946239628, 637065.1433765515 4518576.143206441, 637064.8390680368 4518576.477737376, 637064.5962465164 4518576.710137371, 637064.2846429347 4518576.912314946, 637064.0199362129 4518577.074890728, 637063.5884851 4518577.393789378, 637063.339410665 4518577.638695203, 637062.7547631419 4518578.118085328, 637062.5265317559 4518578.348401018);759;fracture;0;1;24.0379;-9999
;1.0;1.0;128.66624;LINESTRING (637058.2141049282 4518582.916155197, 637059.4646878652 4518582.0032296525, 637060.5777066792 4518581.111147157, 637061.3238878318 4518580.533794702, 637061.5844259436 4518580.296183945, 637061.9804438737 4518580.043983052, 637062.1888743632 4518579.820962428, 637062.3556187548 4518579.6083633285, 637062.7412151606 4518579.29363329);760;fracture;0;1;5.8135;-9999
;1.0;1.0;124.63848;LINESTRING (637056.871812576 4518582.839035915, 637057.5137784837 4518582.488872693, 637058.1078053787 4518582.184564178, 637058.7101694933 4518581.771871808, 637059.3959058039 4518581.236205449, 637060.2984098236 4518580.52962609, 637060.8382447914 4518580.104427892, 637061.0383380614 4518579.960610854);761;fracture;0;1;5.0788;-9999
;1.0;1.0;123.30777;LINESTRING (637055.3888296429 4518580.955866448, 637056.2329731254 4518580.355586638, 637056.7936511422 4518579.938725659, 637057.2834627926 4518579.6490072785, 637057.7711901381 4518579.396806386, 637058.3923129969 4518578.959102358, 637058.7195488653 4518578.767346308);762;fracture;0;1;3.9918;-9999
;1.0;1.0;123.0667;LINESTRING (637059.2510466136 4518578.704817161, 637059.8346519843 4518578.244185779, 637060.4328474891 4518577.837746325, 637061.1623542025 4518577.372946333, 637061.5041802052 4518577.147841404, 637062.0294250388 4518576.876881768, 637062.1899165157 4518576.791425267);763;fracture;0;1;3.5138;-9999
;1.0;1.0;128.43973;LINESTRING (637064.9423241304 4518575.373012719, 637065.1585976471 4518575.162014166, 637065.4979536529 4518574.873649477, 637065.7309312217 4518574.745292024, 637066.0773205126 4518574.572976539, 637066.3059022782 4518574.46396062, 637066.4314769773 4518574.375715896, 637066.9525532011 4518573.956770611, 637067.350655436 4518573.552415461, 637067.7404204515 4518573.225179593, 637068.6637675199 4518572.529021758, 637069.4724778192 4518571.89122446, 637070.3749818387 4518571.159633441, 637070.885636538 4518570.736519547, 637071.1628490891 4518570.496824484, 637071.3754481884 4518570.344670227, 637071.7927438134 4518570.003978702, 637072.0775918597 4518569.722647299, 637072.4239811506 4518569.4465908585, 637072.856528184 4518569.080860034, 637073.1114847687 4518568.903269585, 637073.4561157384 4518568.665896214, 637073.718105608 4518568.361706632, 637074.0504283288 4518568.059275373, 637074.8381562595 4518567.399904896, 637075.4904934521 4518566.867133549, 637076.042606332 4518566.5014027245, 637076.3344876633 4518566.325570597, 637076.6457105288 4518566.119847008, 637077.0817742045 4518565.70664151, 637077.2892561149 4518565.573009093);764;fracture;0;1;15.8128;-9999
;1.0;1.0;128.30336;LINESTRING (637065.6602841659 4518573.454453133, 637066.2459738414 4518573.070941032, 637066.6878464791 4518572.6790917115, 637067.0525998358 4518572.353940148, 637067.7133244876 4518571.832863924);765;fracture;0;1;2.6208;-9999
;1.0;1.0;120.50283;LINESTRING (637046.5555454973 4518538.171339869, 637048.431419903 4518537.004129128, 637050.715818068 4518535.682679824, 637052.1581570555 4518534.844789256, 637053.6255077017 4518534.011067298, 637054.6718287589 4518533.38994444);766;fracture;0;1;9.4209;-9999
;1.0;1.0;126.1099;LINESTRING (637068.2114733584 4518566.069760892, 637068.9117998033 4518565.7237662785, 637069.5412598816 4518565.31524252, 637070.0623361054 4518564.933814724, 637070.4708598648 4518564.589904416, 637071.4129656772 4518563.8437232645, 637072.0799432436 4518563.251780674, 637072.511394357 4518562.880774403, 637073.324273266 4518562.192953787, 637073.6869423178 4518561.874055138, 637074.0683701136 4518561.478037208, 637074.4352077751 4518561.167475779, 637074.9667055234 4518560.873588788, 637075.771247213 4518560.283730504, 637076.4569835236 4518559.848110781, 637076.7800507823 4518559.560476705, 637077.2490193837 4518559.214482092, 637077.6262785697 4518558.947691066, 637078.0702355125 4518558.652761923, 637078.3849655516 4518558.518324258, 637078.6027754131 4518558.390139507, 637078.8528920006 4518558.2338166395, 637079.3187341447 4518557.883653417, 637079.648054318 4518557.603314409, 637079.9106767349 4518557.430317103, 637080.1607933223 4518557.267741321, 637080.7683681991 4518556.906114423, 637080.9601242495 4518556.753960166, 637081.0820560858 4518556.634112635, 637081.287360118 4518556.495506358, 637081.4905798453 4518556.382953894);767;fracture;0;1;16.5007;-9999
;1.0;1.0;125.92516;LINESTRING (637070.8804257767 4518566.117699907, 637071.5223916844 4518565.688333099, 637072.1226714941 4518565.223533107, 637072.8167450243 4518564.719131322, 637073.2481961376 4518564.41169635, 637073.7671880563 4518564.026099946);768;fracture;0;1;3.5658;-9999
;1.0;1.0;127.39778;LINESTRING (637073.554588957 4518563.999003983, 637074.1548687668 4518563.644672152, 637074.4018588968 4518563.441452424, 637074.8322678576 4518563.110047946, 637075.1636723359 4518562.840130461, 637075.4169153806 4518562.659838088, 637075.6461889192 4518562.45661836, 637076.1068203009 4518561.994944829, 637076.6404023541 4518561.553072191, 637077.0322516743 4518561.259185201, 637077.3469817134 4518561.027827357, 637077.4928830562 4518560.940286552, 637077.9931162309 4518560.598460549, 637078.270328782 4518560.362934096, 637078.6069440227 4518560.132618405, 637078.8205852744 4518559.97316908);769;fracture;0;1;6.6444;-9999
;1.0;1.0;127.21416;LINESTRING (637063.9768171569 4518570.36030253, 637065.2232314841 4518569.418196718, 637065.7318018785 4518569.026347398, 637066.3821050058 4518568.505271174, 637067.29086194 4518567.817450559, 637068.266316631 4518566.98789721, 637069.1458932967 4518566.345931303, 637069.7211614477 4518565.916564494, 637070.2880923792 4518565.528883784, 637070.8633605302 4518565.041156438, 637071.4761461695 4518564.60762102, 637072.1973156631 4518564.082376187, 637072.8705461441 4518563.559215657, 637073.1185784267 4518563.319520595, 637073.2811542085 4518563.213221044, 637073.587547028 4518563.036055129, 637073.7918089078 4518562.8839008715, 637074.0189981413 4518562.748421053, 637074.0877802029 4518562.681723297);770;fracture;0;1;12.7093;-9999
;1.0;1.0;122.20735;LINESTRING (637072.9080636322 4518565.658110688, 637073.3770322336 4518565.422584235, 637073.8605909693 4518565.105769891, 637074.3472761622 4518564.788955548, 637074.69118647 4518564.535712503, 637074.8172869162 4518564.455466764);771;fracture;0;1;2.2602;-9999
;1.0;1.0;123.69007;LINESTRING (637074.6880600126 4518564.43253941, 637075.0444761497 4518564.238699054, 637075.5186555134 4518563.861439868, 637075.8479756868 4518563.62799772, 637076.1460312868 4518563.453958261, 637076.2669209708 4518563.379965437);772;fracture;0;1;1.9022;-9999
;1.0;1.0;124.18035;LINESTRING (637073.5990107049 4518565.745651494, 637074.8787739105 4518564.928603975, 637076.1043451888 4518564.0448587, 637076.7921658042 4518563.5112766465, 637077.5633586154 4518562.994369032, 637078.405417793 4518562.481630028);773;fracture;0;1;5.8141;-9999
;1.0;1.0;127.44821;LINESTRING (637076.9880904643 4518562.683807603, 637077.809306593 4518561.95430089, 637078.2991182432 4518561.585378923, 637078.8431218208 4518561.124747542, 637079.5226052166 4518560.584912574, 637080.0186697817 4518560.207653388, 637080.3188096866 4518559.951283885, 637081.5944042824 4518558.938311705, 637082.6657369984 4518558.242153871, 637083.4077495411 4518557.729414866, 637083.887139667 4518557.354239985, 637084.4165531103 4518556.974896494, 637084.9334607242 4518556.57262565, 637085.2164343132 4518556.381786438);774;fracture;1;1;10.3751;-9999
;1.0;1.0;129.29149;LINESTRING (637057.7166074038 4518576.93628448, 637059.2965105143 4518575.798254007, 637060.217773278 4518575.122939221, 637061.4308387269 4518573.989077358, 637061.8810485842 4518573.588890818, 637062.3687759297 4518573.209547327, 637063.1795705339 4518572.444607432, 637063.5318180611 4518572.154889051, 637063.9549319549 4518571.831821793);775;fracture;0;1;8.0732;-9999
;1.0;1.0;126.40276;LINESTRING (637058.502390349 4518573.88694642, 637059.7112871882 4518572.869805631, 637060.7242593673 4518572.040252283, 637061.7205571071 4518571.419129425, 637062.041540061 4518571.277396692);776;fracture;0;1;4.4141;-9999
;1.0;1.0;123.44608;LINESTRING (637067.1272440051 4518540.571416976, 637067.7525354737 4518540.10453268, 637068.244431429 4518539.679334481, 637068.440356089 4518539.483409821, 637069.0906592163 4518539.091560501, 637069.9035381255 4518538.674699522, 637070.4621318373 4518538.332873519, 637071.5459703828 4518537.624209855, 637073.1133676639 4518536.536202699, 637073.6969730344 4518536.231894186);777;fracture;1;1;7.8964;-9999
;1.0;1.0;127.86803;LINESTRING (637066.938897937 4518565.167716068, 637067.3274869384 4518564.929463536, 637067.53672717 4518564.723739947, 637067.6888219602 4518564.5619743895, 637067.9525701513 4518564.321963536, 637068.1644478648 4518564.13470232, 637068.2717054625 4518564.052061221, 637068.3640173293 4518563.92634125, 637068.483583176 4518563.802379599, 637068.8035976479 4518563.538631408, 637069.0884456942 4518563.323237052, 637069.2616403396 4518563.187406733, 637069.639239833 4518562.874865125, 637070.6267919244 4518562.104370857, 637071.3938161257 4518561.520765486, 637071.9273981788 4518561.164349349, 637072.4067883048 4518560.814186127, 637072.7527829175 4518560.576575369, 637073.3072080195 4518560.130534121, 637073.7011416447 4518559.85332157, 637074.151351502 4518559.55943458);778;fracture;0;1;9.1587;-9999
;1.0;1.0;126.63045;LINESTRING (637072.327584719 4518559.2509574555, 637073.0904403107 4518558.692363744, 637073.5760833513 4518558.360959265, 637073.8022304324 4518558.222352989, 637073.9637640617 4518558.071240884, 637074.2534824421 4518557.820082145, 637074.5015147247 4518557.594977216, 637074.7432940925 4518557.41364269, 637074.9287972281 4518557.300048073, 637075.2893819748 4518557.048889332);779;fracture;0;1;3.6974;-9999
;1.0;1.0;124.86159;LINESTRING (637074.0992438798 4518560.209737706, 637074.572381091 4518559.876248923, 637074.8350035077 4518559.6751135, 637075.2258106755 4518559.435418437, 637075.7448025944 4518559.108182569, 637076.053279719 4518558.921637281, 637076.3169442882 4518558.709038181, 637076.5628922657 4518558.501649844, 637076.7400581819 4518558.36825433, 637077.1089801483 4518558.123348504, 637077.4112043581 4518557.952435504, 637077.601918256 4518557.780480349, 637077.8228545749 4518557.615820263);780;fracture;0;1;4.5467;-9999
;1.0;1.0;124.34943;LINESTRING (637066.3633462621 4518542.210722783, 637066.863579437 4518541.577094094, 637067.6722897363 4518540.939296796, 637068.3017498147 4518540.622482453, 637069.1146287237 4518540.063888741, 637069.5419112272 4518539.709556908, 637069.8733157055 4518539.515716554, 637069.9879524747 4518539.4135856135, 637070.2714179405 4518539.196817905, 637070.677857395 4518538.959207146, 637071.1384887767 4518538.709090558, 637071.4198699376 4518538.58194796, 637071.7679488551 4518538.36934886, 637072.4370107264 4518537.9983425895, 637072.76216229 4518537.831598197, 637072.8747147544 4518537.760731831);781;fracture;1;1;7.9527;-9999
