type,node_type,Y_node_origin,geometry,id,length,azimuth,censored,set,Area,group
fracture,,,"LINESTRING (8.100759637134615 13.828098963946104, 8.290509038080927 13.759466201998293, 8.290509038080927 13.759466201998293, 8.462090943183284 13.711019545793533, 8.605412299162708 13.640368172898889, 8.639728680194821 13.626237899065018)",,0.577,111.0,0.0,2.0,,
fracture,,,"LINESTRING (5.850010844878852 14.435516622848809, 5.850010845040851 14.435516622543615, 5.88634375622496 14.367068006657064, 5.964060266152956 14.334770236164331, 6.014013006867095 14.315782352292562, 6.014013006867095 14.315782352292562, 6.014013006867096 14.315782352292562, 6.136651476612315 14.26916539017111, 6.449536126980092 14.155113888904452, 6.558541101985611 14.115750981494784, 6.78361618926283 14.037025165744126, 6.996579612663481 13.948206298053265, 7.25395247025881 13.837182711809874, 7.353873697342351 13.797819804400206, 7.468934504315257 13.706982324831188, 7.594088364508934 13.653489142656326)",,1.935,114.0,0.0,2.0,,
fracture,,,"LINESTRING (7.964503418421373 13.653489145450294, 8.276378763606772 13.526316674426198, 8.3419836096582 13.4960375148803, 8.422728035598993 13.486953766085207, 8.454016500618309 13.482916545122862, 8.50448176683858 13.457683912478387, 8.541826063825283 13.417311699129641)",,0.633,112.0,0.0,2.0,,
fracture,,,"LINESTRING (8.483286354981828 13.341613799333572, 8.590272719331551 13.308306723833084, 8.74873365520034 13.295185754075646, 8.917287644348107 13.259860067628324, 9.169613975391258 13.248757709749043, 9.621782760543283 13.253804236650467, 9.801439108268823 13.261878678575158, 9.839943333710629 13.271290588180142, 9.839943333710629 13.271290588180142, 9.839943333761767 13.271290588192642)",,1.368,93.0,0.0,2.0,,
fracture,,,"LINESTRING (4.914007205399685 14.483719547279179, 4.958792163117323 14.46497062407434, 5.212127799459267 14.401384389027953, 5.346365407574922 14.380188977345824, 5.430137749470305 14.37211453448981, 5.561347441631369 14.358993565663695, 5.658240752818529 14.33376093301922, 5.756143369246274 14.334770238026977, 5.925706663692836 14.308528299443424, 6.014013006867095 14.315782352292562, 6.014013006867095 14.315782352292562, 6.014013007574249 14.315782352350652)",,1.12,99.0,1.0,2.0,,
fracture,,,"LINESTRING (5.2827791721210815 14.23283039778471, 5.370588735328056 14.205579154193401, 5.471519267710391 14.171262773685157, 5.643101172812749 14.110704453662038, 5.83890640566824 13.992615731433034)",,0.609,113.0,0.0,2.0,,
fracture,,,"LINESTRING (-4.0260438323020935 16.24033868778497, -3.7434383415966295 16.185836200602353, -3.5766046858356315 16.179162854154466, -3.5766046858356297 16.179162854154466, -3.5766046858356297 16.179162854154466, -3.541577276773751 16.17776175774634, -3.3942186994245276 16.151519819162786, -3.121706261939835 16.13537093438208, -2.780561062390916 16.157575651071966)",,1.255,94.0,0.0,2.0,,
fracture,,,"LINESTRING (-3.3740325928665698 16.408892677165568, -3.168134306790307 16.347325052134693, -3.12939471493466 16.332728866200814, -3.12939471493466 16.332728866200814, -2.7635597929474898 16.19489069376141)",,0.647,109.0,1.0,2.0,,
fracture,,,"LINESTRING (-3.5766046860371716 16.17916285432875, -3.5766046858356297 16.179162854154466, -3.5766046858356297 16.179162854154466, -3.529465613013599 16.138398847542703, -3.4305536912870593 16.117203435860574, -3.388162867631763 16.089952192269266, -3.320539410924539 16.047561368905008, -3.1832738868542947 15.993058880791068, -3.059129332017619 15.96580763719976, -2.9945337912649848 15.937547088600695, -2.917826586693991 15.916351676918566, -2.7916634212015197 15.870932936668396, -2.7374733985526776 15.858457535726824, -2.651369981118478 15.838635166175663, -2.5746627764892764 15.811383922584355, -2.507039319782052 15.791197816841304, -2.427304199198261 15.764955878257751, -2.3475690786144696 15.75385352037847)",,1.313,109.0,0.0,2.0,,
fracture,,,"LINESTRING (-3.7600918798707426 16.375080943107605, -3.556212204392068 16.314522624015808)",,0.213,107.0,0.0,2.0,,
fracture,,,"LINESTRING (-3.4623468092177063 17.149218127131462, -3.162583127967082 17.044250373728573, -2.8658473626710474 16.906984849832952, -2.6660049085039645 16.776784462854266)",,0.883,115.0,0.0,2.0,,
fracture,,,"LINESTRING (-1.8595699549769051 18.33515188191086, -1.2378378753201105 18.072732497937977, -0.8139296391746029 17.91931808926165, -0.648403566039633 17.93142975308001)",,1.292,108.0,0.0,2.0,,
fracture,,,"LINESTRING (-0.4808588822488673 17.749754794873297, -0.2204581085825339 17.67102898005396, -0.0105226011946797 17.62056371383369, 0.2074873488163576 17.640749820508063, 0.3063992705428973 17.640749820508063, 0.4961486714892089 17.604414828121662, 0.7868286048178561 17.594321775250137, 0.942479582503438 17.560078560374677, 0.9756776794049353 17.533800038489467, 0.9756776794049353 17.533800038489467, 1.0088757762569003 17.507521516643465, 1.152197132294532 17.465130693279207, 1.5973007802385837 17.363190855830908, 1.9788181926123798 17.231981162913144, 2.1433349604485556 17.191608949564397, 2.246284103486687 17.163348400965333, 2.325009918771684 17.122976187616587, 2.4017171234008856 17.110864523798227)",,2.987,102.0,0.0,2.0,,
fracture,,,"LINESTRING (-3.7388964685378596 19.32326179742813, -3.454272367118392 19.173884608782828, -3.3694907199242152 19.123419342562556, -3.2039646467892453 19.123419342562556, -3.0889038398163393 19.095158793963492, -2.9354894305579364 19.099196014925838, -2.7215167018584907 19.087084351107478, -2.602418673632201 19.079009908251464, -2.414687883341685 19.03863769583404)",,1.384,102.0,0.0,2.0,,
fracture,,,"LINESTRING (-12.339187135105021 14.560349971987307, -12.197884389781393 14.387758761644363, -12.009144294133877 14.300958503969014, -12.009144294133876 14.300958503969014, -12.009144294133876 14.300958503969014, -11.883990433940198 14.257558374665678)",,0.563,124.0,0.0,2.0,,
fracture,,,"LINESTRING (-12.009144294133876 14.300958503969014, -11.949227484511045 14.258417569742546, -11.949227484511045 14.258417569742546, -11.90821376175154 14.229297826997936, -11.833525167778134 14.212139636278152, -11.680110758461524 14.157637148164213, -11.638729240221437 14.157637148164213)",,0.405,111.0,0.0,2.0,,
fracture,,,"LINESTRING (-11.949227484699804 14.25841757003218, -11.949227484511045 14.258417569742546, -11.908213761693332 14.195486097596586, -11.772966848278884 14.142497568391263, -11.656896736007184 14.106162576004863, -11.548396413738374 14.03853911999613, -11.531755252122485 14.018513315357367, -11.531755252122485 14.018513315357367, -11.488847399654333 13.96687844209373)",,0.563,122.0,0.0,2.0,,
fracture,,,"LINESTRING (-11.744201646593865 13.990092464722693, -11.626163428142798 14.006508375806051, -11.591796542692464 14.011287876404822, -11.5317552521592 14.018513315357268, -11.531755252122485 14.018513315357367, -11.40557971043745 14.018857666291296, -11.259230438328814 14.040557730011642, -11.087648533284664 14.024408845230937, -10.89688982698135 13.994129685685039, -10.789387208667964 13.976896441629087, -10.789387208667964 13.976896441629087, -10.764670829521492 13.97293427400291, -10.563819070055615 13.910357343032956)",,1.199,94.0,0.0,2.0,,
fracture,,,"LINESTRING (-12.296964204055257 14.15519820060581, -12.234724034031387 14.138964999467134, -12.161549398035277 14.098088134080172, -12.094430594006553 14.086985775269568, -12.002079156809486 14.096574176102877, -11.916288204258308 14.126348683610559, -11.867518901705402 14.117786135258614, -11.867518901705402 14.117786135258614, -11.850178705644794 14.11474167369306, -11.737641162006184 14.094555567018688, -11.661438609997276 14.047118216753006, -11.626163428142798 14.006508375806051, -11.626163427892607 14.006508375518024)",,0.725,102.0,1.0,2.0,,
fracture,,,"LINESTRING (-11.867518901883159 14.117786135524511, -11.867518901705402 14.117786135258614, -11.867518901705402 14.117786135258614, -11.80576927139191 14.025418150238693, -11.735622551350389 13.947701640427113, -11.631664102955256 13.878564226441085, -11.451503102609422 13.858882772736251, -11.237025721289683 13.88209679350257, -11.230122357024811 13.883701987564564)",,0.745,110.0,0.0,2.0,,
fracture,,,"LINESTRING (-11.288500292750541 13.931552754715085, -11.230122356906756 13.883701987592016, -11.230122356906756 13.883701987592016, -11.226932668010704 13.881087488494813, -11.137104494147934 13.8013523677364, -11.040715835697483 13.741298700682819, -11.006904107343871 13.730700994841754)",,0.349,125.0,0.0,2.0,,
fracture,,,"LINESTRING (-11.042545185307972 13.79731513839215, -10.984005471342243 13.753915005363524, -10.940605338604655 13.711524178273976, -10.699381345009897 13.596463360823691, -10.560097198060248 13.540951563045382, -10.474306238000281 13.482411849312484, -10.391038541507442 13.47736532241106, -10.252259047294501 13.441030327230692, -9.98428846016759 13.34766957629472)",,1.166,113.0,0.0,2.0,,
fracture,,,"LINESTRING (-10.453615477192216 13.733224243856966, -10.053930533817038 13.753410351462662, -9.837939175486099 13.74432660266757, -9.715813220536802 13.706982302479446, -9.518998665094841 13.639358839951456, -9.394854099373333 13.615135510452092, -9.262635090271942 13.62522856425494, -9.071876367379446 13.67670314013958, -8.982048185658641 13.677712445147336, -8.880929692997597 13.665006098337471)",,1.601,92.0,1.0,2.0,,
fracture,,,"LINESTRING (-11.794509862258565 15.618801702745259, -11.79450986219961 15.618801702701326, -11.79450986219961 15.618801702701326, -11.646614474942908 15.508592461235821, -11.56489262955056 15.481970950817475, -11.513386160484515 15.465192328207195, -11.457874362822622 15.407661920413375)",,0.405,122.0,0.0,2.0,,
fracture,,,"LINESTRING (-11.88380124681862 15.322880265302956, -11.803056813776493 15.345084984786808, -11.74653571069939 15.326917487196624, -11.697079745470546 15.331964014098048, -11.659735445224214 15.328936098143458, -11.496227968367748 15.266359162516892)",,0.405,98.0,0.0,2.0,,
fracture,,,"LINESTRING (-12.46617046999745 16.511842042207718, -12.450021583412308 16.467432604171336, -12.363221317937132 16.41999524924904, -12.323858406802174 16.392744003795087, -12.33092354470864 16.34934387076646, -12.261281471233815 16.319064708426595, -12.220909254741855 16.273645964451134, -12.235039530496579 16.251441245898604, -12.185583565325942 16.105091961100698, -12.067494832037482 16.10004543326795, -11.952434014994651 15.882035464979708, -11.805075424839742 15.766974647529423, -11.707677452475764 15.702379100956023, -11.673865721153561 15.666548760607839)",,1.274,137.0,0.0,2.0,,
fracture,,,"LINESTRING (-11.790945149026811 15.660492927767336, -11.740479878382757 15.669576676562428, -11.704144883551635 15.658978969790041, -11.673865721153561 15.666548760607839, -11.673865721153561 15.666548760607839, -11.59413059358485 15.654941747896373, -11.497333359031472 15.642520015127957)",,0.299,94.0,0.0,2.0,,
fracture,,,"LINESTRING (-10.90477499680128 15.951172885484993, -10.759435017360374 15.900707614608109, -10.728626478172373 15.882865559309721)",,0.19,111.0,1.0,2.0,,
fracture,,,"LINESTRING (2.722866683965549 15.061470163054764, 2.880318328330759 15.019079335965216, 3.0074908102978952 14.980725729838014, 3.199258838663809 14.899981297552586, 3.483882965054363 14.815199642442167, 3.582794895453844 14.786939091049135, 3.6574834960047156 14.776846037246287, 3.7426062467275187 14.756770097650588)",,1.067,107.0,1.0,2.0,,
fracture,,,"LINESTRING (5.801248192321509 13.42033956386149, 6.162579530035146 13.311334579251707, 6.253417017171159 13.289129860699177, 6.402794218214694 13.220497092232108, 6.5885064141475596 13.16195737849921, 6.659157793037593 13.155901545658708, 6.856981653894763 13.063045447692275)",,1.12,109.0,0.0,2.0,,
fracture,,,"LINESTRING (7.456509068899322 13.281055417843163, 8.130725084454753 13.073138503357768, 8.387088659277651 12.958077685907483, 8.582893909304403 12.901556583121419, 8.877611089730635 12.808700485154986, 9.012858015019447 12.760253825224936, 9.186458546028007 12.723918830044568, 9.428691845037974 12.669416338205338, 9.699185695615597 12.647211618721485, 10.0907961956691 12.667397727258503, 10.211912845203187 12.693639667704701)",,2.857,102.0,0.0,2.0,,
fracture,,,"LINESTRING (10.205352359742392 14.672382926568389, 10.574758140719496 14.489698646590114)",,0.412,116.0,0.0,2.0,,
fracture,,,"LINESTRING (10.738265617575962 14.456391568295658, 11.038533977931365 14.2156722266227)",,0.385,129.0,0.0,2.0,,
fracture,,,"LINESTRING (8.290509038080927 13.759466201998293, 8.41686316858977 13.764008057303727, 8.561193842557259 13.746849864721298, 8.689375629997812 13.687300845049322, 8.85389241221128 13.665096126496792, 9.03153016482247 13.624723910354078, 9.157693341432605 13.581323777325451, 9.237428469001316 13.5964633570984)",,0.976,100.0,0.0,2.0,,
fracture,,,"LINESTRING (9.14961889811093 13.624723909422755, 9.237428469001316 13.5964633570984, 9.237428469001316 13.5964633570984, 9.339368315646425 13.591416830196977, 9.588666752562858 13.457179210148752, 9.839943333710629 13.271290588180142, 9.860169908497483 13.256327434442937, 10.02569599612616 13.170536474324763, 10.283068876364268 13.018131355755031)",,1.301,118.0,0.0,2.0,,
fracture,,,"LINESTRING (8.878660013433546 14.066066852770746, 8.876622440151982 14.066981048870144, 8.876622439825326 14.066981049016704, 8.873791471822187 14.06825121678412, 9.014876625384204 13.93609462864697, 9.189486461749766 13.768549930304289, 9.310603111283854 13.650461196899414, 9.40144059836166 13.594949398189783)",,0.716,132.0,0.0,2.0,,
fracture,,,"LINESTRING (9.60330168082146 13.493009551428258, 9.849572201492265 13.38299526181072, 9.911139831645414 13.351706794463098)",,0.339,115.0,0.0,2.0,,
fracture,,,"LINESTRING (9.404585363517981 13.896616749465466, 9.64367389731342 13.753410348668694, 9.711103053223917 13.70675666263708, 9.830395398661494 13.624219256453216, 9.999958707951007 13.462730390019717, 9.999958707951007 13.462730390019717, 9.99995870795101 13.462730390019715, 10.07565661391709 13.421348867937922, 10.094914005766956 13.408389946408706, 10.094914005766958 13.408389946408706, 10.209894233790692 13.331016033887863, 10.23815478530014 13.314867147244513)",,1.021,125.0,0.0,2.0,,
fracture,,,"LINESTRING (9.99995870795101 13.462730390019715, 10.002481971518137 13.372902208007872, 10.026200648688246 13.334043949842453, 10.043863493425306 13.323950896039605)",,0.156,162.0,0.0,2.0,,
fracture,,,"LINESTRING (8.494579684978817 13.108464190736413, 8.66818021592917 13.0408407272771, 8.736812983988784 13.025701146572828, 8.94170198275242 12.987347540445626, 9.076948908041231 12.94091949146241, 9.37671261554351 12.857147143222392, 9.706755485502072 12.754197991453111)",,1.265,106.0,0.0,2.0,,
fracture,,,"LINESTRING (5.994530177908018 13.790754650719464, 6.324573047866579 13.755428961478174, 6.529462046572007 13.695879941806197, 6.6374577257665806 13.652479809708893)",,0.662,102.0,0.0,2.0,,
fracture,,,"LINESTRING (7.327822627907153 14.443775253370404, 7.664930635713972 14.270174722187221, 7.862754496571142 14.193467510864139, 8.302811656496488 13.9865599013865)",,1.078,115.0,0.0,2.0,,
fracture,,,"LINESTRING (-10.78938720957376 13.976896441541612, -10.789387208667964 13.976896441629087, -10.789387208667964 13.976896441629087, -10.511650539468974 14.003718093968928, -10.226017107721418 14.024913507513702, -9.849546188779641 14.000690177083015, -9.57501511654118 13.917927133850753, -9.41958208300639 13.900768941268325, -9.308558487624396 13.876545611768961)",,1.5,94.0,0.0,2.0,,
fracture,,,"LINESTRING (4.29121369170025 15.159880436956882, 4.358446104160976 15.140195988118649, 4.74400077178143 15.057432943955064, 5.21635570487706 15.021097948774695)",,0.938,99.0,1.0,2.0,,
fracture,,,"LINESTRING (12.408666074974462 11.573310658335686, 12.515619050749706 11.583292936019333, 12.560061886848416 11.587440934032202, 12.913318781298585 11.585422323085368, 12.959990867684763 11.58816773995645, 12.959990867684763 11.58816773995645, 13.222166237537749 11.603589820675552, 13.496697309718002 11.579366491176188, 13.934735858812928 11.50467789079994, 14.02343270344392 11.501917408779637, 14.02343270345591 11.501917408779263)",,1.624,93.0,1.0,2.0,,
fracture,,,"LINESTRING (13.160346280841623 11.21803515125066, 13.217119710228872 11.198858351446688, 13.400813295331318 11.14637446962297, 13.84894489852013 10.996997268870473, 14.315243999124505 10.797154797241092, 14.700798666744959 10.623554266057909)",,1.654,111.0,0.0,2.0,,
fracture,,,"LINESTRING (13.668846730550285 10.909143298864365, 13.996303488733247 10.756782580167055, 14.159810965589713 10.65787064936012, 14.23046234442154 10.607405379414558, 14.448472313582897 10.528679557144642, 14.771450045576785 10.425730405375361, 14.947069187357556 10.35104180406779)",,1.401,114.0,0.0,2.0,,
fracture,,,"LINESTRING (14.361672048107721 10.417655961588025, 14.549402854812797 10.316725420765579, 14.650333396100905 10.276353203691542, 14.762517376864846 10.204056860778568, 14.76251737686485 10.204056860778566, 14.76251737686485 10.204056860778566, 14.922845857508946 10.100734062492847, 15.050018339476082 10.048250180669129, 15.247842200333253 9.95741269364953)",,1.002,117.0,0.0,2.0,,
fracture,,,"LINESTRING (14.762517375638708 10.204056861810386, 14.76251737686485 10.204056860778566, 14.76251737686485 10.204056860778566, 14.85951194295194 10.12243412900716, 14.93798543867888 10.064903720282018, 15.072223058552481 9.950347555801272, 15.191321097197942 9.850930972956121, 15.25646130554378 9.84165220335126)",,0.622,126.0,0.0,2.0,,
fracture,,,"LINESTRING (15.225637481256854 9.865565900690854, 15.256461305616229 9.841652203340939, 15.366161699203424 9.756544593693762, 15.366161699203424 9.756544593693762, 15.425984605681151 9.710132868029177)",,0.254,128.0,0.0,2.0,,
fracture,,,"LINESTRING (15.3591181220836 9.728931182064116, 15.425984605681151 9.710132868029177, 15.425984605681156 9.710132868029174, 15.47089869651245 9.673671710304916, 15.54483031790005 9.624341907911003, 15.664433009456843 9.503729910589755, 15.816838126746006 9.415920339524746, 15.982364214432891 9.360408541746438, 16.054024898679927 9.341231739148498, 16.096625308389775 9.355818337760866)",,0.856,117.0,1.0,2.0,,
fracture,,,"LINESTRING (14.650081069674343 10.017466364428401, 14.896351590345148 9.909470684826374, 15.180975716677494 9.793400562368333, 15.314204031135887 9.751009735278785, 15.366161699203424 9.756544593693762, 15.366161699203424 9.756544593693762, 15.36616169946501 9.756544593721628)",,0.769,110.0,0.0,2.0,,
fracture,,,"LINESTRING (12.515619050827809 11.583292935974896, 12.830303410883062 11.404251999221742, 12.858042431468574 11.389405762796814, 13.045285463740584 11.289191181771457, 13.160346279182358 11.218035151811124, 13.16034627918236 11.218035151811122, 13.275407097942661 11.146879119798541, 13.451026238162632 11.041911357549658, 13.451026238162632 11.041911357549658, 13.451026238162633 11.041911357549656, 13.626645381504204 10.93694359343499, 13.668846729899851 10.909143299167003, 13.796713343530428 10.824910694733262, 14.014218660071492 10.623049612157047, 14.080832817300688 10.589742532931268)",,1.861,122.0,0.0,2.0,,
fracture,,,"LINESTRING (-2.6812068227445707 9.61223023943603, -2.511643513396848 9.462853037752211, -2.3279499283526093 9.297326950356364, -2.083698018512223 9.129782252013683, -1.875781103502959 9.028851710259914, -1.766776118951384 9.002609769813716, -1.6638269668328576 8.984442272223532)",,1.218,122.0,0.0,2.0,,
fracture,,,"LINESTRING (-0.401185895956587 10.344481318257749, -0.2972274384810589 10.30511840712279, -0.2709854977438226 10.30511840712279, -0.1862038430990651 10.243550777435303, -0.1367478778702207 10.233457723632455, -0.0358173366403207 10.19914133939892, 0.0852993128937669 10.148676068522036, 0.1529227755381726 10.138583014719188, 0.2407323464285582 10.132527181878686, 0.3497373309801333 10.088117743842304, 0.4910400887602009 10.079033995047212, 0.7433664418640547 10.085089826956391, 0.8907250321353786 10.101238713599741, 0.9772729717078619 10.135050447657704)",,1.44,99.0,0.0,2.0,,
fracture,,,"LINESTRING (1.164246798842214 10.313192850910127, 1.1884701287490316 10.2374949445948, 1.2026004045037553 10.206206477247179, 1.260624778456986 10.168631119653583)",,0.183,146.0,0.0,2.0,,
fracture,,,"LINESTRING (1.1932196733541787 10.876688232645392, 1.193219673658271 10.876688232553555, 1.193219673658271 10.876688232553555, 1.6270133306388743 10.745680221356452, 1.743083453062242 10.71085918462071, 1.859153575496748 10.676038147881627, 1.9994470278616063 10.644749679602683, 2.0610146580147557 10.637684541754425)",,0.901,105.0,0.0,2.0,,
fracture,,,"LINESTRING (1.652532990439795 10.451780682429671, 1.6525329904763975 10.451780682346946, 1.6525329904763975 10.451780682346946, 1.6850483919261023 10.37829305138439, 1.6946367933414876 10.364162775687873)",,0.097,154.0,0.0,2.0,,
fracture,,,"LINESTRING (1.081483755086083 11.306349379010499, 1.1309397203149274 11.320479654707015, 1.2449912319425493 11.277079521678388, 1.3065588620956987 11.246800359338522, 1.4811686984612606 11.124674404039979, 1.7244113028864376 11.04998580366373, 1.8035580184877438 11.02379971551238, 1.8035580184877442 11.02379971551238, 1.8035580184877442 11.02379971551238, 1.977706479831857 10.966181822899493, 1.9777064798318578 10.966181822899493, 1.995914458821062 10.960157621651888, 2.210896511678584 10.903636518865824)",,1.218,110.0,0.0,2.0,,
fracture,,,"LINESTRING (1.9777064796653576 10.966181823052466, 1.977706479831857 10.966181822899493, 2.0655565322958864 10.88546902127564, 2.256315255246591 10.793622228316963, 2.4844182785018347 10.682598632760346, 2.9587918224278837 10.45146769285202, 2.9587918224278837 10.45146769285202, 3.001687302312348 10.414123392663896, 3.03499438095605 10.378797702491283)",,1.218,119.0,0.0,2.0,,
fracture,,,"LINESTRING (2.9587918224278837 10.45146769285202, 2.981501194066368 10.38788144942373, 2.995892790951463 10.222378085361854, 3.011189543484838 10.046465431352097, 3.0137989672948606 10.016457057558, 3.026307953045315 9.898609244267435, 3.026307953045315 9.898609244267435, 3.0329757701256312 9.835791388526559)",,0.622,173.0,0.0,2.0,,
fracture,,,"LINESTRING (2.77661219536094 10.137573707848787, 2.8735055149300024 10.087108436971903, 3.011189543484838 10.046465431352097, 3.011189543484838 10.046465431352097, 3.0111895435256884 10.046465431340039)",,0.253,111.0,0.0,2.0,,
fracture,,,"LINESTRING (2.4586809903848916 10.38788144942373, 2.657514156657271 10.305118406191468, 2.806891357700806 10.262727578170598, 2.8896544015733525 10.234467026777565, 2.9958927909028716 10.222378085367382)",,0.565,107.0,0.0,2.0,,
fracture,,,"LINESTRING (3.533298066293355 10.366089217364788, 3.5332980668002403 10.36608921635889, 3.5769913875265047 10.279381115920842, 3.7051731749088503 10.16633890941739, 3.856064334162511 10.020998930558562, 3.8790384865257583 9.99832783486402, 3.8790384865257583 9.99832783486402, 3.879038486862555 9.998327834531665)",,0.51,137.0,0.0,2.0,,
fracture,,,"LINESTRING (4.049850973417051 10.336911525577307, 4.126558184740134 10.19359015673399, 4.15277148160385 10.121602032333612, 4.152771481653583 10.121602032181983, 4.2053958480535165 9.961160029263336, 4.258020214794669 9.800718025304377, 4.310504096269142 9.680610680952668, 4.326405498034794 9.652956064145027, 4.326405498034794 9.652956064145027, 4.326405498199165 9.652956063859165)",,0.74,158.0,0.0,2.0,,
fracture,,,"LINESTRING (-9.779399463383015 9.568577775731683, -9.286858422041405 9.43736807256937, -8.973973744141404 9.336437530815601, -8.788261548208538 9.316251423209906, -8.659070455410983 9.312214201316237, -8.445097707910463 9.251655876636505, -8.142306084162556 9.227432546205819, -8.077710537763778 9.213302270509303, -8.021189434628468 9.237525600939989)",,1.809,101.0,0.0,2.0,,
fracture,,,"LINESTRING (-7.820166071585845 15.109271577559412, -7.8201660716228 15.109271577192686, -7.8201660716228 15.109271577192686, -7.8213469630572945 15.097552823834121, -7.833458628039807 14.990566450171173, -7.8213469630572945 14.895691741257906, -7.839514460531063 14.841189249418676, -7.8011608548113145 14.76246342714876, -7.702248924411833 14.588862895965576)",,0.56,167.0,1.0,2.0,,
fracture,,,"LINESTRING (3.4741451226873323 11.346893732436001, 3.5000318498932756 11.317704050801694, 3.6375756524216016 11.157975763939579, 3.6375756524216016 11.157975763939579, 3.6877626566565596 11.099694081582129, 3.958256507234182 10.88572133332491, 4.049093994370196 10.734325521625578, 4.2348061902448535 10.306380026973784, 4.3438111747964285 10.150946993380785, 4.390812560217455 10.075574773363769, 4.483619674463012 9.93107465468595, 4.53557920322055 9.850173980928957, 4.670826128451154 9.60390346031636)",,2.143,146.0,1.0,2.0,,
fracture,,,"LINESTRING (4.323411512305029 10.082796313799918, 4.341792564082425 9.992486044764519, 4.370813389710965 9.933582388799909, 4.370813389710965 9.933582388799909, 4.443732410727534 9.78557843528688, 4.528514065372292 9.651340815238655)",,0.482,155.0,0.0,2.0,,
fracture,,,"LINESTRING (4.370813389890827 9.933582388795912, 4.483619674463012 9.93107465468595, 4.483619674463012 9.93107465468595, 4.483619674574584 9.93107465468347)",,0.113,91.0,0.0,2.0,,
fracture,,,"LINESTRING (3.769011742377188 10.010148890316486, 3.8790384865257583 9.99832783486402, 3.8911376972682774 9.997027919627726, 4.045561425387859 9.9536277865991, 4.126305858429987 9.949590565636754, 4.2053958480535165 9.961160029263336, 4.2053958480535165 9.961160029263336, 4.2053958481992595 9.961160029284656)",,0.444,96.0,0.0,2.0,,
fracture,,,"LINESTRING (4.6332295018364675 9.986934864893556, 4.799764894938562 9.908209042623639, 4.893630298320204 9.856734466738999, 5.050072637270205 9.837557664141059, 5.4376459155464545 9.707357265986502, 5.82118197233649 9.562017287127674, 6.063415271346457 9.473198410123587, 6.422727998229675 9.396491199731827, 6.536778042146644 9.396510659569673, 6.536778042146644 9.396510659569673, 6.601503273355775 9.396521703340113)",,2.073,107.0,1.0,2.0,,
fracture,,,"LINESTRING (0.5208145976066589 16.024599839933217, 0.5490751491161063 15.935780963860452, 0.6136706955730915 15.902473885565996, 0.6136706955730915 15.902473885565996, 0.6954244339722209 15.883297082036734)",,0.25,129.0,0.0,2.0,,
fracture,,,"LINESTRING (0.6136706955730915 15.902473885565996, 0.6464731214218773 15.863110973499715, 0.6641359661589377 15.819710840471089, 0.7368059558793902 15.793468900024891, 1.0643255622708239 15.71625703573227, 1.1703026306349784 15.650652184151113, 1.2076469308813103 15.647624268196523, 1.2994937234325334 15.665791765786707, 1.4488709244760685 15.656708016991615, 1.5528293819515966 15.634503297507763, 1.6547692286549136 15.611289273016155, 1.8475465624360368 15.602205524221063, 1.873788503173273 15.628447465598583)",,1.359,102.0,0.0,2.0,,
fracture,,,"LINESTRING (1.8551163530210033 15.643082394264638, 1.873788503173273 15.628447465598583, 1.873788503173273 15.628447465598583, 1.9312521277665944 15.612058192422197, 2.017109871725552 15.58757059648633, 2.9431475877645425 15.247434671968222, 3.4094466883689165 15.021350259892642, 3.6375497116241604 14.91840110719204, 3.6567591254715808 14.909014423377812)",,1.95,112.0,1.0,2.0,,
fracture,,,"LINESTRING (2.484418277745135 16.272888971492648, 2.672149084508419 16.190125927329063, 2.8578612803830765 16.079102331772447, 2.912363772687968 16.06497205607593)",,0.478,116.0,0.0,2.0,,
fracture,,,"LINESTRING (1.803558018465992 11.023799715563655, 1.8035580184877442 11.02379971551238, 1.8035580184877442 11.02379971551238, 1.8364442027523182 10.946279654279351, 1.923749120964203 10.93618659954518, 1.9701771699474193 10.898337646387517, 2.0019702904392034 10.814565297216177, 2.0610146580147557 10.637684541754425, 2.1089566641603597 10.463831665925682, 2.1167787826852873 10.410590825602412, 2.1705242943717167 10.241279823705554, 2.191719708032906 10.157002821564674, 2.24218497867696 10.120163173414767, 2.3047619143035263 10.100986368954182)",,1.135,151.0,0.0,2.0,,
fracture,,,"LINESTRING (1.0088137644343078 11.64724226295948, 1.4751128650386818 11.602832824923098, 1.7173461640486494 11.602832824923098, 1.8566303109982982 11.5765908844769, 1.9918772362871096 11.558423386886716, 2.0534448665566742 11.523097696714103, 2.14125443744706 11.497865061275661, 2.2462222003377974 11.443362568505108, 2.3935807906091213 11.386841465719044, 2.4753345290082507 11.373720495030284, 2.6079934793524444 11.3533004662022, 2.6079934796369844 11.35330046617, 2.6079934796369844 11.35330046617, 2.6817374858655967 11.344955290667713, 2.7720703203231096 11.321236613206565, 2.864926418289542 11.312657517381012, 2.9249800903489813 11.321741266176105, 3.0314618113916367 11.274808564223349, 3.126336520188488 11.258155026473105, 3.213136785721872 11.255631762556732, 3.325674339197576 11.233931696042418, 3.4725282767321914 11.19810135383159, 3.585570482944604 11.166812885552645, 3.637575651984662 11.157975764013827)",,2.702,101.0,0.0,2.0,,
