geometry,original_line_id,type,censored,f_set,length,id,b_group
"LINESTRING Z (-52.86936085779675 4.6029216930602646 0, -44.15361161480134 15.673582516694077 0)",45,fracture,0,1,14.0898,,-9999
"LINESTRING Z (-44.15361161480134 15.673582516694077 0, -40.97955728715809 19.70523578223124 0)",46,fracture,0,1,5.1312,,-9999
"LINESTRING Z (-40.97955728715809 19.70523578223124 0, -39.42787735105138 21.67616470647498 0)",47,fracture,0,1,2.5084,,-9999
"LINESTRING Z (-39.42787735105138 21.67616470647498 0, -39.38548391398098 21.73001244232301 0, -36.868722908068044 24.926778055216428 0)",48,fracture,0,1,4.1371,,-9999
"LINESTRING Z (-36.868722908068044 24.926778055216428 0, -34.846725277642086 27.495099989286185 0, -34.76963005851403 27.59302559479582 0)",49,fracture,0,1,3.3934,,-9999
"LINESTRING Z (-34.76963005851403 27.59302559479582 0, -33.27336341322812 29.493569090237628 0)",50,fracture,0,1,2.4189,,-9999
"LINESTRING Z (-33.27336341322812 29.493569090237628 0, -32.81684906283711 30.073429225424753 0)",51,fracture,0,1,0.738,,-9999
"LINESTRING Z (-32.81684906283711 30.073429225424753 0, -32.423660541014726 30.572853502498784 0)",52,fracture,0,1,0.6356,,-9999
"LINESTRING Z (-32.423660541014726 30.572853502498784 0, -31.78315638728627 31.386415715495566 0)",53,fracture,0,1,1.0354,,-9999
"LINESTRING Z (-31.78315638728627 31.386415715495566 0, -31.118633084750837 32.23048682018953 0)",54,fracture,0,1,1.0743,,-9999
"LINESTRING Z (-31.118633084750837 32.23048682018953 0, -30.54726026066119 32.95623908347566 0)",55,fracture,0,1,0.9237,,-9999
"LINESTRING Z (-30.54726026066119 32.95623908347566 0, -30.323055001220258 33.24102244666618 0)",56,fracture,0,1,0.3624,,-9999
"LINESTRING Z (-30.323055001220258 33.24102244666618 0, -27.726727223409846 36.538853007615124 0)",57,fracture,0,1,4.1972,,-9999
"LINESTRING Z (-27.726727223409846 36.538853007615124 0, -27.719931373144618 36.54748503123088 0, -27.16563681234045 37.25154464882253 0)",58,fracture,0,1,0.9071,,-9999
"LINESTRING Z (-27.16563681234045 37.25154464882253 0, -26.44943472428726 38.161257649616736 0)",59,fracture,0,1,1.1578,,-9999
"LINESTRING Z (-26.44943472428726 38.161257649616736 0, -25.70559544340111 39.10607514681633 0)",60,fracture,0,1,1.2025,,-9999
"LINESTRING Z (-25.70559544340111 39.10607514681633 0, -25.056018216302697 39.931161890304566 0)",61,fracture,0,1,1.0501,,-9999
"LINESTRING Z (-25.056018216302697 39.931161890304566 0, -23.130550373980995 42.376872616354746 0)",62,fracture,0,1,3.1127,,-9999
"LINESTRING Z (-23.130550373980995 42.376872616354746 0, -22.85716578804654 42.72412308684324 0)",63,fracture,0,1,0.442,,-9999
"LINESTRING Z (-22.85716578804654 42.72412308684324 0, -22.801735386938727 42.79453024896711 0)",64,fracture,1,1,0.0896,,-9999
"LINESTRING Z (-60.50978725574853 -10.050638582175356 0, -59.566158741498946 -8.852050723172614 0)",65,fracture,1,1,1.5255,,-9999
"LINESTRING Z (-59.566158741498946 -8.852050723172614 0, -59.49354982825305 -8.759823580226303 0)",66,fracture,0,1,0.1174,,-9999
"LINESTRING Z (-59.49354982825305 -8.759823580226303 0, -59.09285081075936 -8.250859543818178 0)",67,fracture,0,1,0.6478,,-9999
"LINESTRING Z (-59.09285081075936 -8.250859543818178 0, -46.40300283391546 7.867663251914873 0)",68,fracture,0,1,20.5144,,-9999
"LINESTRING Z (-46.40300283391546 7.867663251914873 0, -45.8680468697491 8.547159170137324 0)",69,fracture,0,1,0.8648,,-9999
"LINESTRING Z (-45.8680468697491 8.547159170137324 0, -38.30645341610371 18.15182241567467 0)",70,fracture,0,1,12.224,,-9999
"LINESTRING Z (-38.30645341610371 18.15182241567467 0, -36.79004225208848 20.077953284971528 0)",71,fracture,0,1,2.4514,,-9999
"LINESTRING Z (-36.79004225208848 20.077953284971528 0, -36.73067097641985 20.15336610804261 0)",72,fracture,0,1,0.096,,-9999
"LINESTRING Z (-36.73067097641985 20.15336610804261 0, -34.14651966835964 23.435730234279475 0)",73,fracture,0,1,4.1775,,-9999
"LINESTRING Z (-34.14651966835964 23.435730234279475 0, -30.717070756449992 27.791783243290045 0)",74,fracture,0,1,5.544,,-9999
"LINESTRING Z (-30.717070756449992 27.791783243290045 0, -30.28157871611401 28.344941042526468 0)",75,fracture,0,1,0.704,,-9999
"LINESTRING Z (-30.28157871611401 28.344941042526468 0, -30.105635345941234 28.568422618354873 0)",76,fracture,0,1,0.2844,,-9999
"LINESTRING Z (-30.105635345941234 28.568422618354873 0, -28.537238313380946 30.560585437658453 0)",77,fracture,0,1,2.5355,,-9999
"LINESTRING Z (-28.537238313380946 30.560585437658453 0, -27.69225399132132 31.633876392917205 0)",78,fracture,0,1,1.366,,-9999
"LINESTRING Z (-27.69225399132132 31.633876392917205 0, -25.089936784188954 34.93931466935932 0)",79,fracture,0,1,4.2069,,-9999
"LINESTRING Z (-25.089936784188954 34.93931466935932 0, -23.45080769776756 37.021320662878196 0)",80,fracture,0,1,2.6498,,-9999
"LINESTRING Z (-23.45080769776756 37.021320662878196 0, -22.444061997725527 38.300079363947326 0)",81,fracture,0,1,1.6275,,-9999
"LINESTRING Z (-22.444061997725527 38.300079363947326 0, -21.563923967125255 39.41802222153784 0, -21.52234975931068 39.47082938026792 0)",82,fracture,0,1,1.49,,-9999
"LINESTRING Z (-21.52234975931068 39.47082938026792 0, -20.20760723316789 41.14080268623836 0)",83,fracture,0,1,2.1254,,-9999
"LINESTRING Z (-20.20760723316789 41.14080268623836 0, -19.51071213887431 42.02599212933516 0)",84,fracture,0,1,1.1266,,-9999
"LINESTRING Z (-19.51071213887431 42.02599212933516 0, -19.500274680770964 42.03924968818656 0, -19.40700567574804 42.1577190809122 0)",85,fracture,0,1,0.1677,,-9999
"LINESTRING Z (-19.40700567574804 42.1577190809122 0, -18.760519445312422 42.97887967018158 0)",86,fracture,0,1,1.0451,,-9999
"LINESTRING Z (-18.760519445312422 42.97887967018158 0, -18.37357916803971 43.470367487150575 0)",87,fracture,0,1,0.6255,,-9999
"LINESTRING Z (-18.37357916803971 43.470367487150575 0, -18.103142460431375 43.81387359095436 0)",88,fracture,0,1,0.4372,,-9999
"LINESTRING Z (-18.103142460431375 43.81387359095436 0, -17.78608534620909 44.216596486647575 0)",89,fracture,0,1,0.5126,,-9999
"LINESTRING Z (-17.78608534620909 44.216596486647575 0, -17.697186535227377 44.329514900953015 0)",90,fracture,0,1,0.1437,,-9999
"LINESTRING Z (-17.697186535227377 44.329514900953015 0, -17.170654475947114 44.99831085624577 0)",91,fracture,0,1,0.8512,,-9999
"LINESTRING Z (-17.170654475947114 44.99831085624577 0, -16.84754328773324 45.40872357846949 0)",92,fracture,0,1,0.5223,,-9999
"LINESTRING Z (-16.84754328773324 45.40872357846949 0, -16.716374757662912 45.57533258323294 0)",93,fracture,0,1,0.212,,-9999
"LINESTRING Z (-16.716374757662912 45.57533258323294 0, -16.272658789159276 46.13893633689551 0)",94,fracture,0,1,0.7173,,-9999
"LINESTRING Z (-16.272658789159276 46.13893633689551 0, -16.136959372501067 46.31130043020572 0)",95,fracture,0,1,0.2194,,-9999
"LINESTRING Z (-16.136959372501067 46.31130043020572 0, -15.963278859651874 46.53190774643541 0)",96,fracture,0,1,0.2808,,-9999
"LINESTRING Z (-15.963278859651874 46.53190774643541 0, -15.639577313741247 46.943070335325 0)",97,fracture,1,1,0.5233,,-9999
"LINESTRING Z (-60.490452794744506 -14.974844318236292 0, -60.08286818425592 -14.45713426786072 0)",98,fracture,1,1,0.6589,,-9999
LINESTRING EMPTY,99,fracture,0,1,0.0244,,-9999
"LINESTRING Z (-60.067769725268 -14.437956350534897 0, -58.57499304396004 -12.541845773756705 0)",100,fracture,0,1,2.4132,,-9999
"LINESTRING Z (-58.57499304396004 -12.541845773756705 0, -56.281993614100344 -9.629299961683968 0)",101,fracture,1,1,3.7069,,-9999
"LINESTRING Z (-53.3829229166579 -5.946928257276067 0, -52.739045412919126 -5.129081247555282 0)",102,fracture,1,1,1.0409,,-9999
"LINESTRING Z (-46.525198612226745 2.763687167710106 0, -45.11599406548892 4.553645223306422 0)",103,fracture,1,1,2.2781,,-9999
"LINESTRING Z (-45.11599406548892 4.553645223306422 0, -45.115356040507514 4.554455636498583 0)",104,fracture,0,1,0.001,,-9999
"LINESTRING Z (-45.115356040507514 4.554455636498583 0, -44.08857778485354 5.8586594969484445 0)",105,fracture,0,1,1.6599,,-9999
"LINESTRING Z (-44.08857778485354 5.8586594969484445 0, -43.59678087336601 6.48333520174396 0)",106,fracture,0,1,0.795,,-9999
"LINESTRING Z (-43.59678087336601 6.48333520174396 0, -38.19175095166184 13.348752199928976 0)",107,fracture,0,1,8.7378,,-9999
"LINESTRING Z (-38.19175095166184 13.348752199928976 0, -36.5209624353496 15.47097169666133 0)",108,fracture,0,1,2.701,,-9999
"LINESTRING Z (-36.5209624353496 15.47097169666133 0, -36.10258770888027 16.00238724853083 0)",109,fracture,0,1,0.6763,,-9999
"LINESTRING Z (-36.10258770888027 16.00238724853083 0, -35.815144048564456 16.367495420019083 0)",110,fracture,0,1,0.4647,,-9999
"LINESTRING Z (-35.815144048564456 16.367495420019083 0, -35.69238529260404 16.523422410628783 0)",111,fracture,0,1,0.1985,,-9999
"LINESTRING Z (-35.69238529260404 16.523422410628783 0, -34.05904225811844 18.598079016653447 0)",112,fracture,0,1,2.6405,,-9999
"LINESTRING Z (-34.05904225811844 18.598079016653447 0, -31.52333077278131 21.818915346165873 0)",113,fracture,0,1,4.0992,,-9999
"LINESTRING Z (-31.52333077278131 21.818915346165873 0, -30.83253373992002 22.69635909030825 0)",114,fracture,0,1,1.1167,,-9999
"LINESTRING Z (-30.83253373992002 22.69635909030825 0, -29.89132312064981 23.891875762373697 0)",115,fracture,0,1,1.5216,,-9999
"LINESTRING Z (-29.89132312064981 23.891875762373697 0, -28.117780502220523 26.144612530893 0)",116,fracture,0,1,2.8671,,-9999
"LINESTRING Z (-28.117780502220523 26.144612530893 0, -27.9827824086475 26.316085810368683 0)",117,fracture,0,1,0.2182,,-9999
"LINESTRING Z (-27.9827824086475 26.316085810368683 0, -26.059964569735225 28.75843052758711 0)",118,fracture,0,1,3.1084,,-9999
"LINESTRING Z (-26.059964569735225 28.75843052758711 0, -20.302083375106196 36.07203581743023 0)",119,fracture,0,1,9.3082,,-9999
"LINESTRING Z (-20.302083375106196 36.07203581743023 0, -20.031659767184156 36.41552528213853 0, -19.339876832595497 37.29422130916846 0)",120,fracture,0,1,1.5555,,-9999
"LINESTRING Z (-19.339876832595497 37.29422130916846 0, -18.560040593357122 38.28476179649655 0)",121,fracture,0,1,1.2607,,-9999
"LINESTRING Z (-18.560040593357122 38.28476179649655 0, -17.568121246934464 39.54468820586074 0)",122,fracture,0,1,1.6035,,-9999
"LINESTRING Z (-17.568121246934464 39.54468820586074 0, -17.319158508143698 39.8609182810996 0)",123,fracture,0,1,0.4025,,-9999
"LINESTRING Z (-17.319158508143698 39.8609182810996 0, -16.761037751014815 40.56983789644641 0)",124,fracture,0,1,0.9023,,-9999
"LINESTRING Z (-16.761037751014815 40.56983789644641 0, -16.17970743367661 41.308238071843704 0)",125,fracture,0,1,0.9398,,-9999
"LINESTRING Z (-16.17970743367661 41.308238071843704 0, -15.653490533216143 41.97663371543609 0)",126,fracture,0,1,0.8507,,-9999
"LINESTRING Z (-15.653490533216143 41.97663371543609 0, -15.24044871675024 42.50127545633363 0)",127,fracture,0,1,0.6677,,-9999
"LINESTRING Z (-15.24044871675024 42.50127545633363 0, -14.198665525489815 43.82453844161008 0)",128,fracture,0,1,1.6841,,-9999
"LINESTRING Z (-14.198665525489815 43.82453844161008 0, -14.179537084988912 43.84883520267635 0, -12.883144035841077 45.49550117953041 0)",129,fracture,0,1,2.1267,,-9999
"LINESTRING Z (-12.883144035841077 45.49550117953041 0, -12.8467851677243 45.54168386395947 0, -12.82146670258681 45.57384313475738 0, -12.790987833176631 45.61255710140794 0)",130,fracture,0,1,0.149,,-9999
"LINESTRING Z (-12.790987833176631 45.61255710140794 0, -12.161211923135426 46.41249240250264 0)",131,fracture,0,1,1.0181,,-9999
"LINESTRING Z (-12.161211923135426 46.41249240250264 0, -11.68747185370623 47.014232480262486 0)",132,fracture,0,1,0.7658,,-9999
"LINESTRING Z (-11.68747185370623 47.014232480262486 0, -10.219132501153185 48.879302997197435 0)",133,fracture,0,1,2.3737,,-9999
"LINESTRING Z (-10.219132501153185 48.879302997197435 0, -9.668948927038375 49.57814087905305 0)",134,fracture,0,1,0.8894,,-9999
"LINESTRING Z (-9.668948927038375 49.57814087905305 0, -9.398792260753277 49.92129127706268 0)",135,fracture,0,1,0.4367,,-9999
"LINESTRING Z (-9.398792260753277 49.92129127706268 0, -9.137011701686816 50.2538024242799 0)",136,fracture,1,1,0.4232,,-9999
"LINESTRING Z (-60.72603590421412 -20.222843899441 0, -59.51592269576264 -18.685769746036208 0)",137,fracture,1,1,1.9563,,-9999
"LINESTRING Z (-59.51592269576264 -18.685769746036208 0, -58.64719306841917 -17.582317732488367 0)",138,fracture,0,1,1.4044,,-9999
"LINESTRING Z (-58.64719306841917 -17.582317732488367 0, -58.25594267073409 -17.08535524204449 0)",139,fracture,0,1,0.6325,,-9999
"LINESTRING Z (-58.25594267073409 -17.08535524204449 0, -57.856057030385244 -16.577424349459257 0)",140,fracture,0,1,0.6465,,-9999
"LINESTRING Z (-57.856057030385244 -16.577424349459257 0, -57.45628648544738 -16.069639649957587 0)",141,fracture,0,1,0.6463,,-9999
"LINESTRING Z (-57.45628648544738 -16.069639649957587 0, -57.39274330229517 -15.98892771014387 0)",142,fracture,0,1,0.1027,,-9999
"LINESTRING Z (-57.39274330229517 -15.98892771014387 0, -56.657716181406364 -15.055303333780387 0)",143,fracture,0,1,1.1882,,-9999
"LINESTRING Z (-56.657716181406364 -15.055303333780387 0, -56.082012853292206 -14.32405050595137 0)",144,fracture,1,1,0.9307,,-9999
"LINESTRING Z (-45.631140637609725 -1.0494531781378929 0, -42.34198123798942 3.128405442258694 0)",145,fracture,1,1,5.3172,,-9999
"LINESTRING Z (-42.34198123798942 3.128405442258694 0, -41.69956597541301 3.944395127325048 0)",146,fracture,0,1,1.0385,,-9999
"LINESTRING Z (-41.69956597541301 3.944395127325048 0, -41.186857865351556 4.595632035337093 0)",147,fracture,0,1,0.8288,,-9999
LINESTRING EMPTY,148,fracture,0,1,0.2721,,-9999
"LINESTRING Z (-41.01857135441627 4.809387942237996 0, -35.491423712139095 11.829917694051787 0)",149,fracture,0,1,8.9352,,-9999
"LINESTRING Z (-35.491423712139095 11.829917694051787 0, -35.33689275556685 12.026201428159657 0, -34.699374285012205 12.835971255117961 0)",150,fracture,0,1,1.2804,,-9999
"LINESTRING Z (-34.699374285012205 12.835971255117961 0, -34.27182596437456 13.379039018029745 0)",151,fracture,0,1,0.6912,,-9999
"LINESTRING Z (-34.27182596437456 13.379039018029745 0, -34.25887954951099 13.395483429616249 0, -33.6682966390105 14.145636159817833 0)",152,fracture,0,1,0.9757,,-9999
"LINESTRING Z (-33.6682966390105 14.145636159817833 0, -32.50280115341814 15.626037310968329 0)",153,fracture,0,1,1.8841,,-9999
"LINESTRING Z (-32.50280115341814 15.626037310968329 0, -30.567498894270052 18.0842396186425 0)",154,fracture,0,1,3.1286,,-9999
"LINESTRING Z (-30.567498894270052 18.0842396186425 0, -28.95546276893109 20.131832393688782 0)",155,fracture,0,1,2.606,,-9999
"LINESTRING Z (-28.95546276893109 20.131832393688782 0, -28.88755687958413 20.218085800932172 0, -28.667486111928582 20.497617572439864 0)",156,fracture,0,1,0.4655,,-9999
"LINESTRING Z (-28.667486111928582 20.497617572439864 0, -25.673220113611144 24.30090543202946 0)",157,fracture,0,1,4.8405,,-9999
"LINESTRING Z (-25.673220113611144 24.30090543202946 0, -24.997283969408876 25.15947301839182 0)",158,fracture,0,1,1.0927,,-9999
"LINESTRING Z (-24.997283969408876 25.15947301839182 0, -24.954799737660885 25.213436080765682 0)",159,fracture,0,1,0.0687,,-9999
"LINESTRING Z (-24.954799737660885 25.213436080765682 0, -24.467541530537314 25.832346766950486 0)",160,fracture,0,1,0.7877,,-9999
"LINESTRING Z (-24.467541530537314 25.832346766950486 0, -24.451500866280117 25.852721464343247 0, -23.594009684123467 26.941898512953532 0)",161,fracture,0,1,1.4121,,-9999
"LINESTRING Z (-23.594009684123467 26.941898512953532 0, -23.268608188608788 27.355220361472902 0, -23.101722184671313 27.567197357861158 0, -22.99578087544022 27.701762989456366 0)",162,fracture,0,1,0.9671,,-9999
"LINESTRING Z (-22.99578087544022 27.701762989456366 0, -17.74930217076115 34.36578975739011 0)",163,fracture,0,1,8.4814,,-9999
"LINESTRING Z (-17.74930217076115 34.36578975739011 0, -14.058752146616271 39.053490886790655 0)",164,fracture,0,1,5.9661,,-9999
"LINESTRING Z (-14.058752146616271 39.053490886790655 0, -12.770762392510768 40.689483079140274 0)",165,fracture,0,1,2.0822,,-9999
"LINESTRING Z (-12.770762392510768 40.689483079140274 0, -12.766477100436894 40.694926215898505 0, -12.754589489976832 40.71002574431972 0, -12.642160236958395 40.85283229968522 0)",166,fracture,0,1,0.2079,,-9999
"LINESTRING Z (-12.642160236958395 40.85283229968522 0, -7.782333254416103 47.02573777060709 0)",167,fracture,0,1,7.8564,,-9999
"LINESTRING Z (-7.782333254416103 47.02573777060709 0, -7.09680527818547 47.8964888097172 0)",168,fracture,0,1,1.1082,,-9999
"LINESTRING Z (-7.09680527818547 47.8964888097172 0, -6.967199861513044 48.06111236288324 0)",169,fracture,0,1,0.2095,,-9999
"LINESTRING Z (-6.967199861513044 48.06111236288324 0, -6.5501944290406255 48.590788650693504 0)",170,fracture,0,1,0.6741,,-9999
"LINESTRING Z (-6.5501944290406255 48.590788650693504 0, -6.2930275505327 48.9174395452591 0)",171,fracture,0,1,0.4157,,-9999
"LINESTRING Z (-6.2930275505327 48.9174395452591 0, -5.870850164529138 49.45368519867896 0)",172,fracture,0,1,0.6825,,-9999
"LINESTRING Z (-5.870850164529138 49.45368519867896 0, -3.924157379729594 51.92635564243352 0)",173,fracture,1,1,3.147,,-9999
"LINESTRING Z (-59.0894456961414 -23.09282694715887 0, -58.44523741577021 -22.274559788142394 0)",174,fracture,1,1,1.0414,,-9999
"LINESTRING Z (-58.44523741577021 -22.274559788142394 0, -58.024636257163536 -21.740316243595256 0)",175,fracture,0,1,0.6799,,-9999
"LINESTRING Z (-58.024636257163536 -21.740316243595256 0, -57.30972381065855 -20.832241333086365 0)",176,fracture,0,1,1.1557,,-9999
"LINESTRING Z (-57.30972381065855 -20.832241333086365 0, -57.01532168409709 -20.45829458472876 0)",177,fracture,0,1,0.4759,,-9999
"LINESTRING Z (-57.01532168409709 -20.45829458472876 0, -56.413638499348814 -19.694042392986876 0, -56.37541036750957 -19.645485387764 0)",178,fracture,0,1,1.0345,,-9999
"LINESTRING Z (-56.37541036750957 -19.645485387764 0, -55.491354842848494 -18.522566566912417 0)",179,fracture,0,1,1.4292,,-9999
"LINESTRING Z (-55.491354842848494 -18.522566566912417 0, -55.09310237423237 -18.016710113347365 0)",180,fracture,0,1,0.6438,,-9999
"LINESTRING Z (-55.09310237423237 -18.016710113347365 0, -54.671396766690656 -17.481063708390185 0)",181,fracture,0,1,0.6817,,-9999
"LINESTRING Z (-54.671396766690656 -17.481063708390185 0, -53.98258605203819 -16.606142966523866 0)",182,fracture,0,1,1.1135,,-9999
"LINESTRING Z (-53.98258605203819 -16.606142966523866 0, -53.69484516949542 -16.24065726622288 0)",183,fracture,1,1,0.4652,,-9999
"LINESTRING Z (-45.9901921593991 -6.454281148631464 0, -45.67295129448089 -6.0513248545723775 0)",184,fracture,1,1,0.5129,,-9999
"LINESTRING Z (-45.67295129448089 -6.0513248545723775 0, -44.60674175360952 -4.697035755055715 0)",185,fracture,1,1,1.7236,,-9999
"LINESTRING Z (-44.36081263072477 -4.384658949550575 0, -43.12115210132158 -2.8100540733836112 0)",186,fracture,1,1,2.004,,-9999
"LINESTRING Z (-43.12115210132158 -2.8100540733836112 0, -42.45797521740867 -1.9676931766684511 0, -42.33623848229285 -1.8130643471014483 0)",187,fracture,0,1,1.2689,,-9999
"LINESTRING Z (-42.33623848229285 -1.8130643471014483 0, -39.769816788439535 1.4467797937679872 0)",188,fracture,0,1,4.1489,,-9999
"LINESTRING Z (-39.769816788439535 1.4467797937679872 0, -39.10062681349545 2.296778460851697 0)",189,fracture,0,1,1.0818,,-9999
"LINESTRING Z (-39.10062681349545 2.296778460851697 0, -33.81874213418959 9.005777557072465 0)",190,fracture,0,1,8.5387,,-9999
"LINESTRING Z (-33.81874213418959 9.005777557072465 0, -33.6059580929752 9.276053798769057 0, -33.57298214915209 9.317939525311527 0)",191,fracture,0,1,0.3973,,-9999
"LINESTRING Z (-33.57298214915209 9.317939525311527 0, -32.753625713734166 10.35867818555504 0)",192,fracture,0,1,1.3246,,-9999
"LINESTRING Z (-32.753625713734166 10.35867818555504 0, -32.1741806472114 11.094683733506853 0)",193,fracture,0,1,0.9367,,-9999
"LINESTRING Z (-32.1741806472114 11.094683733506853 0, -32.17200963204671 11.097441336079065 0, -32.01261011054185 11.299909074517968 0)",194,fracture,0,1,0.2612,,-9999
"LINESTRING Z (-32.01261011054185 11.299909074517968 0, -30.9258437432093 12.680309257203403 0)",195,fracture,0,1,1.7569,,-9999
