type,n_type,n_origin,geometry,id,length,azimuth,censored,f_set,Area,b_group
fracture,,,"LINESTRING (410119.7668836889 5081030.491244244, 410119.9913492471 5081030.408108853, 410120.1306010286 5081030.314581537, 410120.25738250127 5081030.245994838, 410120.5296509098 5081030.160781061, 410120.66474592173 5081030.088037593, 410121.0243064918 5081029.921766811, 410121.269555898 5081029.765887951)",,1.677,116.0,0.0,2.0,,
fracture,,,"LINESTRING (410117.6396568477 5081035.968827374, 410118.0470202681 5081035.873221674, 410118.2985048287 5081035.815026899, 410118.48140269093 5081035.798399821, 410118.7453575603 5081035.785929512, 410118.984371812 5081035.760988895, 410119.0280178927 5081035.748518586, 410119.0280178927 5081035.748518586, 410119.0280178928 5081035.748518586, 410119.11531005433 5081035.715264429, 410119.31067822536 5081035.71110766, 410119.53930055315 5081035.686167042, 410119.64737656264 5081035.65499127, 410119.8427447337 5081035.605110035, 410119.95913428237 5081035.592639727, 410120.17736468615 5081035.586404571, 410120.4454763253 5081035.542758493, 410120.73437181226 5081035.386879632, 410120.76293383 5081035.367384922, 410120.8653100548 5081035.297509085, 410120.9962482968 5081035.208138539, 410121.20408677665 5081035.087592222, 410121.2913789381 5081035.019005523, 410121.5054525724 5081034.802853505, 410121.6759260647 5081034.651992007, 410121.7403100546 5081034.595015025, 410121.9367174181 5081034.432901008, 410121.9558280219 5081034.414400697)",,4.747,110.0,0.0,2.0,,
fracture,,,"LINESTRING (410121.7847512248 5081034.379942646, 410121.7964264442 5081034.372627849, 410121.97828511405 5081034.299884382, 410122.2401615986 5081034.147123098, 410122.33576730045 5081034.081653977, 410122.431373 5081034.016184856, 410122.52386112354 5081033.901873692, 410122.83354045846 5081033.673251364, 410122.9925368955 5081033.517372505, 410123.1141422988 5081033.4384197425, 410123.131788677 5081033.426962766, 410123.2294727625 5081033.33343545, 410123.5443480594 5081033.0923428135, 410123.8192680077 5081032.855426505, 410124.25099889055 5081032.483376068, 410125.5562245438 5081031.681119536, 410126.49455172085 5081031.3360611545, 410127.1112658915 5081031.1351782605, 410127.77386112337 5081030.957841626, 410128.34749532765 5081030.797805997, 410128.7901912896 5081030.656475831, 410129.0998706246 5081030.473577968, 410129.15907433064 5081030.4487687955, 410129.15907433064 5081030.4487687955, 410129.1590743328 5081030.448768795, 410129.2089858266 5081030.427853502, 410129.31810102845 5081030.382129037, 410129.6610345201 5081030.3052288, 410130.12451433006 5081030.172212172, 410130.3905475842 5081030.053744239, 410130.71893238235 5081029.9747656165, 410130.7554226127 5081029.963201812, 410131.3091936649 5081029.787710985, 410131.72902739415 5081029.656772743, 410131.8183979404 5081029.619361815)",,11.275,115.0,0.0,2.0,,
fracture,,,"LINESTRING (410114.6372188311 5081031.4761097655, 410114.76317228697 5081031.395341628, 410114.8265630233 5081031.37455778, 410115.03440150304 5081031.17087607, 410115.1965155173 5081031.024349942, 410115.6121924769 5081030.715709799, 410115.6608553723 5081030.672797973, 410115.7265036408 5081030.614908136, 410115.7618361824 5081030.576458017, 410115.88030411594 5081030.462146853, 410116.0060463962 5081030.303150416, 410116.06735874776 5081030.212740677, 410116.16919960285 5081030.111939015, 410116.30325542233 5081029.964373695, 410116.4341936646 5081029.886434265, 410116.5571036079 5081029.770168102, 410116.5571036079 5081029.770168102, 410116.557103609 5081029.770168101, 410116.58799413964 5081029.740947329, 410116.836361123 5081029.464522151, 410116.9402803629 5081029.350210987, 410116.97561290447 5081029.303447329, 410117.0847281064 5081029.205763244)",,3.364,133.0,1.0,2.0,,
fracture,,,"LINESTRING (410113.8084081914 5081030.902506204, 410114.25292881875 5081030.700121908, 410114.43894425826 5081030.614908131, 410114.49475232407 5081030.571501, 410114.4947523241 5081030.571501, 410114.64366516087 5081030.485009081, 410115.04895019653 5081030.3176991055, 410115.32433618227 5081030.221054212, 410115.5693014502 5081030.1310548065, 410115.7514442582 5081030.06413616, 410116.1328278686 5081029.924884378, 410116.2835107665 5081029.8614936415, 410116.5571036079 5081029.770168102, 410116.5571036079 5081029.770168102, 410116.5571036082 5081029.770168102)",,2.98,112.0,1.0,2.0,,
fracture,,,"LINESTRING (410112.9714517412 5081031.826260048, 410113.03343653824 5081031.8505078945, 410113.0864353506 5081031.854664664, 410113.1726883197 5081031.841155163, 410113.22256955487 5081031.847390317, 410113.288038676 5081031.84427274, 410113.387381555 5081031.817074524)",,0.426,91.0,1.0,2.0,,
fracture,,,"LINESTRING (410120.63969404995 5081037.823946297, 410120.70059805823 5081037.793649223, 410120.7982821437 5081037.7718261825, 410120.8413406812 5081037.738336209, 410120.8413406812 5081037.738336209, 410120.8543985333 5081037.728180102, 410120.9572785808 5081037.691808368, 410121.0788640915 5081037.664789366)",,0.473,110.0,1.0,2.0,,
fracture,,,"LINESTRING (410120.7554793184 5081037.986242706, 410120.9115541153 5081037.823266206, 410120.96122644434 5081037.784265666, 410120.96122644434 5081037.784265666, 410121.0445707424 5081037.71882737)",,0.395,133.0,1.0,2.0,,
fracture,,,"LINESTRING (410120.9612264464 5081037.784265665, 410121.06743297516 5081037.748963949, 410121.1510879633 5081037.721944947)",,0.2,108.0,0.0,2.0,,
fracture,,,"LINESTRING (410119.64282052143 5081037.557319137, 410119.6428205216 5081037.557319137, 410119.6428205216 5081037.557319137, 410119.74402145494 5081037.551517397, 410119.8801556592 5081037.521900414, 410120.10254283267 5081037.439804215, 410120.22672632436 5081037.376933075, 410120.4122221677 5081037.248073217, 410120.58368891355 5081037.127526899, 410120.6258796431 5081037.0951567795)",,1.106,115.0,1.0,2.0,,
fracture,,,"LINESTRING (410119.60715122987 5081037.431111567, 410119.6681589648 5081037.38146464, 410119.6681589648 5081037.38146464, 410119.88379283267 5081037.205985925, 410119.978359341 5081037.118693764, 410120.1009840441 5081037.001265023, 410120.24751017225 5081036.87864032)",,0.846,131.0,1.0,2.0,,
fracture,,,"LINESTRING (410121.02968184836 5081038.005724229, 410121.3428189609 5081037.807678314, 410121.4124609177 5081037.760170623, 410121.4124609178 5081037.760170623, 410121.4124609178 5081037.760170623, 410121.61093059985 5081037.624780452, 410121.9060612412 5081037.43356905)",,1.047,123.0,1.0,2.0,,
fracture,,,"LINESTRING (410121.41246091784 5081037.760170623, 410121.4124609178 5081037.760170623, 410121.4124609178 5081037.760170623, 410121.3698379633 5081037.682975226, 410121.3552892697 5081037.595683064, 410121.4041313125 5081037.415902779, 410121.54961824836 5081037.245475225, 410121.6795172983 5081037.138438408, 410121.8270826189 5081037.025166437)",,0.942,151.0,0.0,2.0,,
fracture,,,"LINESTRING (410121.0757194394 5081038.085099392, 410121.1807049466 5081038.043574987, 410121.4405030463 5081037.929263823, 410121.67432133615 5081037.840932469, 410121.7969460392 5081037.823266199, 410121.94866812945 5081037.772345771, 410122.13780114596 5081037.729738881, 410122.1627417636 5081037.750522729)",,1.157,107.0,1.0,2.0,,
fracture,,,"LINESTRING (410121.7837458588 5081038.053349329, 410121.9434721674 5081037.918871898, 410122.07648879447 5081037.8513243925, 410122.1627417633 5081037.750522729, 410122.1627417633 5081037.750522729, 410122.1627417636 5081037.750522729, 410122.3123854691 5081037.628937219, 410122.5794579156 5081037.331728193, 410122.6386918823 5081037.250671185)",,1.184,133.0,1.0,2.0,,
fracture,,,"LINESTRING (410116.4370417455 5081035.903691424, 410116.7038640912 5081035.701235323, 410116.7901170603 5081035.618099931)",,0.455,129.0,1.0,2.0,,
fracture,,,"LINESTRING (410116.57084746414 5081035.702274515, 410116.7901170603 5081035.618099931, 410116.7901170613 5081035.61809993, 410116.7901170613 5081035.61809993, 410117.1340897444 5081035.406104681, 410117.3221835686 5081035.288675941, 410117.6090006708 5081035.086033423)",,1.212,121.0,0.0,2.0,,
fracture,,,"LINESTRING (410117.39077026694 5081035.445593992, 410117.5404139724 5081035.355184253, 410117.62147097953 5081035.31049898, 410117.69005767786 5081035.287636748, 410117.8584068465 5081035.196187817, 410118.09118594386 5081035.063171189)",,0.8,119.0,0.0,2.0,,
fracture,,,"LINESTRING (410115.9743510267 5081025.217862399, 410116.21856124053 5081025.150314894, 410116.30273582484 5081025.1357662, 410116.5126526894 5081025.117060737, 410116.7859602904 5081025.060944347, 410116.8670172976 5081025.008984727, 410117.03120969667 5081024.938319644)",,1.104,105.0,0.0,2.0,,
fracture,,,"LINESTRING (410125.02663629025 5081030.11916658, 410125.0880683663 5081030.08336121, 410126.5554080337 5081029.197969286, 410127.1521666079 5081028.911452172, 410127.1521666081 5081028.911452172, 410127.9146716917 5081028.54535646, 410128.4633652784 5081028.254382588, 410128.82842273096 5081028.066322688, 410128.8748854684 5081028.042387338, 410128.89259600826 5081028.030242968, 410129.02037240425 5081027.942624868, 410129.31965981517 5081027.801294702, 410129.722866466 5081027.572672374, 410130.3255980575 5081027.111270948, 410130.59163131134 5081026.880570237, 410130.59163131134 5081026.880570237, 410130.8576645658 5081026.649869524, 410131.14202720544 5081026.446291725, 410131.1420272056 5081026.446291725, 410131.1581195494 5081026.434771069, 410131.1581195496 5081026.434771069, 410131.22346029023 5081026.387993039, 410131.75552679854 5081025.930748383, 410132.16289021895 5081025.560795889, 410132.4455505515 5081025.319703252, 410132.61262755044 5081025.179574156, 410132.7032702665 5081025.103551233, 410132.8903248983 5081024.958064297)",,9.46,123.0,0.0,2.0,,
fracture,,,"LINESTRING (410113.76287289924 5081033.211484332, 410114.28623184783 5081033.0656217495, 410114.28623184783 5081033.0656217495, 410114.28623184864 5081033.0656217495, 410114.59118594363 5081032.98062962, 410114.7190066087 5081032.941140309)",,0.994,106.0,1.0,2.0,,
fracture,,,"LINESTRING (410113.82155087683 5081033.521916298, 410114.2420172975 5081033.347464538, 410114.42807935085 5081033.234927006, 410114.42807935085 5081033.234927006, 410114.49973701243 5081033.191585679, 410114.8967085089 5081033.0253148945, 410115.0609009079 5081032.969198504)",,1.361,114.0,1.0,2.0,,
fracture,,,"LINESTRING (410113.7446214567 5081033.441673993, 410113.891809459 5081033.339150999, 410114.0497667037 5081033.278877839, 410114.2534484139 5081033.236270951, 410114.35009330703 5081033.219643872, 410114.37260856293 5081033.212718912, 410114.37260856293 5081033.212718912, 410114.37260856316 5081033.212718912)",,0.678,110.0,1.0,2.0,,
fracture,,,"LINESTRING (410141.33895910275 5081037.274572613, 410141.480289269 5081037.253788765, 410141.68397097924 5081037.193515605, 410141.7858118343 5081037.168574988, 410141.9042797678 5081037.162339834, 410142.0497667037 5081037.145712755, 410142.2617619531 5081037.110380214, 410142.4571301241 5081037.070890903, 410142.4571301241 5081037.070890903, 410142.55689259444 5081037.037636746, 410142.7584959198 5081037.016852898)",,1.448,100.0,0.0,2.0,,
fracture,,,"LINESTRING (410143.19684217125 5081037.745530929, 410143.3238165849 5081037.61127095, 410143.44955886516 5081037.499038171, 410143.4859305991 5081037.443960974)",,0.419,136.0,1.0,2.0,,
fracture,,,"LINESTRING (410114.89221111033 5081028.178418595, 410115.3549923569 5081027.915605866, 410115.7519638533 5081027.7181593105)",,0.976,118.0,1.0,2.0,,
fracture,,,"LINESTRING (410115.0245696083 5081031.984110786, 410115.527498295 5081031.6961878175, 410115.7478070836 5081031.525760263, 410115.86835340183 5081031.475879028, 410115.86835340183 5081031.475879028, 410115.9888997202 5081031.425997794, 410116.43783083657 5081031.176591617, 410116.54590684606 5081031.151651)",,1.744,119.0,1.0,2.0,,
fracture,,,"LINESTRING (410114.8250042331 5081032.670950289, 410116.20395047445 5081032.123483535, 410116.63319900754 5081031.914418221, 410117.2400873686 5081031.658776891, 410117.2400873688 5081031.658776891, 410117.8303486512 5081031.444703259, 410118.0326683859 5081031.388605514, 410118.0326683859 5081031.388605514, 410118.28759330686 5081031.317921786, 410118.4247667034 5081031.270118934)",,3.868,111.0,0.0,2.0,,
fracture,,,"LINESTRING (410117.86115167744 5081030.694239833, 410117.8611516777 5081030.694239833, 410117.8611516777 5081030.694239833, 410118.04572127573 5081030.601008924, 410118.13197424484 5081030.584381845, 410118.3065585679 5081030.517873531, 410118.470750967 5081030.451365218, 410118.59857163206 5081030.405640752, 410118.7492545299 5081030.346406785, 410118.8386250762 5081030.280937664, 410118.9622889717 5081030.233134814, 410119.05685548 5081030.182214386)",,1.307,113.0,0.0,2.0,,
fracture,,,"LINESTRING (410118.93319158436 5081030.438894908, 410119.0391892091 5081030.403562366, 410119.1503827958 5081030.360955478, 410119.18987210694 5081030.334975667, 410119.2013999766 5081030.32778732, 410119.2013999766 5081030.32778732, 410119.20139997674 5081030.32778732)",,0.292,113.0,0.0,2.0,,
fracture,,,"LINESTRING (410116.48825963313 5081034.056461634, 410116.65369362524 5081033.881535313, 410117.0849584717 5081033.399869659, 410117.22951556975 5081033.266924741)",,1.084,137.0,1.0,2.0,,
fracture,,,"LINESTRING (410119.3077910132 5081031.573489017, 410119.42106298474 5081031.526205762, 410119.5810986142 5081031.462815026, 410119.8699941011 5081031.3838364035, 410120.0217161914 5081031.327720013)",,0.756,109.0,0.0,2.0,,
fracture,,,"LINESTRING (410117.32808395085 5081031.89485053, 410117.32810745965 5081031.894839854, 410117.6232601345 5081031.760803445, 410117.96203685657 5081031.617394894, 410118.13454279484 5081031.577905583, 410118.2090687439 5081031.556912358, 410118.2090687439 5081031.556912358, 410118.2821081155 5081031.536337887, 410118.5044952889 5081031.442810571, 410118.5809924798 5081031.450022457)",,1.341,110.0,0.0,2.0,,
fracture,,,"LINESTRING (410115.82130051457 5081030.8889210215, 410116.2016449326 5081030.739277315, 410116.69422212976 5081030.575084916, 410116.8750416072 5081030.504419833, 410117.3915202294 5081030.2331906175, 410117.4329715503 5081030.197288121, 410117.4329715504 5081030.197288121, 410117.6242993268 5081030.1230362225, 410117.7614727235 5081030.035744062, 410118.0098397069 5081029.929746437, 410118.2831473078 5081029.731260688, 410118.6156888755 5081029.546284441, 410118.7435095406 5081029.468345011, 410118.8074198733 5081029.463668645, 410118.8713302057 5081029.45899228, 410119.26414493256 5081029.294799881, 410120.0788717734 5081028.933160926, 410120.1346966756 5081028.920235949, 410120.1346966756 5081028.920235949, 410120.2898278304 5081028.884318883, 410120.3906294931 5081028.850025534, 410120.4768824622 5081028.804301068, 410120.6015855501 5081028.789752374, 410120.7179750988 5081028.759615795)",,5.379,114.0,0.0,2.0,,
fracture,,,"LINESTRING (410127.38023756887 5081035.203647862, 410128.19496440975 5081034.521937648, 410128.574104229 5081034.201810626, 410128.574104229 5081034.201810626, 410129.16764849523 5081033.615761876, 410129.37133020547 5081033.358042161, 410129.63320669 5081033.083695368, 410129.95535633364 5081032.632685865, 410130.04107557115 5081032.527484983, 410130.04107557127 5081032.527484983, 410130.18397866143 5081032.352103918, 410130.4188361436 5081032.146343823)",,4.33,135.0,0.0,2.0,,
fracture,,,"LINESTRING (410125.70505942166 5081034.423214368, 410125.92536821024 5081034.28604097, 410126.257909778 5081034.136397265, 410126.59252973046 5081033.941029094, 410126.70476250956 5081033.845423393, 410126.9479335309 5081033.702014842, 410127.3095724857 5081033.502489903, 410127.5685868202 5081033.339971105, 410127.6275653598 5081033.302964962, 410127.82539153507 5081033.201820753, 410127.8253915352 5081033.201820753, 410127.8253915352 5081033.201820753, 410127.903990538 5081033.161634796, 410128.2801781864 5081032.928855699, 410128.33008105657 5081032.893357781, 410128.4817815119 5081032.785447148, 410128.79353923164 5081032.519413893, 410129.01384802023 5081032.332359262, 410129.10114018177 5081032.226361637, 410129.1890625498 5081032.13358227, 410129.18906254985 5081032.13358227)",,4.195,123.0,0.0,2.0,,
fracture,,,"LINESTRING (410125.58659148804 5081033.312317693, 410125.9835629845 5081033.274906766, 410126.2786936258 5081033.210476837, 410126.5384917256 5081033.166830757, 410126.7463302054 5081033.131498215, 410126.9001306805 5081033.154360448, 410126.93961999164 5081033.206320068)",,1.396,94.0,0.0,2.0,,
fracture,,,"LINESTRING (410126.5530404192 5081033.284259498, 410126.9396199915 5081033.206320068, 410126.9396199915 5081033.206320068, 410126.93961999164 5081033.206320068, 410127.2181235546 5081033.192810567, 410127.33659148804 5081033.177222681, 410127.4727256923 5081033.178261873, 410127.635878899 5081033.176183489, 410127.8253915352 5081033.201820753, 410127.82539153553 5081033.201820753)",,1.284,94.0,0.0,2.0,,
fracture,,,"LINESTRING (410123.54551966215 5081034.209372458, 410123.54551966256 5081034.209372458, 410123.54551966256 5081034.209372458, 410123.7181235544 5081034.202905577, 410123.8449050271 5081034.157181111, 410123.9238836494 5081034.094829567, 410124.07768412447 5081034.005459021, 410124.23356298433 5081033.959734555, 410124.43308792496 5081033.901539781, 410124.6430047896 5081033.878677548, 410124.8196674974 5081033.868285624, 410125.039976286 5081033.864128854, 410125.19169837626 5081033.837109853, 410125.40785039525 5081033.801777311, 410125.52216155914 5081033.741504151, 410125.6115321055 5081033.708249995, 410125.7985867373 5081033.6895445315)",,2.351,103.0,0.0,2.0,,
fracture,,,"LINESTRING (410124.67933714093 5081033.191079828, 410124.86954873253 5081033.18241864, 410125.06283851876 5081033.1055184025, 410125.2291093026 5081033.072264246, 410125.3870665473 5081033.03485332, 410125.51800478954 5081033.011991086, 410125.6198456446 5081033.001599163, 410125.70298103656 5081033.003677548, 410125.7923515829 5081032.9828937, 410125.93576013396 5081032.972501775, 410126.0126603715 5081032.953796312, 410126.12073638104 5081032.928855695, 410126.19763661857 5081032.9413260035)",,1.553,99.0,0.0,2.0,,
fracture,,,"LINESTRING (410126.00019006274 5081033.041088474, 410126.151912153 5081032.97873693, 410126.2641449321 5081032.960031467, 410126.41171025275 5081032.966266621)",,0.426,100.0,0.0,2.0,,
fracture,,,"LINESTRING (410126.3223397065 5081032.748036218, 410126.5800594214 5081032.735565909, 410126.8502494452 5081032.689841444, 410127.0185986138 5081032.660744056, 410127.2014964761 5081032.6856846735, 410127.40102141665 5081032.691919828)",,1.087,93.0,0.0,2.0,,
fracture,,,"LINESTRING (410129.0980226043 5081032.063208418, 410129.4066627468 5081031.783665663, 410129.7204988513 5081031.52282837, 410130.1174703478 5081031.158071838, 410130.27958436206 5081031.005310556, 410130.50508911256 5081030.693552836, 410130.7554226127 5081029.963201812, 410130.7554226127 5081029.963201812, 410130.7554226129 5081029.963201811, 410130.9872743857 5081029.634615783, 410131.01637177286 5081029.566029084, 410131.0402731981 5081029.471462576, 410131.21589671355 5081029.260506519, 410131.422696001 5081028.991355687, 410131.6364317811 5081028.802880819)",,4.218,142.0,1.0,2.0,,
fracture,,,"LINESTRING (410119.07189433795 5081032.351064712, 410119.82426963485 5081032.118285614, 410120.0965380434 5081032.014366374, 410120.4623337679 5081031.877192978, 410120.4623337679 5081031.877192978, 410121.21055229526 5081031.667276113, 410121.511918091 5081031.530102717, 410121.8195190411 5081031.380459011)",,2.921,109.0,0.0,2.0,,
fracture,,,"LINESTRING (410118.8115966023 5081031.890960495, 410119.00746440986 5081031.735083433, 410119.2768973303 5081031.503539517, 410119.40651429107 5081031.392149941, 410119.40651429107 5081031.392149941, 410119.9074050274 5081030.995178444, 410120.20045728394 5081030.760320962, 410120.6971912507 5081030.485974169, 410121.23964968295 5081030.153432601, 410121.5555641723 5081029.974691508, 410121.61375894665 5081029.91026158, 410121.75301072816 5081029.781401723, 410121.9317518208 5081029.615130939)",,3.88,126.0,0.0,2.0,,
fracture,,,"LINESTRING (410119.77459136426 5081034.275295847, 410120.02919350204 5081034.179690147, 410120.11960324075 5081034.148514374, 410120.34302960656 5081034.079927676)",,0.601,109.0,0.0,2.0,,
fracture,,,"LINESTRING (410122.3357672993 5081034.081653977, 410122.33576730045 5081034.081653977, 410122.33576730045 5081034.081653977, 410122.4837659485 5081034.04251675, 410122.63548803877 5081034.0290072495, 410122.8350129794 5081034.021732902, 410123.0854583476 5081033.9552245885, 410123.2527683238 5081033.913656892)",,0.937,100.0,0.0,2.0,,
fracture,,,"LINESTRING (410127.2853544284 5081031.558846912, 410127.5150159486 5081031.5432590265, 410127.80079385836 5081031.529749525)",,0.516,93.0,0.0,2.0,,
fracture,,,"LINESTRING (410144.2496507469 5081036.3349751765, 410144.213279013 5081036.505402731, 410144.213279013 5081036.505402731, 410144.21327901294 5081036.505402731, 410144.19353435736 5081036.649850474, 410144.1696329321 5081036.721554749, 410144.1675545474 5081036.915883727)",,0.59,172.0,0.0,2.0,,
fracture,,,"LINESTRING (410128.4814648798 5081028.996718041, 410128.2279019344 5081029.190007826, 410128.0013579914 5081029.345886687, 410127.73740312207 5081029.499687161, 410127.50254563993 5081029.641017328, 410127.3736857824 5081029.707525642, 410127.2427475401 5081029.78026911, 410127.0120468276 5081029.894580274, 410126.6711917207 5081030.050459133, 410126.5319399392 5081030.168927067, 410126.3843746186 5081030.306100464, 410126.0684601293 5081030.513938944, 410125.9335036938 5081030.618271159, 410125.9335036937 5081030.618271159, 410125.8564648799 5081030.70307196, 410125.67148863286 5081030.838166973, 410125.4678069227 5081031.023143219, 410125.1768330509 5081031.158238231, 410124.2041489655 5081031.725637282, 410124.20414896536 5081031.725637282, 410124.00462402473 5081031.80253752, 410123.5265955212 5081031.887751297, 410123.2789150018 5081031.9214166105, 410123.2789150018 5081031.9214166105, 410123.0984482528 5081031.945946071, 410122.9336959007 5081032.011098138, 410122.64120359713 5081032.126765549, 410122.31697556865 5081032.245233483, 410121.9912715762 5081032.318177606, 410121.9179256874 5081032.334604029, 410121.49844565854 5081032.468330883, 410121.49844565766 5081032.468330883, 410121.29856701754 5081032.532050584, 410120.3716073976 5081032.754437758)",,9.083,115.0,0.0,2.0,,
fracture,,,"LINESTRING (410128.56563946395 5081029.014384315, 410128.92104326445 5081028.76082137, 410129.12680335937 5081028.629883128, 410129.12680335937 5081028.629883128, 410129.1268033594 5081028.629883128, 410129.5362451647 5081028.357614719, 410129.97062758746 5081028.128992393, 410130.3925397015 5081027.916997143, 410130.6601317436 5081027.790215658, 410130.8243241426 5081027.680061264, 410130.9563015773 5081027.577181216)",,2.797,121.0,0.0,2.0,,
fracture,,,"LINESTRING (410120.4095440439 5081027.861353185, 410120.409544044 5081027.861353185, 410120.8278128604 5081027.601082652, 410120.8681059784 5081027.585621339, 410121.542777231 5081027.326735859, 410124.00849720987 5081026.271271134, 410124.5762549314 5081026.0282393815, 410124.74443648284 5081025.956248363, 410124.74443648284 5081025.956248363, 410124.99497438053 5081025.849004265, 410127.0359482523 5081024.776557712, 410127.6345230742 5081024.435702604, 410128.1541192737 5081024.223707356, 410128.34117390553 5081024.103161037)",,8.794,115.0,0.0,2.0,,
fracture,,,"LINESTRING (410117.23721070495 5081043.047295539, 410117.8255838118 5081042.989677983, 410117.82558381185 5081042.989677983, 410117.82558381185 5081042.989677983, 410118.48703087756 5081042.881484829, 410119.1484779433 5081042.773291675, 410121.18528341 5081042.5238796305, 410122.1787629788 5081042.31189025, 410123.64194587676 5081042.074954384, 410123.9474684421 5081042.000132532, 410124.43578085135 5081041.910899174)",,7.295,99.0,1.0,2.0,,
fracture,,,"LINESTRING (410127.9961620289 5081031.14265034, 410128.2164708175 5081031.146807109, 410128.21647081774 5081031.146807109, 410128.2164708178 5081031.146807109, 410128.2164708178 5081031.146807109, 410128.3307819814 5081031.109396183, 410128.7688162958 5081030.945593435, 410128.7688162962 5081030.945593435, 410128.82543756336 5081030.924419936, 410129.00210027123 5081030.849598083, 410129.3678959957 5081030.710346302, 410129.8417677296 5081030.5357619785, 410129.99141143507 5081030.487959128)",,2.115,108.0,0.0,2.0,,
fracture,,,"LINESTRING (410129.2089858265 5081030.427853502, 410129.1548615539 5081030.525370056, 410129.10498031875 5081030.6105838325, 410129.00521784846 5081030.70930711, 410128.88259314536 5081030.803873618, 410128.81816321664 5081030.873499509, 410128.76881629665 5081030.945593434)",,0.688,140.0,0.0,2.0,,
fracture,,,"LINESTRING (410128.2164708175 5081031.146807109, 410128.26427366794 5081031.169669342, 410128.4502891074 5081031.158238226, 410128.61759908363 5081031.135375993, 410128.73294943996 5081031.11667053)",,0.525,93.0,0.0,2.0,,
fracture,,,"LINESTRING (410128.6217558533 5081030.54511471, 410128.72047913115 5081030.502507822, 410128.7765955207 5081030.477567203, 410128.8961026466 5081030.452626586, 410128.98443400057 5081030.4443130465, 410129.0914708176 5081030.441195469, 410129.15907433064 5081030.4487687955, 410129.15907433064 5081030.4487687955, 410129.1590743308 5081030.4487687955)",,0.555,100.0,0.0,2.0,,
fracture,,,"LINESTRING (410128.70229326404 5081029.912246536, 410128.8737600099 5081029.933030385, 410128.9849535966 5081029.982911619, 410129.25930038997 5081029.997460313, 410129.4505117914 5081029.997460313, 410129.6687421952 5081029.887305919, 410129.7731810314 5081029.847816608, 410129.7731810314 5081029.847816608, 410129.90671725455 5081029.7854650635, 410129.99089183885 5081029.719995942, 410130.1145557343 5081029.625429434, 410130.31615905976 5081029.479942498, 410130.52503673197 5081029.3282204075, 410130.64766143507 5081029.2378106695)",,2.186,109.0,0.0,2.0,,
fracture,,,"LINESTRING (410130.1124773496 5081029.098558888, 410130.3016103662 5081029.053873614, 410130.4502148793 5081029.059069577, 410130.5343894636 5081029.045560076, 410130.57387877477 5081029.042442498)",,0.468,97.0,0.0,2.0,,
fracture,,,"LINESTRING (410129.7425248555 5081028.880328484, 410129.9898526464 5081028.630922308, 410130.2392588222 5081028.413731096, 410130.3629227177 5081028.2890280085, 410130.4720379196 5081028.21212777, 410130.57076119754 5081028.139384302, 410130.7162481334 5081028.0707976045, 410130.75261986733 5081028.056248911)",,1.314,129.0,0.0,2.0,,
fracture,,,"LINESTRING (410130.60297616187 5081028.317086203, 410130.6954642854 5081028.302537509, 410130.7921091785 5081028.257852236, 410130.83783364407 5081028.225637272)",,0.256,111.0,0.0,2.0,,
fracture,,,"LINESTRING (410129.910874024 5081027.915957938, 410130.0657136914 5081027.84321447, 410130.2215925513 5081027.763196655, 410130.33174694557 5081027.673826109, 410130.37331464153 5081027.629140835, 410130.4512540715 5081027.567828484, 410130.59050585295 5081027.455595705, 410130.62479920214 5081027.440007819, 410130.68611155363 5081027.428576702, 410130.81081464153 5081027.320500693, 410130.89686198835 5081027.259575215, 410130.89686198835 5081027.259575215, 410131.26286333514 5081027.000429433, 410131.42992583755 5081026.842497861)",,1.877,125.0,1.0,2.0,,
fracture,,,"LINESTRING (410125.7821626223 5081030.087870051, 410125.9525901758 5081030.014087391, 410126.0648229549 5081029.975637272, 410126.1853692732 5081029.946539884, 410126.33916974824 5081029.888345109, 410126.47634314495 5081029.809366487, 410127.1642885131 5081029.4342180295, 410127.39498922566 5081029.32198525, 410127.5903573967 5081029.220144396, 410127.71506048454 5081029.199360548, 410127.8189797245 5081029.161949621, 410128.07462105463 5081029.031011378, 410128.25544053206 5081028.931248908, 410128.49237639905 5081028.81901613, 410128.6129227174 5081028.692234657, 410128.6524120286 5081028.622608766, 410128.89038708794 5081028.448024443, 410129.0041786563 5081028.399182415, 410129.0041786563 5081028.399182415, 410129.00417865644 5081028.399182415, 410129.17408661277 5081028.295263161, 410129.34243578144 5081028.124835608, 410129.3964737863 5081027.98350544, 410129.3964737862 5081027.955447245)",,4.298,121.0,0.0,2.0,,
fracture,,,"LINESTRING (410128.88478768745 5081028.156583365, 410128.9246804371 5081028.121718029, 410128.94442509266 5081028.080669928, 410128.97300288366 5081028.058846888, 410129.0218449264 5081028.023514347, 410129.06289302616 5081028.006367672, 410129.1018627411 5081028.000132518, 410129.12732295494 5081027.996495345, 410129.1636946889 5081027.997534537, 410129.19279207604 5081027.994936556, 410129.26553554396 5081027.9741527075, 410129.33152426133 5081027.944535725, 410129.3730919573 5081027.948692494, 410129.40374813305 5081027.953888456, 410129.4671388694 5081027.934143801, 410129.5175397007 5081027.9206342995, 410129.57001891686 5081027.908163992)",,0.764,110.0,0.0,2.0,,
