geometry,original_line_id,type,censored,f_set,length,id,Area,b_group
"LINESTRING Z (-20.28681243873231 -9.658414348864806 0, -20.172727108726153 -9.438161897796677 0)",193,fracture,0,1,0.248,,,-9999
"LINESTRING Z (-20.172727108726153 -9.438161897796677 0, -19.794644460901427 -8.708237814785914 0)",194,fracture,1,1,0.822,,,-9999
"LINESTRING Z (-17.450836978774458 -4.183297204609051 0, -17.03195380534709 -3.3746038725777088 0)",195,fracture,1,1,0.9107,,,-9999
"LINESTRING Z (-17.03195380534709 -3.3746038725777088 0, -16.682970117174747 -2.7008580658328283 0)",196,fracture,0,1,0.7588,,,-9999
"LINESTRING Z (-16.682970117174747 -2.7008580658328283 0, -16.0814697869523 -1.5396051506452737 0)",197,fracture,0,1,1.3078,,,-9999
"LINESTRING Z (-16.0814697869523 -1.5396051506452737 0, -15.80123156115721 -0.998578919568743 0)",198,fracture,0,1,0.6093,,,-9999
"LINESTRING Z (-15.80123156115721 -0.998578919568743 0, -15.437996752385931 -0.2973199852182893 0)",199,fracture,1,1,0.7897,,,-9999
"LINESTRING Z (-15.100333557655546 0.3545705450615374 0, -15.064999598142943 0.4227860745093008 0)",200,fracture,1,1,0.0768,,,-9999
"LINESTRING Z (-15.064999598142943 0.4227860745093008 0, -14.479235382081724 1.5536589424628113 0)",201,fracture,0,1,1.2736,,,-9999
"LINESTRING Z (-14.479235382081724 1.5536589424628113 0, -14.263715811909398 1.9697397267410608 0)",202,fracture,1,1,0.4686,,,-9999
"LINESTRING Z (-12.66290375871713 5.060257836264652 0, -12.378488991894114 5.609347272297834 0)",203,fracture,1,1,0.6184,,,-9999
"LINESTRING Z (-12.378488991894114 5.609347272297834 0, -12.122079824875556 6.104369266003138 0)",204,fracture,0,1,0.5575,,,-9999
"LINESTRING Z (-12.122079824875556 6.104369266003138 0, -11.758042393539062 6.807177738644465 0)",205,fracture,0,1,0.7915,,,-9999
"LINESTRING Z (-11.758042393539062 6.807177738644465 0, -11.720713872996782 6.879243955604529 0)",206,fracture,0,1,0.0812,,,-9999
"LINESTRING Z (-11.720713872996782 6.879243955604529 0, -11.098875038481216 8.079762264698354 0)",207,fracture,0,1,1.352,,,-9999
"LINESTRING Z (-11.098875038481216 8.079762264698354 0, -10.937758489731557 8.390812903442487 0)",208,fracture,0,1,0.3503,,,-9999
"LINESTRING Z (-10.937758489731557 8.390812903442487 0, -10.177226743265678 9.859090913114686 0)",209,fracture,0,1,1.6536,,,-9999
"LINESTRING Z (-10.177226743265678 9.859090913114686 0, -9.786636056817944 10.61316294016544 0)",210,fracture,1,1,0.8492,,,-9999
"LINESTRING Z (-8.42836767548309 13.235427697441404 0, -8.319468945558558 13.445666929626558 0)",211,fracture,1,1,0.2368,,,-9999
"LINESTRING Z (-7.8120247472736475 14.425335642917938 0, -7.726275998717831 14.590881660485875 0)",212,fracture,1,1,0.1864,,,-9999
"LINESTRING Z (-7.726275998717831 14.590881660485875 0, -7.499802525054682 15.02810998487719 0)",213,fracture,1,1,0.4924,,,-9999
"LINESTRING Z (-7.0192168332589535 15.955925827287164 0, -6.600711805951108 16.76388911269742 0)",214,fracture,1,1,0.9099,,,-9999
"LINESTRING Z (-6.600711805951108 16.76388911269742 0, -6.41337825155977 17.125554144649996 0)",215,fracture,0,1,0.4073,,,-9999
"LINESTRING Z (-6.41337825155977 17.125554144649996 0, -6.243492569844887 17.453534418687546 0)",216,fracture,0,1,0.3694,,,-9999
"LINESTRING Z (-6.243492569844887 17.453534418687546 0, -5.887299107835286 18.141199371384122 0)",217,fracture,0,1,0.7744,,,-9999
"LINESTRING Z (-5.887299107835286 18.141199371384122 0, -5.158613151613575 19.547996090191834 0)",218,fracture,0,1,1.5843,,,-9999
"LINESTRING Z (-5.158613151613575 19.547996090191834 0, -5.084948981945322 19.690211692534884 0)",219,fracture,1,1,0.1602,,,-9999
"LINESTRING Z (-21.376889035113134 -14.868925255479727 0, -20.047094013822274 -12.301630995633158 0)",220,fracture,1,1,2.8913,,,-9999
"LINESTRING Z (-20.047094013822274 -12.301630995633158 0, -19.911007119706753 -12.038902457392748 0)",221,fracture,0,1,0.2959,,,-9999
"LINESTRING Z (-19.911007119706753 -12.038902457392748 0, -19.7666225708365 -11.760154516852776 0)",222,fracture,0,1,0.3139,,,-9999
"LINESTRING Z (-19.7666225708365 -11.760154516852776 0, -19.175533492570537 -10.619001501994035 0)",223,fracture,0,1,1.2852,,,-9999
"LINESTRING Z (-19.175533492570537 -10.619001501994035 0, -19.07977868155385 -10.434137840497394 0)",224,fracture,0,1,0.2082,,,-9999
"LINESTRING Z (-19.07977868155385 -10.434137840497394 0, -18.991959488748567 -10.264594635730013 0)",225,fracture,0,1,0.1909,,,-9999
"LINESTRING Z (-18.991959488748567 -10.264594635730013 0, -18.69077978064476 -9.683138905021538 0)",226,fracture,1,1,0.6548,,,-9999
"LINESTRING Z (-18.541369657098965 -9.394688620277849 0, -18.40270430511296 -9.1269821268006 0)",227,fracture,1,1,0.3015,,,-9999
"LINESTRING Z (-18.40270430511296 -9.1269821268006 0, -17.95487363891004 -8.262402939543628 0)",228,fracture,1,1,0.9737,,,-9999
"LINESTRING Z (-16.912459594129697 -6.249924662289896 0, -15.35712442530249 -3.247203951851761 0)",229,fracture,1,1,3.3816,,,-9999
"LINESTRING Z (-15.299659898437763 -3.136263282348122 0, -14.913736694768945 -2.391202269441946 0)",230,fracture,1,1,0.8391,,,-9999
"LINESTRING Z (-14.913736694768945 -2.391202269441946 0, -14.677690038829972 -1.9354920170002978 0)",231,fracture,0,1,0.5132,,,-9999
"LINESTRING Z (-14.677690038829972 -1.9354920170002978 0, -14.608032398705587 -1.8010113964666195 0)",232,fracture,0,1,0.1515,,,-9999
"LINESTRING Z (-14.608032398705587 -1.8010113964666195 0, -14.555046947678832 -1.698718003801994 0)",233,fracture,0,1,0.1152,,,-9999
"LINESTRING Z (-14.555046947678832 -1.698718003801994 0, -14.265716936272355 -1.140139226176443 0)",234,fracture,0,1,0.6291,,,-9999
"LINESTRING Z (-14.265716936272355 -1.140139226176443 0, -14.13478467121622 -0.8873621837560072 0)",235,fracture,1,1,0.2847,,,-9999
"LINESTRING Z (-13.85158836257706 -0.3406250957548111 0, -12.835550806499782 1.6209308912526001 0)",236,fracture,1,1,2.2091,,,-9999
"LINESTRING Z (-10.742771474668325 5.6612380662042465 0, -10.652231951393974 5.836033124592908 0, -10.65131824346688 5.837797123614446 0)",237,fracture,1,1,0.1988,,,-9999
"LINESTRING Z (-10.65131824346688 5.837797123614446 0, -10.605530486125925 5.926194692195037 0)",238,fracture,0,1,0.0996,,,-9999
"LINESTRING Z (-10.605530486125925 5.926194692195037 0, -10.430857447743975 6.263417408183725 0)",239,fracture,0,1,0.3798,,,-9999
"LINESTRING Z (-10.430857447743975 6.263417408183725 0, -10.323684247009353 6.470325344106277 0)",240,fracture,0,1,0.233,,,-9999
"LINESTRING Z (-10.323684247009353 6.470325344106277 0, -9.771247325613805 7.536856737681027 0)",241,fracture,1,1,1.2011,,,-9999
"LINESTRING Z (-9.737370467235646 7.6022591964535495 0, -8.860040224464251 9.296027679712257 0)",242,fracture,1,1,1.9075,,,-9999
"LINESTRING Z (-8.860040224464251 9.296027679712257 0, -8.72688743944374 9.553091644603562 0)",243,fracture,0,1,0.2895,,,-9999
"LINESTRING Z (-8.72688743944374 9.553091644603562 0, -8.712336843923577 9.58118293668856 0)",244,fracture,0,1,0.0316,,,-9999
"LINESTRING Z (-8.712336843923577 9.58118293668856 0, -8.670494993028584 9.661962562047512 0, -8.666989177325624 9.668730868731014 0, -8.666430031554144 9.66981035219016 0)",245,fracture,0,1,0.0998,,,-9999
"LINESTRING Z (-8.666430031554144 9.66981035219016 0, -8.335257898350248 10.309169278177253 0)",246,fracture,1,1,0.72,,,-9999
"LINESTRING Z (-8.220133866406593 10.531427040950671 0, -7.957394128671921 11.038670796356701 0)",247,fracture,1,1,0.5713,,,-9999
"LINESTRING Z (-7.957394128671921 11.038670796356701 0, -7.897575520591985 11.154156240877732 0)",248,fracture,0,1,0.1301,,,-9999
"LINESTRING Z (-7.897575520591985 11.154156240877732 0, -7.718267832722037 11.500326583257282 0)",249,fracture,0,1,0.3899,,,-9999
"LINESTRING Z (-7.718267832722037 11.500326583257282 0, -7.521048200552625 11.881077617432526 0)",250,fracture,1,1,0.4288,,,-9999
"LINESTRING Z (-7.063239516404874 12.764920306044427 0, -6.963584022681443 12.957314602084116 0)",251,fracture,1,1,0.2167,,,-9999
"LINESTRING Z (-6.963584022681443 12.957314602084116 0, -6.776624132946146 13.318258239302017 0)",252,fracture,0,1,0.4065,,,-9999
"LINESTRING Z (-6.776624132946146 13.318258239302017 0, -6.64361799217388 13.575039093690775 0)",253,fracture,1,1,0.2892,,,-9999
"LINESTRING Z (-5.234311073702488 16.295838543399565 0, -5.158245586620899 16.44269011467965 0)",254,fracture,1,1,0.1654,,,-9999
"LINESTRING Z (-5.158245586620899 16.44269011467965 0, -5.15744943412622 16.44422716189131 0)",255,fracture,0,1,0.0017,,,-9999
"LINESTRING Z (-5.15744943412622 16.44422716189131 0, -5.071252157266292 16.610639105502052 0)",256,fracture,0,1,0.1874,,,-9999
"LINESTRING Z (-5.071252157266292 16.610639105502052 0, -4.5950448843508545 17.530001998789338 0)",257,fracture,0,1,1.0354,,,-9999
"LINESTRING Z (-4.5950448843508545 17.530001998789338 0, -4.06984725371113 18.54394538167065 0)",258,fracture,0,1,1.1419,,,-9999
"LINESTRING Z (-4.06984725371113 18.54394538167065 0, -3.6943849343237574 19.268810674380337 0)",259,fracture,0,1,0.8163,,,-9999
"LINESTRING Z (-3.6943849343237574 19.268810674380337 0, -3.6076733004520456 19.43621563254048 0)",260,fracture,1,1,0.1885,,,-9999
"LINESTRING Z (-19.571951936360637 -14.490340156547692 0, -18.572558632508976 -12.560917462652466 0)",261,fracture,1,1,2.1729,,,-9999
"LINESTRING Z (-18.572558632508976 -12.560917462652466 0, -17.97119216370724 -11.399922979517601 0)",262,fracture,0,1,1.3075,,,-9999
"LINESTRING Z (-17.97119216370724 -11.399922979517601 0, -17.76719372158933 -11.00608481567896 0)",263,fracture,0,1,0.4435,,,-9999
"LINESTRING Z (-17.76719372158933 -11.00608481567896 0, -17.624669295918174 -10.730928017785184 0)",264,fracture,0,1,0.3099,,,-9999
"LINESTRING Z (-17.624669295918174 -10.730928017785184 0, -17.550213295333247 -10.587183711442941 0)",265,fracture,0,1,0.1619,,,-9999
"LINESTRING Z (-17.550213295333247 -10.587183711442941 0, -17.487028598811005 -10.465199716846367 0)",266,fracture,0,1,0.1374,,,-9999
"LINESTRING Z (-17.487028598811005 -10.465199716846367 0, -17.1889968107775 -9.889821341668288 0)",267,fracture,0,1,0.648,,,-9999
"LINESTRING Z (-17.1889968107775 -9.889821341668288 0, -17.01298743219314 -9.550018695332504 0)",268,fracture,0,1,0.3827,,,-9999
"LINESTRING Z (-17.01298743219314 -9.550018695332504 0, -16.781596123901803 -9.103296029024063 0)",269,fracture,0,1,0.5031,,,-9999
"LINESTRING Z (-16.781596123901803 -9.103296029024063 0, -16.668526785520964 -8.885005045269294 0)",270,fracture,0,1,0.2458,,,-9999
"LINESTRING Z (-16.668526785520964 -8.885005045269294 0, -14.618546132039562 -4.9273247409991585 0)",271,fracture,0,1,4.4571,,,-9999
"LINESTRING Z (-14.618546132039562 -4.9273247409991585 0, -14.364993615203723 -4.437817778933367 0)",272,fracture,0,1,0.5513,,,-9999
"LINESTRING Z (-14.364993615203723 -4.437817778933367 0, -14.040641617942986 -3.8116257663260913 0)",273,fracture,1,1,0.7052,,,-9999
"LINESTRING Z (-13.673138765344886 -3.1021269722664764 0, -13.58670643863106 -2.93526124282331 0)",274,fracture,1,1,0.1879,,,-9999
"LINESTRING Z (-13.497530452735989 -2.763098621487626 0, -13.305906128694788 -2.39314985548879 0)",275,fracture,1,1,0.4166,,,-9999
"LINESTRING Z (-13.305906128694788 -2.39314985548879 0, -13.195603056309785 -2.1801994082066454 0)",276,fracture,0,1,0.2398,,,-9999
"LINESTRING Z (-13.195603056309785 -2.1801994082066454 0, -13.17222076049896 -2.135057688726526 0)",277,fracture,0,1,0.0508,,,-9999
"LINESTRING Z (-13.17222076049896 -2.135057688726526 0, -13.004569131660487 -1.8113904637183234 0)",278,fracture,0,1,0.3645,,,-9999
"LINESTRING Z (-13.004569131660487 -1.8113904637183234 0, -12.82487620552446 -1.464476382662251 0)",279,fracture,0,1,0.3907,,,-9999
"LINESTRING Z (-12.82487620552446 -1.464476382662251 0, -12.575225854557297 -0.9825029185230062 0)",280,fracture,0,1,0.5428,,,-9999
"LINESTRING Z (-12.575225854557297 -0.9825029185230062 0, -12.02134364533943 0.0868187390177374 0, -12.012233791166986 0.1044061686219278 0, -12.007229786762403 0.1140668693904268 0)",281,fracture,0,1,1.2349,,,-9999
"LINESTRING Z (-12.007229786762403 0.1140668693904268 0, -11.570639488752526 0.9569454695053672 0)",282,fracture,0,1,0.9492,,,-9999
"LINESTRING Z (-11.570639488752526 0.9569454695053672 0, -11.465145796254594 1.160610956940458 0)",283,fracture,1,1,0.2294,,,-9999
"LINESTRING Z (-10.372029599254025 3.270974503933355 0, -10.297214257553788 3.4154125520687955 0)",284,fracture,1,1,0.1627,,,-9999
"LINESTRING Z (-9.852906028300733 4.273191343763089 0, -9.638039203686713 4.688011941397422 0)",285,fracture,1,1,0.4672,,,-9999
"LINESTRING Z (-9.078579747191805 5.768100998944064 0, -8.774385582287358 6.355376421798267 0)",286,fracture,1,1,0.6614,,,-9999
"LINESTRING Z (-8.073380892426007 7.708731854472081 0, -8.056168639282724 7.741961726735313 0)",287,fracture,1,1,0.0374,,,-9999
"LINESTRING Z (-8.056168639282724 7.741961726735313 0, -7.86791531095855 8.105402468703586 0)",288,fracture,0,1,0.4093,,,-9999
"LINESTRING Z (-7.86791531095855 8.105402468703586 0, -7.4482217041218854 8.915660418594348 0)",289,fracture,0,1,0.9125,,,-9999
"LINESTRING Z (-7.4482217041218854 8.915660418594348 0, -7.256656549294158 9.285494952865982 0)",290,fracture,0,1,0.4165,,,-9999
"LINESTRING Z (-7.256656549294158 9.285494952865982 0, -7.093881871219681 9.599746766099065 0)",291,fracture,0,1,0.3539,,,-9999
"LINESTRING Z (-7.093881871219681 9.599746766099065 0, -6.604766839285018 10.54402930121609 0)",292,fracture,0,1,1.0634,,,-9999
"LINESTRING Z (-6.604766839285018 10.54402930121609 0, -6.310219616212146 11.112680396265825 0)",293,fracture,0,1,0.6404,,,-9999
"LINESTRING Z (-6.310219616212146 11.112680396265825 0, -6.256402540166445 11.216579319183836 0)",294,fracture,1,1,0.117,,,-9999
"LINESTRING Z (-5.670791286131721 12.347156879570157 0, -5.111844176036041 13.426256804243886 0)",295,fracture,1,1,1.2153,,,-9999
"LINESTRING Z (-5.111844176036041 13.426256804243886 0, -5.0925869777030535 13.463434635375346 0, -4.947428416583236 13.743676879303093 0)",296,fracture,0,1,0.3575,,,-9999
"LINESTRING Z (-4.947428416583236 13.743676879303093 0, -4.8478754394381305 13.935873257454041 0)",297,fracture,1,1,0.2164,,,-9999
"LINESTRING Z (-3.887542594881141 15.78988606386387 0, -3.6976534211438006 16.156484959135454 0)",298,fracture,1,1,0.4129,,,-9999
"LINESTRING Z (-3.6976534211438006 16.156484959135454 0, -3.69711266096692 16.157528947476386 0, -3.6210529182299394 16.30436942875937 0)",299,fracture,0,1,0.1665,,,-9999
"LINESTRING Z (-3.6210529182299394 16.30436942875937 0, -3.239330379049446 17.04132066410152 0)",300,fracture,0,1,0.8299,,,-9999
"LINESTRING Z (-3.239330379049446 17.04132066410152 0, -2.1650747413675777 19.11527212885531 0)",301,fracture,1,1,2.3357,,,-9999
"LINESTRING Z (-18.356802777700334 -15.250396102951807 0, -16.380647421243445 -11.435242472528374 0)",302,fracture,1,1,4.2966,,,-9999
"LINESTRING Z (-16.380647421243445 -11.435242472528374 0, -16.342432981751323 -11.361465905778902 0, -15.924361098137139 -10.554338844975158 0)",303,fracture,0,1,0.9921,,,-9999
"LINESTRING Z (-15.924361098137139 -10.554338844975158 0, -15.568506636003944 -9.867328363398453 0)",304,fracture,0,1,0.7737,,,-9999
"LINESTRING Z (-15.568506636003944 -9.867328363398453 0, -15.513013097326343 -9.760192871819244 0)",305,fracture,0,1,0.1207,,,-9999
"LINESTRING Z (-15.513013097326343 -9.760192871819244 0, -15.238318002464348 -9.229868175940451 0)",306,fracture,0,1,0.5972,,,-9999
"LINESTRING Z (-15.238318002464348 -9.229868175940451 0, -14.954476052786442 -8.681884617238016 0)",307,fracture,0,1,0.6171,,,-9999
"LINESTRING Z (-14.954476052786442 -8.681884617238016 0, -13.84682599697726 -6.5434620899546445 0)",308,fracture,1,1,2.4083,,,-9999
"LINESTRING Z (-13.404920850587263 -5.690322675563984 0, -13.377363645641738 -5.637120901650448 0, -13.374064638389827 -5.630751858117105 0)",309,fracture,1,1,0.0671,,,-9999
"LINESTRING Z (-13.374064638389827 -5.630751858117105 0, -12.942996863217743 -4.798535007335212 0)",310,fracture,0,1,0.9372,,,-9999
"LINESTRING Z (-12.942996863217743 -4.798535007335212 0, -12.915010799383827 -4.744505281034411 0)",311,fracture,1,1,0.0608,,,-9999
"LINESTRING Z (-11.74142446336469 -2.4787865682574766 0, -11.523837814234186 -2.0587150937908807 0)",312,fracture,1,1,0.4731,,,-9999
"LINESTRING Z (-11.523837814234186 -2.0587150937908807 0, -11.387314296260763 -1.7951436121598296 0)",313,fracture,1,1,0.2968,,,-9999
"LINESTRING Z (-11.313497368117474 -1.652633095224812 0, -10.976229305311286 -1.0015054042582827 0)",314,fracture,1,1,0.7333,,,-9999
"LINESTRING Z (-10.361089491920415 0.1860798149948804 0, -10.26915269939976 0.3635724329758587 0)",315,fracture,1,1,0.1999,,,-9999
"LINESTRING Z (-10.26915269939976 0.3635724329758587 0, -9.880984305663098 1.1129679963060874 0)",316,fracture,0,1,0.844,,,-9999
"LINESTRING Z (-9.880984305663098 1.1129679963060874 0, -9.099239606256159 2.62219960517819 0)",317,fracture,0,1,1.6997,,,-9999
"LINESTRING Z (-9.099239606256159 2.62219960517819 0, -8.945718111794045 2.918587277853528 0)",318,fracture,0,1,0.3338,,,-9999
"LINESTRING Z (-8.945718111794045 2.918587277853528 0, -8.796281527365457 3.2070886478181873 0)",319,fracture,0,1,0.3249,,,-9999
"LINESTRING Z (-8.796281527365457 3.2070886478181873 0, -8.560798958326854 3.661709877487009 0)",320,fracture,0,1,0.512,,,-9999
"LINESTRING Z (-8.560798958326854 3.661709877487009 0, -8.482899214427949 3.812102653932389 0)",321,fracture,0,1,0.1694,,,-9999
"LINESTRING Z (-8.482899214427949 3.812102653932389 0, -8.293761240306264 4.1772512877498436 0)",322,fracture,0,1,0.4112,,,-9999
"LINESTRING Z (-8.293761240306264 4.1772512877498436 0, -8.199602736328051 4.359033128491245 0)",323,fracture,1,1,0.2047,,,-9999
"LINESTRING Z (-8.166245966579355 4.423431507287796 0, -7.956711282847419 4.827957905846261 0)",324,fracture,1,1,0.4556,,,-9999
"LINESTRING Z (-7.956711282847419 4.827957905846261 0, -7.477618708293955 5.752891145100129 0)",325,fracture,1,1,1.0416,,,-9999
"LINESTRING Z (-6.91301379506331 6.842913990433946 0, -6.7440910989474965 7.169035130273194 0)",326,fracture,1,1,0.3673,,,-9999
"LINESTRING Z (-6.7440910989474965 7.169035130273194 0, -6.7360731343212885 7.18451456449497 0, -6.651771434570516 7.34726691835427 0)",327,fracture,0,1,0.2007,,,-9999
"LINESTRING Z (-6.651771434570516 7.34726691835427 0, -6.5137486005812235 7.613732970456419 0)",328,fracture,0,1,0.3001,,,-9999
"LINESTRING Z (-6.5137486005812235 7.613732970456419 0, -6.231586507950787 8.158473407259402 0)",329,fracture,0,1,0.6135,,,-9999
"LINESTRING Z (-6.231586507950787 8.158473407259402 0, -5.87208641970829 8.852522112648131 0)",330,fracture,0,1,0.7816,,,-9999
"LINESTRING Z (-5.87208641970829 8.852522112648131 0, -5.7211939205804505 9.14383426276339 0)",331,fracture,0,1,0.3281,,,-9999
"LINESTRING Z (-5.7211939205804505 9.14383426276339 0, -5.689581171144272 9.204865646447386 0)",332,fracture,0,1,0.0687,,,-9999
"LINESTRING Z (-5.689581171144272 9.204865646447386 0, -5.632522289630179 9.315023179479956 0)",333,fracture,0,1,0.1241,,,-9999
"LINESTRING Z (-5.632522289630179 9.315023179479956 0, -5.58364217957729 9.409390825583518 0)",334,fracture,0,1,0.1063,,,-9999
"LINESTRING Z (-5.58364217957729 9.409390825583518 0, -5.521819072960047 9.528746142909236 0)",335,fracture,0,1,0.1344,,,-9999
"LINESTRING Z (-5.521819072960047 9.528746142909236 0, -5.2480751438482764 10.05723452391873 0)",336,fracture,0,1,0.5952,,,-9999
"LINESTRING Z (-5.2480751438482764 10.05723452391873 0, -5.062724060709688 10.415072208809535 0)",337,fracture,0,1,0.403,,,-9999
"LINESTRING Z (-5.062724060709688 10.415072208809535 0, -4.162614602655058 12.152818107913651 0)",338,fracture,0,1,1.957,,,-9999
"LINESTRING Z (-4.162614602655058 12.152818107913651 0, -4.139249760641766 12.197926131197358 0, -4.085509997415256 12.30167579445223 0)",339,fracture,0,1,0.1676,,,-9999
"LINESTRING Z (-4.085509997415256 12.30167579445223 0, -3.6587852186539718 13.125508082517719 0)",340,fracture,0,1,0.9278,,,-9999
"LINESTRING Z (-3.6587852186539718 13.125508082517719 0, -3.6212776632176475 13.197919943166045 0)",341,fracture,1,1,0.0815,,,-9999
"LINESTRING Z (-3.474071161735024 13.48211592842517 0, -3.2966738076018958 13.82459819199678 0)",342,fracture,1,1,0.3857,,,-9999
"LINESTRING Z (-2.3818410674625565 15.59076877082746 0, -2.2025972217931904 15.936815859839037 0)",343,fracture,1,1,0.3897,,,-9999
"LINESTRING Z (-1.8660695022117029 16.58651424863443 0, -1.1316360939681518 18.004406963703346 0)",344,fracture,1,1,1.5968,,,-9999
"LINESTRING Z (-1.1316360939681518 18.004406963703346 0, -0.816460993979092 18.6128821137028 0)",345,fracture,0,1,0.6853,,,-9999
"LINESTRING Z (-0.816460993979092 18.6128821137028 0, -0.6255073043066324 18.981536157028025 0)",346,fracture,0,1,0.4152,,,-9999
"LINESTRING Z (-0.6255073043066324 18.981536157028025 0, -0.459041722686055 19.302913606419942 0)",347,fracture,1,1,0.3619,,,-9999
"LINESTRING Z (-0.3295002984961938 19.553005499839838 0, 0.09065453552321 20.364153892152004 0)",348,fracture,1,1,0.9135,,,-9999
"LINESTRING Z (-17.413356195921875 -16.534999408043685 0, -17.31036503434736 -16.336165291738666 0)",349,fracture,1,1,0.2239,,,-9999
"LINESTRING Z (-16.957588310976536 -15.655096674081914 0, -16.8796913388414 -15.504709248786973 0)",350,fracture,1,1,0.1694,,,-9999
"LINESTRING Z (-16.17472779602061 -14.143710878430566 0, -14.363721927505189 -10.647393854867918 0)",351,fracture,1,1,3.9375,,,-9999
"LINESTRING Z (-14.363721927505189 -10.647393854867918 0, -12.782288951017591 -7.594288874126181 0)",352,fracture,1,1,3.4384,,,-9999
"LINESTRING Z (-12.125587670735046 -6.326465337182352 0, -11.665264887896589 -5.437768944778515 0)",353,fracture,1,1,1.0008,,,-9999
"LINESTRING Z (-11.665264887896589 -5.437768944778515 0, -11.444329478771516 -5.011232374433221 0)",354,fracture,0,1,0.4804,,,-9999
"LINESTRING Z (-11.444329478771516 -5.011232374433221 0, -11.284185835139803 -4.702060020450792 0)",355,fracture,1,1,0.3482,,,-9999
"LINESTRING Z (-7.923496092978474 1.7860673571060721 0, -7.676203323470063 2.263489288678818 0)",356,fracture,1,1,0.5377,,,-9999
"LINESTRING Z (-7.676203323470063 2.263489288678818 0, -7.602195783892741 2.406367798900484 0)",357,fracture,0,1,0.1609,,,-9999
"LINESTRING Z (-7.602195783892741 2.406367798900484 0, -7.431924618189357 2.735092286004778 0)",358,fracture,1,1,0.3702,,,-9999
"LINESTRING Z (-7.328328478631199 2.935094369161738 0, -7.22117210735317 3.141969814236742 0)",359,fracture,1,1,0.233,,,-9999
"LINESTRING Z (-7.029935642911004 3.5111697808294426 0, -7.0074775336049395 3.554527271409079 0)",360,fracture,1,1,0.0488,,,-9999
"LINESTRING Z (-5.544779495797891 6.37840329457666 0, -5.249169930352781 6.949105341412626 0)",361,fracture,1,1,0.6427,,,-9999
"LINESTRING Z (-5.249169930352781 6.949105341412626 0, -4.958298668558627 7.510659647754943 0)",362,fracture,0,1,0.6324,,,-9999
"LINESTRING Z (-4.958298668558627 7.510659647754943 0, -4.814060902880272 7.789124209548592 0)",363,fracture,0,1,0.3136,,,-9999
"LINESTRING Z (-4.814060902880272 7.789124209548592 0, -4.770839303460526 7.872567569100345 0)",364,fracture,0,1,0.094,,,-9999
"LINESTRING Z (-4.770839303460526 7.872567569100345 0, -4.683099198605012 8.041958087148185 0)",365,fracture,0,1,0.1908,,,-9999
"LINESTRING Z (-4.683099198605012 8.041958087148185 0, -3.1382380340298752 11.024457748053553 0)",366,fracture,0,1,3.3589,,,-9999
"LINESTRING Z (-3.1382380340298752 11.024457748053553 0, -3.0514164283760414 11.192075017073993 0)",367,fracture,0,1,0.1888,,,-9999
"LINESTRING Z (-3.0514164283760414 11.192075017073993 0, -3.0055801689468704 11.280566223494002 0)",368,fracture,0,1,0.0997,,,-9999
"LINESTRING Z (-3.0055801689468704 11.280566223494002 0, -2.8218341962702986 11.635305091793095 0)",369,fracture,0,1,0.3995,,,-9999
"LINESTRING Z (-2.8218341962702986 11.635305091793095 0, -2.6796371214888706 11.909829908030533 0)",370,fracture,0,1,0.3092,,,-9999
"LINESTRING Z (-2.6796371214888706 11.909829908030533 0, -2.5018477277872053 12.253069040832228 0)",371,fracture,0,1,0.3866,,,-9999
"LINESTRING Z (-2.5018477277872053 12.253069040832228 0, -2.367957140823117 12.51155740171263 0)",372,fracture,0,1,0.2911,,,-9999
"LINESTRING Z (-2.367957140823117 12.51155740171263 0, -2.1382806034890973 12.954969541537517 0)",373,fracture,1,1,0.4994,,,-9999
"LINESTRING Z (-1.870897531694595 13.471177689716487 0, -1.7634826185637582 13.678552274135539 0)",374,fracture,1,1,0.2335,,,-9999
"LINESTRING Z (-1.7634826185637582 13.678552274135539 0, -1.7303685346682038 13.742482125085507 0)",375,fracture,1,1,0.072,,,-9999
"LINESTRING Z (-0.5069981444213908 16.104313633146134 0, 0.2747358460106777 17.613524567335844 0)",376,fracture,1,1,1.6997,,,-9999
"LINESTRING Z (0.2747358460106777 17.613524567335844 0, 0.5180103582107778 18.083188875547812 0)",377,fracture,0,1,0.5289,,,-9999
"LINESTRING Z (0.5180103582107778 18.083188875547812 0, 1.129105017304901 19.262964544276304 0)",378,fracture,0,1,1.3286,,,-9999
"LINESTRING Z (1.129105017304901 19.262964544276304 0, 1.4428191991612709 19.86861925452669 0)",379,fracture,0,1,0.6821,,,-9999
"LINESTRING Z (1.4428191991612709 19.86861925452669 0, 1.6710111089171227 20.309165181289853 0)",380,fracture,1,1,0.4961,,,-9999
"LINESTRING Z (-15.65548078672203 -16.2472713235483 0, -15.065478822210304 -15.1082170839567 0)",381,fracture,1,1,1.2828,,,-9999
"LINESTRING Z (-15.029591210648633 -15.038932677197193 0, -14.786577295833327 -14.569771476726947 0)",382,fracture,1,1,0.5284,,,-9999
"LINESTRING Z (-14.786577295833327 -14.569771476726947 0, -14.473468000494627 -13.965284556744841 0)",383,fracture,0,1,0.6808,,,-9999
"LINESTRING Z (-14.473468000494627 -13.965284556744841 0, -14.326005967245996 -13.680595243397116 0)",384,fracture,0,1,0.3206,,,-9999
"LINESTRING Z (-14.326005967245996 -13.680595243397116 0, -13.857531301422052 -12.776160874793558 0)",385,fracture,0,1,1.0186,,,-9999
