geometry,original_line_id,type,censored,f_set,length,id,Area,b_group
"LINESTRING Z (-6.800213183557025 -8.526249129133456 0, -7.20697556734935 -7.862247718933706 0)",292,fracture,0,2,0.7787,,,-9999
"LINESTRING Z (-7.20697556734935 -7.862247718933706 0, -7.833959765663325 -6.838754867967443 0)",293,fracture,0,2,1.2003,,,-9999
"LINESTRING Z (-7.833959765663325 -6.838754867967443 0, -8.533189004149198 -5.697328770306053 0)",294,fracture,1,2,1.3386,,,-9999
"LINESTRING Z (-8.813360926720588 -5.239974405452201 0, -8.813360926720588 -5.2399744054522 0, -8.813360926720588 -5.2399744054522 0, -8.982511514451511 -4.963851948546763 0, -8.982511514451511 -4.963851948546763 0, -8.982511514451511 -4.963851948546762 0)",295,fracture,1,2,0.3238,,,-9999
"LINESTRING Z (-9.013227156351938 -4.913711546312599 0, -9.741452704082082 -3.7249516955905686 0)",296,fracture,1,2,1.3941,,,-9999
"LINESTRING Z (-12.285112381001571 0.4273339626749939 0, -12.590863025622873 0.9264431902914787 0)",297,fracture,1,2,0.5853,,,-9999
"LINESTRING Z (-12.590863025622873 0.9264431902914787 0, -12.880532624944378 1.3993016209266893 0)",298,fracture,1,2,0.5545,,,-9999
"LINESTRING Z (-12.933518521555916 1.485796123546976 0, -13.079053823935778 1.723368843799824 0, -13.079053823935778 1.723368843799824 0, -13.079053823935778 1.7233688437998242 0)",299,fracture,1,2,0.2786,,,-9999
"LINESTRING Z (-15.020729195187437 4.892971629192771 0, -15.62630617352899 5.88151920297381 0)",300,fracture,1,2,1.1593,,,-9999
"LINESTRING Z (-15.62630617352899 5.88151920297381 0, -16.14717948569232 6.731795992551399 0)",301,fracture,0,2,0.9971,,,-9999
"LINESTRING Z (-16.14717948569232 6.731795992551399 0, -16.35565738330251 7.0721165913197535 0)",302,fracture,0,2,0.3991,,,-9999
"LINESTRING Z (-16.35565738330251 7.0721165913197535 0, -16.383587319837936 7.117709591029827 0)",303,fracture,1,2,0.0535,,,-9999
"LINESTRING Z (-16.483746369100714 7.281209837376858 0, -16.763889562569226 7.7385173046669635 0)",304,fracture,1,2,0.5363,,,-9999
"LINESTRING Z (-16.763889562569226 7.7385173046669635 0, -17.73221018577372 9.319209829228317 0)",305,fracture,1,2,1.8537,,,-9999
"LINESTRING Z (-19.17502836555307 11.674475075496657 0, -19.31067683424391 11.895908467794161 0)",306,fracture,1,2,0.2597,,,-9999
"LINESTRING Z (-19.31067683424391 11.895908467794161 0, -19.602287444338447 12.371935416320554 0)",307,fracture,1,2,0.5582,,,-9999
"LINESTRING Z (2.3053951332064826 -22.036716626988458 0, 2.3053951332064817 -22.036716626988458 0, 2.3053951332064817 -22.036716626988458 0, 1.596106019387138 -20.878868727129966 0)",308,fracture,1,2,1.3578,,,-9999
"LINESTRING Z (1.596106019387138 -20.878868727129966 0, 1.3772405704495674 -20.521591425862244 0)",309,fracture,0,2,0.419,,,-9999
"LINESTRING Z (1.3772405704495674 -20.521591425862244 0, 1.1761186753198163 -20.19327881066137 0)",310,fracture,0,2,0.385,,,-9999
"LINESTRING Z (1.1761186753198163 -20.19327881066137 0, 1.1672069279137878 -20.178731219535123 0, 1.1672069279137878 -20.178731219535123 0, 0.2418589109139522 -18.668187440916853 0)",311,fracture,0,2,1.7885,,,-9999
"LINESTRING Z (0.2418589109139522 -18.668187440916853 0, -2.079016351711719 -14.87957642700372 0)",312,fracture,0,2,4.443,,,-9999
"LINESTRING Z (-2.079016351711719 -14.87957642700372 0, -4.660741366218474 -10.665152678185077 0)",313,fracture,0,2,4.9423,,,-9999
"LINESTRING Z (-4.660741366218474 -10.665152678185077 0, -4.708645487417528 -10.586953696917446 0)",314,fracture,0,2,0.0917,,,-9999
"LINESTRING Z (-4.708645487417528 -10.586953696917446 0, -6.407811961644805 -7.813223922467398 0, -6.429667279814393 -7.77754716703669 0, -6.429667279814393 -7.77754716703669 0, -6.457748527356872 -7.731707166310629 0)",315,fracture,0,2,3.3484,,,-9999
"LINESTRING Z (-6.457748527356872 -7.731707166310629 0, -7.558429683326685 -5.934948496223301 0)",316,fracture,0,2,2.1071,,,-9999
"LINESTRING Z (-7.558429683326685 -5.934948496223301 0, -8.694408968952182 -4.080568942783221 0)",317,fracture,0,2,2.1747,,,-9999
"LINESTRING Z (-8.694408968952182 -4.080568942783221 0, -9.241212768407836 -3.187963066703714 0)",318,fracture,1,2,1.0468,,,-9999
"LINESTRING Z (-11.41406468411172 0.359013727785787 0, -12.118455786645562 1.5088660839796302 0)",319,fracture,1,2,1.3485,,,-9999
"LINESTRING Z (-14.27061478129563 5.02206362721983 0, -14.773112709803055 5.8423443278112 0)",320,fracture,1,2,0.962,,,-9999
"LINESTRING Z (-14.773112709803055 5.8423443278112 0, -15.51540700597313 7.054070089777938 0)",321,fracture,1,2,1.421,,,-9999
"LINESTRING Z (-16.078308420744087 7.972953811833664 0, -16.078308420744087 7.972953811833666 0, -16.078308420744087 7.972953811833666 0, -16.944873002989187 9.387539151007203 0)",322,fracture,1,2,1.6589,,,-9999
"LINESTRING Z (-21.42660499825927 16.703545949010508 0, -21.586738526484883 16.964948902672898 0)",323,fracture,1,2,0.3066,,,-9999
"LINESTRING Z (3.1257963124509853 -22.022361175830476 0, 3.125796312450985 -22.022361175830476 0, 3.125796312450985 -22.022361175830476 0, 2.2212329370342525 -20.545746373616087 0)",324,fracture,1,2,1.7317,,,-9999
"LINESTRING Z (2.2212329370342525 -20.545746373616087 0, 1.9704503600643253 -20.13636735678306 0, 1.9566571329823967 -20.11385120829308 0, 1.9566571329823967 -20.11385120829308 0, 1.9548287961368045 -20.110866620012143 0)",325,fracture,0,2,0.51,,,-9999
"LINESTRING Z (1.9548287961368045 -20.110866620012143 0, 0.7256110548092779 -18.104284039601396 0)",326,fracture,0,2,2.3532,,,-9999
"LINESTRING Z (0.7256110548092779 -18.104284039601396 0, -4.1207072203343245 -10.193124362124616 0)",327,fracture,0,2,9.2776,,,-9999
"LINESTRING Z (-4.1207072203343245 -10.193124362124616 0, -5.053424456407824 -8.670551025091026 0)",328,fracture,0,2,1.7856,,,-9999
"LINESTRING Z (-5.053424456407824 -8.670551025091026 0, -5.967301375405679 -7.1787327372097325 0)",329,fracture,0,2,1.7495,,,-9999
"LINESTRING Z (-5.967301375405679 -7.1787327372097325 0, -7.163568160196915 -5.225939500355145 0)",330,fracture,0,2,2.2901,,,-9999
"LINESTRING Z (-7.163568160196915 -5.225939500355145 0, -7.301650169426729 -5.000533581555577 0)",331,fracture,1,2,0.2643,,,-9999
"LINESTRING Z (-7.641285036495527 -4.446111541385247 0, -8.038741465209679 -3.7973012293336397 0)",332,fracture,1,2,0.7609,,,-9999
"LINESTRING Z (-8.038741465209679 -3.7973012293336397 0, -8.716934505089762 -2.6902147513029044 0)",333,fracture,1,2,1.2983,,,-9999
"LINESTRING Z (-10.99008126579172 1.020483963324836 0, -11.360925542121509 1.625852434597259 0)",334,fracture,1,2,0.7099,,,-9999
"LINESTRING Z (-11.409215102764048 1.704680609576541 0, -11.746738155458777 2.2556553110097237 0)",335,fracture,1,2,0.6461,,,-9999
"LINESTRING Z (-13.605055584398992 5.28918408009341 0, -14.209679871911275 6.276176475521375 0)",336,fracture,1,2,1.1575,,,-9999
"LINESTRING Z (-14.209679871911275 6.276176475521375 0, -14.21984715128 6.292773604724392 0, -14.21984715128 6.292773604724392 0, -14.520242336591894 6.783140547716219 0)",337,fracture,0,2,0.5945,,,-9999
"LINESTRING Z (-14.520242336591894 6.783140547716219 0, -14.781582356071693 7.209753598456957 0)",338,fracture,0,2,0.5003,,,-9999
"LINESTRING Z (-14.781582356071693 7.209753598456957 0, -14.95880120847023 7.499046740092907 0)",339,fracture,1,2,0.3393,,,-9999
"LINESTRING Z (-19.011773085274978 14.115142890892043 0, -19.011773085274978 14.115142890892045 0, -19.011773085274978 14.115142890892045 0, -19.648780811444272 15.154998210209135 0)",340,fracture,1,2,1.2195,,,-9999
"LINESTRING Z (-20.51642720676975 16.57134950769044 0, -20.604986819830167 16.71591476323502 0)",341,fracture,1,2,0.1695,,,-9999
"LINESTRING Z (-20.604986819830167 16.71591476323502 0, -20.74976878421064 16.952257729917033 0)",342,fracture,0,2,0.2772,,,-9999
"LINESTRING Z (-20.74976878421064 16.952257729917033 0, -20.771525680558515 16.987773820962303 0)",343,fracture,1,2,0.0417,,,-9999
"LINESTRING Z (3.7042006587872653 -21.612968610333596 0, 3.7042006587872645 -21.612968610333596 0, 3.7042006587872645 -21.612968610333596 0, 2.7945319944067384 -20.128019903101166 0)",344,fracture,1,2,1.7414,,,-9999
"LINESTRING Z (2.7945319944067384 -20.128019903101166 0, 2.54443308518921 -19.719756909700468 0)",345,fracture,0,2,0.4788,,,-9999
"LINESTRING Z (2.54443308518921 -19.719756909700468 0, 2.299268261181557 -19.319548347259826 0)",346,fracture,0,2,0.4693,,,-9999
"LINESTRING Z (2.299268261181557 -19.319548347259826 0, 1.50827547857029 -18.028326877331917 0)",347,fracture,0,2,1.5142,,,-9999
"LINESTRING Z (1.50827547857029 -18.028326877331917 0, -0.2663243697809506 -15.131459200287583 0)",348,fracture,0,2,3.3972,,,-9999
"LINESTRING Z (-0.2663243697809506 -15.131459200287583 0, -1.0467317894454082 -13.857517341759891 0)",349,fracture,0,2,1.494,,,-9999
"LINESTRING Z (-1.0467317894454082 -13.857517341759891 0, -3.4968784451558217 -9.857882912882753 0)",350,fracture,0,2,4.6904,,,-9999
"LINESTRING Z (-3.4968784451558217 -9.857882912882753 0, -3.509099518903126 -9.837933157139094 0, -3.509099518903126 -9.837933157139094 0, -5.473207183665866 -6.631711758229087 0)",351,fracture,0,2,3.7834,,,-9999
"LINESTRING Z (-5.473207183665866 -6.631711758229087 0, -5.513921677273396 -6.565249169139799 0, -5.513921677273396 -6.565249169139799 0, -6.130903456908165 -5.5580843277758 0)",352,fracture,0,2,1.2591,,,-9999
"LINESTRING Z (-6.130903456908165 -5.5580843277758 0, -6.195414287307279 -5.452776452551924 0)",353,fracture,1,2,0.1235,,,-9999
"LINESTRING Z (-6.95903640084315 -4.2062350307020395 0, -7.251240463883523 -3.7292393259468906 0)",354,fracture,1,2,0.5594,,,-9999
"LINESTRING Z (-7.343473184565152 -3.578678066992254 0, -7.573676076787695 -3.2028934537673712 0, -7.573676076787695 -3.2028934537673712 0, -7.573676076787698 -3.202893453767367 0)",355,fracture,1,2,0.4407,,,-9999
"LINESTRING Z (-7.852940872403049 -2.7470198885204593 0, -8.31266162523228 -1.996568911882091 0)",356,fracture,1,2,0.8801,,,-9999
"LINESTRING Z (-10.311171678067891 1.2658111563268208 0, -11.638936214998818 3.4332621303221957 0)",357,fracture,1,2,2.5418,,,-9999
"LINESTRING Z (-13.013318789390842 5.676812674603099 0, -13.013318789390842 5.6768126746031 0, -13.013318789390842 5.6768126746031 0, -13.256294127923614 6.073447107525227 0)",358,fracture,1,2,0.4651,,,-9999
"LINESTRING Z (-13.256294127923614 6.073447107525227 0, -13.38725212613706 6.287223747046199 0, -13.38725212613706 6.287223747046199 0, -13.395148414702128 6.300113696932091 0, -13.399142984001944 6.306634456358 0)",359,fracture,0,2,0.2735,,,-9999
"LINESTRING Z (-13.399142984001944 6.306634456358 0, -13.719131886675726 6.828986303750413 0)",360,fracture,0,2,0.6126,,,-9999
"LINESTRING Z (-13.719131886675726 6.828986303750413 0, -13.976516006003356 7.249141718819037 0)",361,fracture,0,2,0.4927,,,-9999
"LINESTRING Z (-13.976516006003356 7.249141718819037 0, -14.924511168500961 8.796654836655254 0)",362,fracture,1,2,1.8148,,,-9999
"LINESTRING Z (-17.22559505173582 12.55295828145942 0, -17.392570207023805 12.825529549101882 0, -17.392570207023805 12.825529549101882 0, -17.392570207023805 12.825529549101883 0)",363,fracture,1,2,0.3196,,,-9999
"LINESTRING Z (-18.243696885999185 14.214913960288792 0, -19.1782716645948 15.740519561128812 0)",364,fracture,1,2,1.7891,,,-9999
"LINESTRING Z (-19.65771454847127 16.523165065455355 0, -19.856239924915414 16.847239107627974 0)",365,fracture,1,2,0.38,,,-9999
"LINESTRING Z (-19.856239924915414 16.847239107627974 0, -19.901101644967575 16.920471654602697 0)",366,fracture,0,2,0.0859,,,-9999
"LINESTRING Z (-19.901101644967575 16.920471654602697 0, -20.130482214276515 17.294913902859655 0)",367,fracture,0,2,0.4391,,,-9999
"LINESTRING Z (-20.130482214276515 17.294913902859655 0, -20.145311967937626 17.319122083695078 0)",368,fracture,1,2,0.0284,,,-9999
"LINESTRING Z (7.2081489661295315 -25.979251950751177 0, 6.824327095250683 -25.352698774538155 0)",369,fracture,1,2,0.7348,,,-9999
"LINESTRING Z (5.301721086022512 -22.86718738609497 0, 3.3568497884170383 -19.692367550919688 0)",370,fracture,1,2,3.7232,,,-9999
"LINESTRING Z (3.3568497884170383 -19.692367550919688 0, 0.7389163644480836 -15.418836972408883 0)",371,fracture,0,2,5.0117,,,-9999
"LINESTRING Z (0.7389163644480836 -15.418836972408883 0, -2.6222267989492414 -9.932086256741583 0)",372,fracture,0,2,6.4344,,,-9999
"LINESTRING Z (-2.6222267989492414 -9.932086256741583 0, -2.664207215873535 -9.863557166665407 0, -2.664207215873535 -9.863557166665407 0, -2.8760850201245267 -9.517686539443119 0)",373,fracture,0,2,0.486,,,-9999
"LINESTRING Z (-2.8760850201245267 -9.517686539443119 0, -3.394027923365434 -8.6721933673643 0)",374,fracture,0,2,0.9915,,,-9999
"LINESTRING Z (-3.394027923365434 -8.6721933673643 0, -4.302104458344383 -7.189843661932412 0)",375,fracture,0,2,1.7384,,,-9999
"LINESTRING Z (-4.302104458344383 -7.189843661932412 0, -4.833799824375394 -6.321900885243615 0)",376,fracture,0,2,1.0179,,,-9999
"LINESTRING Z (-4.833799824375394 -6.321900885243615 0, -4.942278562632607 -6.14481952755284 0)",377,fracture,0,2,0.2077,,,-9999
"LINESTRING Z (-4.942278562632607 -6.14481952755284 0, -5.145796562740845 -5.8125954958884565 0)",378,fracture,0,2,0.3896,,,-9999
"LINESTRING Z (-5.145796562740845 -5.8125954958884565 0, -5.347608360244807 -5.483156679820367 0)",379,fracture,1,2,0.3863,,,-9999
"LINESTRING Z (-6.147228903686885 -4.177851200193445 0, -7.031892694286059 -2.733720602290325 0, -7.031892694286059 -2.733720602290325 0, -7.03189269428606 -2.733720602290324 0)",380,fracture,1,2,1.6936,,,-9999
"LINESTRING Z (-7.08652363961813 -2.6445407120486526 0, -7.5924792481319425 -1.8186156734070045 0)",381,fracture,1,2,0.9686,,,-9999
"LINESTRING Z (-9.768466626737613 1.7334794699548894 0, -10.14332927790058 2.345407560951892 0)",382,fracture,1,2,0.7176,,,-9999
"LINESTRING Z (-10.14332927790058 2.345407560951892 0, -11.079544110484186 3.873690395981259 0)",383,fracture,1,2,1.7922,,,-9999
"LINESTRING Z (-12.26272747113322 5.805126171018291 0, -12.610486309562537 6.372809831866311 0)",384,fracture,1,2,0.6657,,,-9999
"LINESTRING Z (-12.610486309562537 6.372809831866311 0, -13.225862763693158 7.377354130030992 0)",385,fracture,0,2,1.178,,,-9999
"LINESTRING Z (-13.225862763693158 7.377354130030992 0, -14.270147414093083 9.08205079851528 0)",386,fracture,1,2,1.9991,,,-9999
"LINESTRING Z (-16.09244479766221 12.05678022460448 0, -16.692811474927286 13.036822470950636 0)",387,fracture,1,2,1.1493,,,-9999
"LINESTRING Z (-17.37429796350078 14.149285194829027 0, -18.47498242809442 15.94604926593418 0, -18.47498242809442 15.94604926593418 0, -18.47498242809442 15.946049265934182 0)",388,fracture,1,2,2.1071,,,-9999
"LINESTRING Z (-18.880178474033173 16.60749377661455 0, -18.908234344548635 16.65329235172606 0)",389,fracture,1,2,0.0537,,,-9999
"LINESTRING Z (-18.908234344548635 16.65329235172606 0, -18.960919401714513 16.739295762190036 0)",390,fracture,0,2,0.1009,,,-9999
"LINESTRING Z (-18.960919401714513 16.739295762190036 0, -19.39460242819565 17.447242594634094 0)",391,fracture,0,2,0.8302,,,-9999
"LINESTRING Z (-19.39460242819565 17.447242594634094 0, -19.474207713891435 17.577190751266848 0)",392,fracture,0,2,0.1524,,,-9999
"LINESTRING Z (-19.474207713891435 17.577190751266848 0, -19.596484574682552 17.77679624881343 0)",393,fracture,1,2,0.2341,,,-9999
"LINESTRING Z (8.211552908232651 -26.263631332140083 0, 7.495809309903244 -25.09524709217847 0)",394,fracture,1,2,1.3702,,,-9999
"LINESTRING Z (6.534296553722783 -23.52566777150353 0, 3.910383043323402 -19.242375263224545 0)",395,fracture,1,2,5.0231,,,-9999
"LINESTRING Z (3.910383043323402 -19.242375263224545 0, -2.183447597409472 -9.294768748481163 0)",396,fracture,0,2,11.6657,,,-9999
"LINESTRING Z (-2.183447597409472 -9.294768748481163 0, -3.7867839501468312 -6.677472652130036 0)",397,fracture,0,2,3.0694,,,-9999
"LINESTRING Z (-3.7867839501468312 -6.677472652130036 0, -3.862318153032327 -6.5541701560469905 0, -4.161592082331979 -6.065633558246819 0, -4.161592082331979 -6.065633558246819 0, -4.170174984140315 -6.0516227766912385 0, -4.2068295007069265 -5.9917877190256155 0)",398,fracture,0,2,0.8041,,,-9999
"LINESTRING Z (-4.2068295007069265 -5.9917877190256155 0, -5.485048391398742 -3.9052153618416345 0)",399,fracture,1,2,2.447,,,-9999
"LINESTRING Z (-5.5726820775931865 -3.762161594992283 0, -6.914216918358299 -1.5722318925571463 0)",400,fracture,1,2,2.5682,,,-9999
"LINESTRING Z (-9.032102133989989 1.885016923593539 0, -9.032102133989989 1.8850169235935392 0, -9.032102133989989 1.8850169235935392 0, -9.481174099976503 2.618084755274994 0)",401,fracture,1,2,0.8597,,,-9999
"LINESTRING Z (-9.481174099976503 2.618084755274994 0, -10.835725253044448 4.829262365749469 0)",402,fracture,1,2,2.5931,,,-9999
"LINESTRING Z (-11.125378805233387 5.302094600947051 0, -11.57812536750257 6.0411608661386555 0)",403,fracture,1,2,0.8667,,,-9999
"LINESTRING Z (-11.57812536750257 6.0411608661386555 0, -11.72155040900385 6.275288783589915 0)",404,fracture,0,2,0.2746,,,-9999
"LINESTRING Z (-11.72155040900385 6.275288783589915 0, -11.788950083626313 6.385312425842856 0)",405,fracture,0,2,0.129,,,-9999
"LINESTRING Z (-11.788950083626313 6.385312425842856 0, -12.391279858002225 7.368559243953498 0)",406,fracture,0,2,1.1531,,,-9999
"LINESTRING Z (-12.391279858002225 7.368559243953498 0, -13.41578627951594 9.040969810293195 0)",407,fracture,1,2,1.9613,,,-9999
"LINESTRING Z (-13.70594029975295 9.514619012602097 0, -14.39331473800068 10.636693261642737 0, -14.39331473800068 10.636693261642737 0, -14.393314738000681 10.636693261642739 0)",408,fracture,1,2,1.3159,,,-9999
"LINESTRING Z (-14.481529949158876 10.78069631340973 0, -15.105995405870404 11.800077555135331 0)",409,fracture,1,2,1.1954,,,-9999
"LINESTRING Z (-15.105995405870404 11.800077555135331 0, -15.853289235356424 13.019964585951904 0)",410,fracture,1,2,1.4306,,,-9999
"LINESTRING Z (-16.631201928178143 14.289834037079977 0, -16.87902593594194 14.694383467394385 0)",411,fracture,1,2,0.4744,,,-9999
"LINESTRING Z (-16.87902593594194 14.694383467394385 0, -17.06199714721705 14.993066794942823 0)",412,fracture,0,2,0.3503,,,-9999
"LINESTRING Z (-17.06199714721705 14.993066794942823 0, -17.62422983204518 15.91085887813819 0, -17.62422983204518 15.91085887813819 0, -17.62422983204518 15.910858878138193 0)",413,fracture,1,2,1.0763,,,-9999
"LINESTRING Z (-18.13217307301406 16.740028540190732 0, -18.203146038260144 16.855885243974626 0)",414,fracture,1,2,0.1359,,,-9999
"LINESTRING Z (-18.203146038260144 16.855885243974626 0, -18.339526649366302 17.07851379004153 0)",415,fracture,0,2,0.2611,,,-9999
"LINESTRING Z (-18.339526649366302 17.07851379004153 0, -18.40346646017672 17.18288952938644 0, -18.406715210471916 17.188192809294694 0, -18.406715210471916 17.188192809294694 0, -18.40683004447707 17.188380265029043 0)",416,fracture,0,2,0.1288,,,-9999
"LINESTRING Z (-18.40683004447707 17.188380265029043 0, -18.58197691146145 17.474291084966296 0)",417,fracture,0,2,0.3353,,,-9999
"LINESTRING Z (-18.58197691146145 17.474291084966296 0, -18.854747949446686 17.919564200428024 0)",418,fracture,1,2,0.5222,,,-9999
"LINESTRING Z (8.869425358725216 -25.983962987289466 0, 7.312069105808933 -23.44172508790747 0)",419,fracture,1,2,2.9813,,,-9999
"LINESTRING Z (7.312069105808933 -23.44172508790747 0, 4.4509258205561135 -18.7711772400972 0)",420,fracture,0,2,5.4772,,,-9999
"LINESTRING Z (4.4509258205561135 -18.7711772400972 0, 4.121616271809446 -18.233610312886764 0)",421,fracture,0,2,0.6304,,,-9999
"LINESTRING Z (4.121616271809446 -18.233610312886764 0, 3.906976125106947 -17.883230420903672 0)",422,fracture,0,2,0.4109,,,-9999
"LINESTRING Z (3.906976125106947 -17.883230420903672 0, 2.4119769075300432 -15.442784528479637 0)",423,fracture,0,2,2.862,,,-9999
"LINESTRING Z (2.4119769075300432 -15.442784528479637 0, 1.2820952668067684 -13.598358807978146 0)",424,fracture,0,2,2.163,,,-9999
"LINESTRING Z (1.2820952668067684 -13.598358807978146 0, -1.5700523945380063 -8.942495471810465 0)",425,fracture,0,2,5.46,,,-9999
"LINESTRING Z (-1.5700523945380063 -8.942495471810465 0, -2.0631119444733486 -8.137622038290925 0)",426,fracture,0,2,0.9439,,,-9999
"LINESTRING Z (-2.0631119444733486 -8.137622038290925 0, -4.523222075460175 -4.121723171261108 0)",427,fracture,0,2,4.7095,,,-9999
"LINESTRING Z (-4.523222075460175 -4.121723171261108 0, -6.372642800563139 -1.1027174360897196 0)",428,fracture,1,2,3.5404,,,-9999
"LINESTRING Z (-8.159737786111068 1.8145473795540281 0, -8.159737786111068 1.8145473795540283 0, -8.159737786111068 1.8145473795540283 0, -8.319390849292509 2.0751660191313572 0)",429,fracture,1,2,0.3056,,,-9999
"LINESTRING Z (-8.360114009474241 2.141642755589529 0, -9.804124215988583 4.498853873611424 0)",430,fracture,1,2,2.7643,,,-9999
"LINESTRING Z (-10.561526615200465 5.735242195649901 0, -11.549026499354953 7.347243063422972 0)",431,fracture,1,2,1.8904,,,-9999
"LINESTRING Z (-11.549026499354953 7.347243063422972 0, -12.421509440804458 8.771489568462332 0)",432,fracture,1,2,1.6702,,,-9999
"LINESTRING Z (-12.483878418258335 8.873301069801244 0, -12.483878418258335 8.873301069801245 0, -12.483878418258335 8.873301069801245 0, -13.211827458724887 10.061609548370216 0)",433,fracture,1,2,1.3936,,,-9999
"LINESTRING Z (-13.211827458724887 10.061609548370216 0, -14.444514640252429 12.073855664243451 0)",434,fracture,0,2,2.3598,,,-9999
"LINESTRING Z (-14.444514640252429 12.073855664243451 0, -15.07832005368198 13.10848350860264 0)",435,fracture,1,2,1.2133,,,-9999
"LINESTRING Z (-15.80420863401952 14.293428479419083 0, -16.098504761716274 14.77383928335109 0)",436,fracture,1,2,0.5634,,,-9999
"LINESTRING Z (-16.098504761716274 14.77383928335109 0, -16.284970043465552 15.07822635297262 0)",437,fracture,0,2,0.357,,,-9999
"LINESTRING Z (-16.284970043465552 15.07822635297262 0, -16.341620606155097 15.170703078976056 0)",438,fracture,1,2,0.1084,,,-9999
"LINESTRING Z (-17.404333615638592 16.90548231385961 0, -17.63874222238592 17.28813236127071 0)",439,fracture,1,2,0.4487,,,-9999
"LINESTRING Z (-17.63874222238592 17.28813236127071 0, -17.817361453569536 17.579711489824717 0)",440,fracture,0,2,0.3419,,,-9999
"LINESTRING Z (-17.817361453569536 17.579711489824717 0, -17.89324020347625 17.703576426578497 0)",441,fracture,0,2,0.1453,,,-9999
"LINESTRING Z (-17.89324020347625 17.703576426578497 0, -18.006718585360662 17.88881923319187 0)",442,fracture,1,2,0.2172,,,-9999
"LINESTRING Z (10.566419227774611 -27.400562819593528 0, 7.950989276248039 -23.13111892485284 0, 7.950989276248039 -23.13111892485284 0, 7.9509892762480385 -23.13111892485284 0)",443,fracture,1,2,5.0069,,,-9999
"LINESTRING Z (7.703908509412347 -22.727782765588177 0, 7.300961313769534 -22.070009291924332 0, 7.300961313769534 -22.070009291924332 0, 7.300961313769531 -22.07000929192433 0)",444,fracture,1,2,0.7714,,,-9999
"LINESTRING Z (7.269949096508573 -22.019384758252578 0, 7.2447467626738495 -21.978244313921014 0, 7.2447467626738495 -21.978244313921014 0, 7.244746762673849 -21.978244313921014 0)",445,fracture,1,2,0.0482,,,-9999
"LINESTRING Z (6.9502090782351615 -21.497439191281874 0, 5.567663905739856 -19.240563971791477 0)",446,fracture,1,2,2.6467,,,-9999
"LINESTRING Z (5.567663905739856 -19.240563971791477 0, 5.023682915479766 -18.35256606675665 0)",447,fracture,0,2,1.0414,,,-9999
"LINESTRING Z (5.023682915479766 -18.35256606675665 0, 3.904460546820026 -16.525540607350845 0)",448,fracture,0,2,2.1426,,,-9999
"LINESTRING Z (3.904460546820026 -16.525540607350845 0, 3.856700725666292 -16.44757718236227 0, 3.856700725666292 -16.44757718236227 0, 3.632433359726794 -16.081481758647676 0)",449,fracture,0,2,0.5208,,,-9999
"LINESTRING Z (3.632433359726794 -16.081481758647676 0, 2.8346954368789787 -14.779249480425971 0)",450,fracture,0,2,1.5272,,,-9999
"LINESTRING Z (2.8346954368789787 -14.779249480425971 0, 2.5525423570772228 -14.318661062357743 0)",451,fracture,0,2,0.5401,,,-9999
"LINESTRING Z (2.5525423570772228 -14.318661062357743 0, 2.162995108353277 -13.682761744233495 0)",452,fracture,0,2,0.7457,,,-9999
"LINESTRING Z (2.162995108353277 -13.682761744233495 0, 0.6088915868342093 -11.145833623535106 0)",453,fracture,0,2,2.9751,,,-9999
"LINESTRING Z (0.6088915868342093 -11.145833623535106 0, -0.5199313364166274 -9.30313615992932 0)",454,fracture,0,2,2.161,,,-9999
"LINESTRING Z (-0.5199313364166274 -9.30313615992932 0, -0.9543396513919534 -8.594005362098756 0)",455,fracture,0,2,0.8316,,,-9999
"LINESTRING Z (-0.9543396513919534 -8.594005362098756 0, -2.8574282729942313 -5.487391823507194 0)",456,fracture,0,2,3.6432,,,-9999
"LINESTRING Z (-2.8574282729942313 -5.487391823507194 0, -3.8327419713431925 -3.8952837601876364 0, -3.8621096143378093 -3.847343839635336 0, -3.8621096143378093 -3.847343839635336 0, -3.8812981703815215 -3.8160203230556244 0)",457,fracture,0,2,1.96,,,-9999
"LINESTRING Z (-3.8812981703815215 -3.8160203230556244 0, -5.7251467156407845 -0.8061106484383345 0)",458,fracture,1,2,3.5298,,,-9999
"LINESTRING Z (-7.317587659237655 1.7933997152043308 0, -8.08907837857284 3.0527858974234934 0, -8.08907837857284 3.0527858974234934 0, -8.08907837857284 3.052785897423494 0)",459,fracture,1,2,1.4769,,,-9999
"LINESTRING Z (-8.462916343904167 3.6630412849839686 0, -8.954235976109944 4.465074466129893 0)",460,fracture,1,2,0.9406,,,-9999
"LINESTRING Z (-9.033181843182314 4.593946183757202 0, -9.033181843182314 4.593946183757203 0, -9.033181843182314 4.593946183757203 0, -9.598053774494657 5.516046589101346 0)",461,fracture,1,2,1.0814,,,-9999
"LINESTRING Z (-10.009245243719057 6.1872780655264314 0, -10.321968351325435 6.6977691844857 0)",462,fracture,1,2,0.5987,,,-9999
"LINESTRING Z (-10.517204571567582 7.016473987899973 0, -10.7578820761928 7.409357422657536 0)",463,fracture,1,2,0.4607,,,-9999
"LINESTRING Z (-10.95588842797746 7.732584205792546 0, -13.48823152672672 11.866396612442237 0)",464,fracture,1,2,4.8478,,,-9999
"LINESTRING Z (-14.076464725334016 12.826632093806147 0, -14.500033779467405 13.518068815755191 0)",465,fracture,1,2,0.8109,,,-9999
