geometry,original_line_id,type,censored,f_set,length,id,Area,b_group
"LINESTRING Z (-1.371766490126523 1.5624883466545187 0, -1.4140482659089773 1.6315093767791562 0)",631,fracture,1,2,0.0809,,,-9999
"LINESTRING Z (-1.6161865943847347 1.9614812240083983 0, -2.1066112264897274 2.762053401500278 0)",632,fracture,1,2,0.9388,,,-9999
"LINESTRING Z (-2.1066112264897274 2.762053401500278 0, -2.451151330477663 3.324482780503918 0)",633,fracture,0,2,0.6596,,,-9999
"LINESTRING Z (-2.451151330477663 3.324482780503918 0, -3.213767157780363 4.569381534534667 0)",634,fracture,0,2,1.4599,,,-9999
"LINESTRING Z (-3.213767157780363 4.569381534534667 0, -3.8952477794529403 5.681834681248015 0)",635,fracture,0,2,1.3046,,,-9999
"LINESTRING Z (-3.8952477794529403 5.681834681248015 0, -4.161747907794659 6.116871125344727 0)",636,fracture,0,2,0.5102,,,-9999
"LINESTRING Z (-4.161747907794659 6.116871125344727 0, -4.46624449059899 6.61393321475934 0, -4.46624449059899 6.61393321475934 0, -4.466244490598991 6.613933214759341 0)",637,fracture,1,2,0.5829,,,-9999
"LINESTRING Z (-5.158258209002489 7.743580653181511 0, -7.223483827917952 11.11486762066239 0)",638,fracture,1,2,3.9536,,,-9999
"LINESTRING Z (-7.769874672735689 12.00679938705808 0, -7.838380660487239 12.11862898164857 0)",639,fracture,1,2,0.1311,,,-9999
"LINESTRING Z (-8.307557970081655 12.88451689955268 0, -8.787592357953875 13.668127978629906 0)",640,fracture,1,2,0.919,,,-9999
"LINESTRING Z (-9.250644870361068 14.424017740038849 0, -9.69364322290683 15.147170967886817 0)",641,fracture,1,2,0.8481,,,-9999
"LINESTRING Z (-10.26489007868593 16.079677839031405 0, -10.264890078685932 16.079677839031405 0, -10.264890078685932 16.079677839031405 0, -10.745099867140041 16.86357524309434 0)",642,fracture,1,2,0.9193,,,-9999
"LINESTRING Z (-10.745099867140041 16.86357524309434 0, -12.265611871043173 19.345668364401245 0)",643,fracture,0,2,2.9108,,,-9999
"LINESTRING Z (-12.265611871043173 19.345668364401245 0, -12.502047628893175 19.73162754570598 0)",644,fracture,1,2,0.4526,,,-9999
"LINESTRING Z (15.820331580395042 -25.14841462411921 0, 13.607952150022108 -21.536912872239988 0)",645,fracture,1,2,4.2353,,,-9999
"LINESTRING Z (13.607952150022108 -21.536912872239988 0, 13.000188833982898 -20.544796307391277 0)",646,fracture,0,2,1.1635,,,-9999
"LINESTRING Z (13.000188833982898 -20.544796307391277 0, 12.490467582687643 -19.712724210376447 0)",647,fracture,1,2,0.9758,,,-9999
"LINESTRING Z (11.277977812875626 -17.73344847326946 0, 9.686016732633666 -15.134721441510615 0)",648,fracture,1,2,3.0476,,,-9999
"LINESTRING Z (9.686016732633666 -15.134721441510615 0, 9.16165772827791 -14.278754586618444 0)",649,fracture,0,2,1.0038,,,-9999
"LINESTRING Z (9.16165772827791 -14.278754586618444 0, 7.497485321813458 -11.562149343022266 0)",650,fracture,0,2,3.1858,,,-9999
"LINESTRING Z (7.497485321813458 -11.562149343022266 0, 6.977575823470928 -10.71344588903735 0)",651,fracture,0,2,0.9953,,,-9999
"LINESTRING Z (6.977575823470928 -10.71344588903735 0, 5.1868519544339975 -7.790257261728221 0)",652,fracture,0,2,3.4281,,,-9999
"LINESTRING Z (5.1868519544339975 -7.790257261728221 0, 4.160999597351826 -6.115649581911212 0)",653,fracture,0,2,1.9638,,,-9999
"LINESTRING Z (4.160999597351826 -6.115649581911212 0, 3.908996985348787 -5.704278972406991 0)",654,fracture,0,2,0.4824,,,-9999
"LINESTRING Z (3.908996985348787 -5.704278972406991 0, 2.9055516766464606 -4.066248695799981 0)",655,fracture,0,2,1.9209,,,-9999
"LINESTRING Z (2.9055516766464606 -4.066248695799981 0, 1.4522522745821558 -1.6938738379865907 0)",656,fracture,0,2,2.7821,,,-9999
"LINESTRING Z (1.4522522745821558 -1.6938738379865907 0, 1.4152453196401762 -1.6334634577553182 0, 1.4152453196401762 -1.6334634577553182 0, 1.0360988783106952 -1.014542481415659 0)",657,fracture,0,2,0.7967,,,-9999
"LINESTRING Z (1.0360988783106952 -1.014542481415659 0, -0.3125220529148097 1.1869545985499088 0)",658,fracture,1,2,2.5817,,,-9999
"LINESTRING Z (-0.4798189169145287 1.4600510254666237 0, -1.3352623354952642 2.8564821088622514 0)",659,fracture,1,2,1.6376,,,-9999
"LINESTRING Z (-1.3352623354952642 2.8564821088622514 0, -1.3519704126785093 2.8837564765359964 0, -1.3519704126785093 2.8837564765359964 0, -1.4734286570331645 3.0820256595906703 0)",660,fracture,0,2,0.2645,,,-9999
"LINESTRING Z (-1.4734286570331645 3.0820256595906703 0, -2.5742688521475 4.879043946152989 0)",661,fracture,0,2,2.1074,,,-9999
"LINESTRING Z (-2.5742688521475 4.879043946152989 0, -3.2587059187121272 5.99632321164162 0)",662,fracture,0,2,1.3103,,,-9999
"LINESTRING Z (-3.2587059187121272 5.99632321164162 0, -3.602777407535984 6.557987620377146 0)",663,fracture,1,2,0.6587,,,-9999
LINESTRING EMPTY,664,fracture,0,2,0.0931,,,-9999
"LINESTRING Z (-4.675923725560932 8.309798252116986 0, -6.305417053688169 10.969793155529649 0)",665,fracture,0,2,3.1194,,,-9999
"LINESTRING Z (-6.305417053688169 10.969793155529649 0, -6.530563003920907 11.33732278563337 0)",666,fracture,1,2,0.431,,,-9999
"LINESTRING Z (-7.258119054003547 12.524989744289218 0, -7.971100595720083 13.688865186094773 0)",667,fracture,1,2,1.3649,,,-9999
"LINESTRING Z (-8.548683127892481 14.63171445424397 0, -8.879595708370626 15.171898180285138 0)",668,fracture,1,2,0.6335,,,-9999
"LINESTRING Z (-9.516535412896456 16.21164246065422 0, -9.901523138039225 16.840098784518496 0)",669,fracture,1,2,0.737,,,-9999
"LINESTRING Z (-9.901523138039225 16.840098784518496 0, -11.680637598941765 19.744336142782167 0)",670,fracture,1,2,3.4059,,,-9999
"LINESTRING Z (16.216592342542278 -24.441689754605466 0, 14.136809712921762 -21.046639833563514 0)",671,fracture,1,2,3.9814,,,-9999
"LINESTRING Z (14.136809712921762 -21.046639833563514 0, 13.502660774931051 -20.011451217603664 0)",672,fracture,0,2,1.214,,,-9999
"LINESTRING Z (13.502660774931051 -20.011451217603664 0, 12.030789377833145 -17.608759321185175 0)",673,fracture,0,2,2.8177,,,-9999
"LINESTRING Z (12.030789377833145 -17.608759321185175 0, 10.26729734833415 -14.730024115765602 0)",674,fracture,0,2,3.3759,,,-9999
"LINESTRING Z (10.26729734833415 -14.730024115765602 0, 10.060515636847265 -14.392472381628576 0)",675,fracture,0,2,0.3959,,,-9999
"LINESTRING Z (10.060515636847265 -14.392472381628576 0, 10.05431767429969 -14.382354789550401 0, 10.05431767429969 -14.382354789550401 0, 9.613203592898998 -13.662277457476923 0)",676,fracture,1,2,0.8563,,,-9999
"LINESTRING Z (9.384106249437208 -13.28829754883003 0, 7.889830744924399 -10.849033050050755 0)",677,fracture,1,2,2.8606,,,-9999
"LINESTRING Z (7.889830744924399 -10.849033050050755 0, 7.481979178678474 -10.18325365173319 0)",678,fracture,0,2,0.7808,,,-9999
"LINESTRING Z (7.481979178678474 -10.18325365173319 0, 5.985586627837049 -7.740533273542074 0)",679,fracture,0,2,2.8646,,,-9999
"LINESTRING Z (5.985586627837049 -7.740533273542074 0, 4.809319372769549 -5.820387391676618 0)",680,fracture,0,2,2.2518,,,-9999
"LINESTRING Z (4.809319372769549 -5.820387391676618 0, 4.289046450117224 -4.971090681619307 0)",681,fracture,0,2,0.996,,,-9999
"LINESTRING Z (4.289046450117224 -4.971090681619307 0, 3.8253030198263227 -4.214073061619219 0)",682,fracture,0,2,0.8878,,,-9999
"LINESTRING Z (3.8253030198263227 -4.214073061619219 0, 2.151229728548587 -1.481305552926275 0)",683,fracture,0,2,3.2048,,,-9999
"LINESTRING Z (2.151229728548587 -1.481305552926275 0, 1.7851392142386013 -0.8836971519324127 0)",684,fracture,0,2,0.7008,,,-9999
"LINESTRING Z (1.7851392142386013 -0.8836971519324127 0, -0.8499308225243188 3.417807338411521 0)",685,fracture,0,2,5.0445,,,-9999
"LINESTRING Z (-0.8499308225243188 3.417807338411521 0, -1.9476886187191658 5.209793898071617 0)",686,fracture,0,2,2.1015,,,-9999
"LINESTRING Z (-1.9476886187191658 5.209793898071617 0, -2.674596808008255 6.396403284794389 0)",687,fracture,0,2,1.3916,,,-9999
"LINESTRING Z (-2.674596808008255 6.396403284794389 0, -2.7586517943481126 6.53361516005098 0)",688,fracture,1,2,0.1609,,,-9999
"LINESTRING Z (-3.8560955269693817 8.325089040407246 0, -4.011425672276105 8.578650922331054 0)",689,fracture,1,2,0.2974,,,-9999
"LINESTRING Z (-4.011425672276105 8.578650922331054 0, -4.046871312661426 8.636512603103636 0)",690,fracture,0,2,0.0679,,,-9999
"LINESTRING Z (-4.046871312661426 8.636512603103636 0, -6.197160241688984 12.146657439751511 0)",691,fracture,0,2,4.1164,,,-9999
"LINESTRING Z (-6.197160241688984 12.146657439751511 0, -6.82379893435252 13.169586285174823 0)",692,fracture,0,2,1.1996,,,-9999
"LINESTRING Z (-6.82379893435252 13.169586285174823 0, -7.132180126760666 13.672989635133147 0)",693,fracture,1,2,0.5904,,,-9999
"LINESTRING Z (-8.593841153138765 16.059014059762813 0, -8.996056756390002 16.71559327751939 0, -9.062528113722296 16.824101528933976 0, -9.062528113722296 16.824101528933976 0, -9.087182637538062 16.86434772483057 0)",694,fracture,1,2,0.9444,,,-9999
"LINESTRING Z (-9.087182637538062 16.86434772483057 0, -11.011331151179078 20.005339560358053 0)",695,fracture,1,2,3.6835,,,-9999
"LINESTRING Z (16.600480339528403 -23.71476750735376 0, 14.66043518546912 -20.547825898504673 0)",696,fracture,1,2,3.7139,,,-9999
"LINESTRING Z (14.66043518546912 -20.547825898504673 0, 14.049434179290829 -19.5504241084144 0)",697,fracture,0,2,1.1697,,,-9999
"LINESTRING Z (14.049434179290829 -19.5504241084144 0, 13.763875521698939 -19.084276404273275 0)",698,fracture,0,2,0.5467,,,-9999
"LINESTRING Z (13.763875521698939 -19.084276404273275 0, 12.575018027859892 -17.143578139414295 0, 12.546721550915098 -17.097386796891772 0, 12.546721550915098 -17.097386796891772 0, 12.546372211693557 -17.09681653340384 0)",699,fracture,0,2,2.3307,,,-9999
"LINESTRING Z (12.546372211693557 -17.09681653340384 0, 11.681540208784195 -15.685059467364818 0)",700,fracture,0,2,1.6556,,,-9999
"LINESTRING Z (11.681540208784195 -15.685059467364818 0, 10.965106860415025 -14.515549275207675 0)",701,fracture,1,2,1.3715,,,-9999
"LINESTRING Z (10.624605693603556 -13.95971308202392 0, 10.624605693603556 -13.959713082023919 0, 10.624605693603556 -13.959713082023919 0, 10.514788038231819 -13.780446067823087 0)",702,fracture,1,2,0.2102,,,-9999
"LINESTRING Z (10.12575453589655 -13.145385392454806 0, 9.649820556911182 -12.368467845994536 0)",703,fracture,1,2,0.9111,,,-9999
"LINESTRING Z (9.469248174016178 -12.073700380607107 0, 9.408510321998046 -11.974551538434095 0)",704,fracture,1,2,0.1163,,,-9999
"LINESTRING Z (7.262008256268695 -8.470588400661125 0, 6.717149030039674 -7.581156857843912 0)",705,fracture,1,2,1.0431,,,-9999
"LINESTRING Z (6.717149030039674 -7.581156857843912 0, 5.448703596485118 -5.510538752036777 0)",706,fracture,0,2,2.4283,,,-9999
"LINESTRING Z (5.448703596485118 -5.510538752036777 0, 4.5866330383848295 -4.103289485441543 0)",707,fracture,0,2,1.6503,,,-9999
"LINESTRING Z (4.5866330383848295 -4.103289485441543 0, 2.8662361752135324 -1.2949030938616344 0)",708,fracture,0,2,3.2934,,,-9999
"LINESTRING Z (2.8662361752135324 -1.2949030938616344 0, 2.4588484512834903 -0.62988087458552 0, 2.435500518130175 -0.5917675653003477 0, 2.435500518130175 -0.5917675653003477 0, 2.420992607715825 -0.5680847633549779 0)",709,fracture,0,2,0.8524,,,-9999
"LINESTRING Z (2.420992607715825 -0.5680847633549779 0, -0.2323179608299258 3.7631956829504496 0)",710,fracture,0,2,5.0794,,,-9999
"LINESTRING Z (-0.2323179608299258 3.7631956829504496 0, -1.334373422620915 5.5621977782896375 0)",711,fracture,0,2,2.1097,,,-9999
"LINESTRING Z (-1.334373422620915 5.5621977782896375 0, -1.9189580862521591 6.516477368780171 0)",712,fracture,1,2,1.1191,,,-9999
"LINESTRING Z (-2.8269694095406828 7.99872062224863 0, -3.125437391476719 8.485941586629115 0)",713,fracture,1,2,0.5714,,,-9999
"LINESTRING Z (-3.125437391476719 8.485941586629115 0, -3.178344711605822 8.572307820517521 0)",714,fracture,0,2,0.1013,,,-9999
"LINESTRING Z (-3.178344711605822 8.572307820517521 0, -3.2124546870531874 8.627989153653019 0, -3.2124546870531874 8.627989153653019 0, -3.2311911524397687 8.65857467467111 0, -3.2663851714500813 8.716025607167797 0)",715,fracture,0,2,0.1685,,,-9999
"LINESTRING Z (-3.2663851714500813 8.716025607167797 0, -5.579953642081852 12.492708969013517 0)",716,fracture,0,2,4.429,,,-9999
"LINESTRING Z (-5.579953642081852 12.492708969013517 0, -6.515877427736402 14.020516697250743 0)",717,fracture,1,2,1.7917,,,-9999
"LINESTRING Z (-7.8728204593042905 16.235598824859228 0, -8.293987644976689 16.923114722000573 0)",718,fracture,1,2,0.8063,,,-9999
"LINESTRING Z (-8.293987644976689 16.923114722000573 0, -9.034392707309271 18.13175648706328 0)",719,fracture,0,2,1.4174,,,-9999
"LINESTRING Z (-9.034392707309271 18.13175648706328 0, -9.229526095959471 18.45029342755614 0)",720,fracture,0,2,0.3736,,,-9999
"LINESTRING Z (-9.229526095959471 18.45029342755614 0, -10.18763309617404 20.01431317130298 0)",721,fracture,1,2,1.8342,,,-9999
"LINESTRING Z (16.965603176422498 -22.957212897670793 0, 14.61228836091104 -19.1156473586573 0)",722,fracture,1,2,4.5051,,,-9999
"LINESTRING Z (14.61228836091104 -19.1156473586573 0, 14.515930043131219 -18.958351449695023 0, 14.515930043131219 -18.958351449695023 0, 14.289854665146173 -18.589304616027743 0)",723,fracture,0,2,0.6173,,,-9999
"LINESTRING Z (14.289854665146173 -18.589304616027743 0, 13.06883075795692 -16.5960977007216 0)",724,fracture,0,2,2.3375,,,-9999
"LINESTRING Z (13.06883075795692 -16.5960977007216 0, 11.813294705626538 -14.54655294800513 0)",725,fracture,1,2,2.4035,,,-9999
"LINESTRING Z (8.271864412518289 -8.765500415997712 0, 8.271864412518289 -8.76550041599771 0, 8.271864412518289 -8.76550041599771 0, 6.12517184000283 -5.261226293778617 0)",726,fracture,1,2,4.1095,,,-9999
"LINESTRING Z (6.12517184000283 -5.261226293778617 0, 6.087626048995667 -5.19993631424956 0)",727,fracture,0,2,0.0719,,,-9999
"LINESTRING Z (6.087626048995667 -5.19993631424956 0, 3.6062815080225477 -1.1493742661158133 0)",728,fracture,0,2,4.7502,,,-9999
"LINESTRING Z (3.6062815080225477 -1.1493742661158133 0, 3.604065034516419 -1.1457560811695593 0, 3.604065034516419 -1.1457560811695593 0, 3.3327448168498015 -0.7028512936946243 0)",729,fracture,0,2,0.5236,,,-9999
"LINESTRING Z (3.3327448168498015 -0.7028512936946243 0, 3.0466425356306988 -0.2358161750100977 0)",730,fracture,0,2,0.5477,,,-9999
"LINESTRING Z (3.0466425356306988 -0.2358161750100977 0, 1.6572929638454996 2.032166587616241 0)",731,fracture,1,2,2.6597,,,-9999
"LINESTRING Z (1.2959821321500844 2.621972605393658 0, 0.3664840358794045 4.139290998868371 0)",732,fracture,1,2,1.7794,,,-9999
"LINESTRING Z (0.3664840358794045 4.139290998868371 0, -0.6961815084808389 5.873992751393605 0)",733,fracture,0,2,2.0343,,,-9999
"LINESTRING Z (-0.6961815084808389 5.873992751393605 0, -1.477225255272615 7.148973354226876 0)",734,fracture,1,2,1.4952,,,-9999
"LINESTRING Z (-2.0169641039757957 8.03004636136482 0, -2.2857517359749715 8.468816940462483 0)",735,fracture,1,2,0.5146,,,-9999
"LINESTRING Z (-2.2857517359749715 8.468816940462483 0, -2.3945178373854468 8.646367391527196 0)",736,fracture,0,2,0.2082,,,-9999
"LINESTRING Z (-2.3945178373854468 8.646367391527196 0, -2.6752494235760684 9.104635354705808 0)",737,fracture,0,2,0.5374,,,-9999
"LINESTRING Z (-2.6752494235760684 9.104635354705808 0, -2.896993024921371 9.466610969617204 0)",738,fracture,0,2,0.4245,,,-9999
"LINESTRING Z (-2.896993024921371 9.466610969617204 0, -3.2749884460700467 10.083653013553876 0)",739,fracture,0,2,0.7236,,,-9999
"LINESTRING Z (-3.2749884460700467 10.083653013553876 0, -4.9529694210036155 12.822799449014573 0)",740,fracture,0,2,3.2122,,,-9999
"LINESTRING Z (-4.9529694210036155 12.822799449014573 0, -5.45703187465712 13.645634090050493 0)",741,fracture,0,2,0.965,,,-9999
"LINESTRING Z (-5.45703187465712 13.645634090050493 0, -5.6893015659511805 14.024792558756534 0)",742,fracture,1,2,0.4446,,,-9999
"LINESTRING Z (-7.213006220044825 16.51209738181671 0, -7.213006220044826 16.51209738181671 0, -7.213006220044826 16.51209738181671 0, -7.517386017713589 17.008968830459715 0)",743,fracture,1,2,0.5827,,,-9999
"LINESTRING Z (-7.517386017713589 17.008968830459715 0, -8.516406000302025 18.639775177575455 0)",744,fracture,0,2,1.9125,,,-9999
"LINESTRING Z (-8.516406000302025 18.639775177575455 0, -9.42438415159856 20.12196428088073 0)",745,fracture,1,2,1.7382,,,-9999
"LINESTRING Z (17.31574283365649 -22.175199653610598 0, 15.170121092947314 -18.67267356380008 0)",746,fracture,1,2,4.1075,,,-9999
"LINESTRING Z (15.170121092947314 -18.67267356380008 0, 14.782237874298756 -18.039490618577304 0)",747,fracture,0,2,0.7425,,,-9999
"LINESTRING Z (14.782237874298756 -18.039490618577304 0, 12.716133722433403 -14.666769528520497 0)",748,fracture,1,2,3.9553,,,-9999
"LINESTRING Z (8.858013190587187 -8.368749908362007 0, 7.006417820940051 -5.346194270098425 0)",749,fracture,1,2,3.5446,,,-9999
"LINESTRING Z (7.006417820940051 -5.346194270098425 0, 6.1319375041607085 -3.918687237319638 0)",750,fracture,1,2,1.6741,,,-9999
"LINESTRING Z (6.110795292024744 -3.884174560552088 0, 4.346514319660218 -1.004151479959805 0)",751,fracture,1,2,3.3775,,,-9999
"LINESTRING Z (4.346514319660218 -1.004151479959805 0, 3.7133179106010754 0.0294822219297736 0)",752,fracture,0,2,1.2122,,,-9999
"LINESTRING Z (3.7133179106010754 0.0294822219297736 0, 3.4966402656324287 0.3831881385796242 0)",753,fracture,0,2,0.4148,,,-9999
"LINESTRING Z (3.4966402656324287 0.3831881385796242 0, 2.501708178454255 2.007321380154343 0)",754,fracture,1,2,1.9047,,,-9999
"LINESTRING Z (1.7463759939086554 3.2403302710738187 0, 1.3154364432270946 3.9437986367954045 0)",755,fracture,1,2,0.825,,,-9999
"LINESTRING Z (1.3154364432270946 3.9437986367954045 0, 1.0122257917016655 4.438761564103013 0)",756,fracture,0,2,0.5805,,,-9999
"LINESTRING Z (1.0122257917016655 4.438761564103013 0, -0.0901849999296744 6.238343702053019 0)",757,fracture,0,2,2.1104,,,-9999
"LINESTRING Z (-0.0901849999296744 6.238343702053019 0, -0.4583244040704487 6.839296723373628 0, -0.4583244040704487 6.839296723373628 0, -0.4583244040704488 6.839296723373628 0)",758,fracture,1,2,0.7047,,,-9999
"LINESTRING Z (-0.5766747960001863 7.032492629067702 0, -0.6160734199792761 7.0968071845045735 0)",759,fracture,1,2,0.0754,,,-9999
"LINESTRING Z (-1.285715289091178 8.189934678924303 0, -1.2857152890911785 8.189934678924303 0, -1.2857152890911785 8.189934678924303 0, -1.4068575230466198 8.387688004665039 0)",760,fracture,1,2,0.2319,,,-9999
"LINESTRING Z (-1.4068575230466198 8.387688004665039 0, -1.5973575566366343 8.698661427938735 0)",761,fracture,0,2,0.3647,,,-9999
"LINESTRING Z (-1.5973575566366343 8.698661427938735 0, -1.9024347153826366 9.196671253081522 0)",762,fracture,0,2,0.584,,,-9999
"LINESTRING Z (-1.9024347153826366 9.196671253081522 0, -2.170624736951444 9.634466289247177 0)",763,fracture,0,2,0.5134,,,-9999
"LINESTRING Z (-2.170624736951444 9.634466289247177 0, -2.504343183263544 10.179230327885614 0)",764,fracture,0,2,0.6389,,,-9999
"LINESTRING Z (-2.504343183263544 10.179230327885614 0, -4.3184582974878385 13.140602967309954 0)",765,fracture,1,2,3.4729,,,-9999
"LINESTRING Z (-4.616105875407603 13.62648469914229 0, -4.782979213612117 13.898889759953196 0)",766,fracture,1,2,0.3195,,,-9999
"LINESTRING Z (-6.296064944390835 16.368860187462396 0, -8.343487463335311 19.71108526535444 0)",767,fracture,1,2,3.9195,,,-9999
"LINESTRING Z (-8.343487463335311 19.71108526535444 0, -8.544986718763557 20.040013885821143 0, -8.544986718763557 20.040013885821143 0, -8.544986718763559 20.040013885821143 0)",768,fracture,1,2,0.3857,,,-9999
"LINESTRING Z (17.00111232196537 -20.308011508396405 0, 15.98700429493541 -18.652575344991057 0)",769,fracture,1,2,1.9414,,,-9999
"LINESTRING Z (15.98700429493541 -18.652575344991057 0, 13.972238687694066 -15.36365961006598 0)",770,fracture,0,2,3.857,,,-9999
"LINESTRING Z (13.972238687694066 -15.36365961006598 0, 13.829485538640284 -15.1306284939671 0)",771,fracture,0,2,0.2733,,,-9999
"LINESTRING Z (13.829485538640284 -15.1306284939671 0, 13.654773052036946 -14.845426759228149 0)",772,fracture,1,2,0.3345,,,-9999
"LINESTRING Z (9.645848692638507 -8.301234046010691 0, 9.505111451709846 -8.07149371069993 0)",773,fracture,1,2,0.2694,,,-9999
"LINESTRING Z (9.37838807314285 -7.864629690263066 0, 9.37838807314285 -7.864629690263065 0, 9.37838807314285 -7.864629690263065 0, 7.967676186773173 -5.561774954282217 0)",774,fracture,1,2,2.7006,,,-9999
"LINESTRING Z (7.572005899411876 -4.915880350330397 0, 7.319204728270224 -4.503206167990303 0)",775,fracture,1,2,0.484,,,-9999
"LINESTRING Z (6.229514320064486 -2.724388861965347 0, 6.13075392697574 -2.563171790535532 0)",776,fracture,1,2,0.1891,,,-9999
"LINESTRING Z (5.770792217485897 -1.9755680881214 0, 5.108845268694805 -0.8950018288305346 0)",777,fracture,1,2,1.2672,,,-9999
"LINESTRING Z (5.108845268694805 -0.8950018288305346 0, 4.913560483042874 -0.5762177469434504 0)",778,fracture,0,2,0.3738,,,-9999
"LINESTRING Z (4.913560483042874 -0.5762177469434504 0, 4.3851778276956805 0.2863173405064077 0)",779,fracture,0,2,1.0115,,,-9999
"LINESTRING Z (4.3851778276956805 0.2863173405064077 0, 4.169899279193846 0.6377393635024029 0)",780,fracture,0,2,0.4121,,,-9999
"LINESTRING Z (4.169899279193846 0.6377393635024029 0, 3.9306046968553083 1.0283653074369652 0)",781,fracture,0,2,0.4581,,,-9999
"LINESTRING Z (3.9306046968553083 1.0283653074369652 0, 3.68885506586585 1.4229988878474524 0, 3.68885506586585 1.4229988878474524 0, 3.68885506586585 1.4229988878474527 0)",782,fracture,1,2,0.4628,,,-9999
"LINESTRING Z (2.4267627078688165 3.4832461941475885 0, 2.137884006024784 3.954813558889565 0)",783,fracture,1,2,0.553,,,-9999
"LINESTRING Z (2.137884006024784 3.954813558889565 0, 1.6509350016734416 4.74971210031845 0)",784,fracture,0,2,0.9322,,,-9999
"LINESTRING Z (1.6509350016734416 4.74971210031845 0, 0.6048925212016378 6.457278261393812 0)",785,fracture,1,2,2.0025,,,-9999
"LINESTRING Z (-0.2134840393551003 7.793201178399663 0, -0.6153517416273738 8.449212480464311 0)",786,fracture,1,2,0.7693,,,-9999
"LINESTRING Z (-0.6153517416273738 8.449212480464311 0, -0.8396258569711726 8.815318921947885 0)",787,fracture,0,2,0.4293,,,-9999
"LINESTRING Z (-0.8396258569711726 8.815318921947885 0, -0.8396597381074805 8.815374229722606 0, -0.8396597381074805 8.815374229722606 0, -0.8583186476910525 8.845833148172174 0)",788,fracture,0,2,0.0358,,,-9999
"LINESTRING Z (-0.8583186476910525 8.845833148172174 0, -0.9209437476748493 8.948062745499865 0, -0.9209437476748493 8.948062745499865 0, -0.9238618249947721 8.952826232815077 0)",789,fracture,0,2,0.1255,,,-9999
"LINESTRING Z (-0.9238618249947721 8.952826232815077 0, -1.182605472790553 9.375200950493847 0)",790,fracture,0,2,0.4953,,,-9999
"LINESTRING Z (-1.182605472790553 9.375200950493847 0, -1.381813569737119 9.700389469802117 0)",791,fracture,0,2,0.3814,,,-9999
"LINESTRING Z (-1.381813569737119 9.700389469802117 0, -1.9353624063930714 10.604005985978407 0)",792,fracture,0,2,1.0597,,,-9999
"LINESTRING Z (-1.9353624063930714 10.604005985978407 0, -2.4243433491537996 11.402221476129768 0)",793,fracture,0,2,0.9361,,,-9999
"LINESTRING Z (-2.4243433491537996 11.402221476129768 0, -3.450143463153168 13.076743874017973 0, -3.450143463153168 13.076743874017973 0, -3.4501434631531684 13.076743874017973 0)",794,fracture,1,2,1.9637,,,-9999
"LINESTRING Z (-5.1893115576674855 15.915772538776501 0, -6.016323192531682 17.2657914040455 0)",795,fracture,1,2,1.5832,,,-9999
"LINESTRING Z (-6.016323192531682 17.2657914040455 0, -7.578469181934955 19.815848098646942 0)",796,fracture,0,2,2.9905,,,-9999
"LINESTRING Z (-7.578469181934955 19.815848098646942 0, -7.6564444054110234 19.943135331714156 0)",797,fracture,1,2,0.1493,,,-9999
"LINESTRING Z (17.642383749798785 -20.001243552333793 0, 14.182405528377615 -14.353153881738658 0)",798,fracture,1,2,6.6236,,,-9999
"LINESTRING Z (10.587447314966203 -8.484722044312214 0, 10.411823601936833 -8.198032817966357 0, 10.411823601936833 -8.198032817966357 0, 10.411823601936831 -8.198032817966356 0)",799,fracture,1,2,0.3362,,,-9999
"LINESTRING Z (9.584759500750755 -6.847928306351714 0, 9.532429719010047 -6.762504849670882 0)",800,fracture,1,2,0.1002,,,-9999
"LINESTRING Z (6.104929958518746 -1.1674332179059121 0, 6.104929958518746 -1.167433217905912 0, 6.104929958518746 -1.167433217905912 0, 5.86024689970524 -0.7680110919231254 0)",801,fracture,1,2,0.4684,,,-9999
"LINESTRING Z (5.86024689970524 -0.7680110919231254 0, 5.740805500246503 -0.5730342188469641 0)",802,fracture,0,2,0.2287,,,-9999
"LINESTRING Z (5.740805500246503 -0.5730342188469641 0, 5.065696616536944 0.5290176637341809 0)",803,fracture,0,2,1.2924,,,-9999
"LINESTRING Z (5.065696616536944 0.5290176637341809 0, 5.060939857512028 0.5367826263422699 0, 5.060939857512028 0.5367826263422699 0, 4.129218153117721 2.0577308513566037 0)",804,fracture,1,2,1.7928,,,-9999
"LINESTRING Z (3.0545516705025073 3.8120230090975977 0, 2.944990502684642 3.990871331442312 0)",805,fracture,1,2,0.2097,,,-9999
"LINESTRING Z (2.944990502684642 3.990871331442312 0, 2.289644211645221 5.0606626365338885 0)",806,fracture,0,2,1.2546,,,-9999
"LINESTRING Z (2.289644211645221 5.0606626365338885 0, 1.436485761132157 6.453363724040885 0, 1.436485761132157 6.453363724040885 0, 1.4364857611321569 6.453363724040885 0)",807,fracture,1,2,1.6332,,,-9999
"LINESTRING Z (0.8946377646025435 7.337879717027261 0, 0.8698757910378238 7.378301314553096 0)",808,fracture,1,2,0.0474,,,-9999
"LINESTRING Z (0.8698757910378238 7.378301314553096 0, 0.8325363619899914 7.439254427554009 0)",809,fracture,0,2,0.0715,,,-9999
"LINESTRING Z (0.8325363619899914 7.439254427554009 0, 0.7922213064394814 7.505064971509046 0)",810,fracture,0,2,0.0772,,,-9999
