type;n_type;n_index;n_origin;geometry;og_line_id
node;1;4549;[1];POINT Z (410126.5196137164 5081048.483576029 0);1575
node;1;4552;[1];POINT Z (410126.8779171378 5081048.832795699 0);1576
node;1;4556;[1];POINT Z (410127.75702215225 5081048.563311153 0);1577
node;1;4557;[1];POINT Z (410126.40051567747 5081048.830777086 0);1578
node;1;4566;[1];POINT Z (410128.0850464111 5081048.376589651 0);1580
node;1;4567;[1];POINT Z (410127.60360772925 5081049.347541454 0);1581
node;1;4571;[1];POINT Z (410128.4625266355 5081049.077047603 0);1582
node;1;4572;[1];POINT Z (410128.7188902103 5081048.938772762 0);1583
node;1;4574;[1];POINT Z (410128.8955186575 5081048.867112078 0);1584
node;1;4575;[1];POINT Z (410128.8712953276 5081048.781321118 0);1585
node;1;4576;[1];POINT Z (410128.9580955931 5081048.747004733 0);1586
node;1;4586;[1];POINT Z (410129.0559982178 5081047.925934779 0);1589
node;1;4588;[1];POINT Z (410129.40118066885 5081047.830050766 0);1590
node;1;4589;[1];POINT Z (410129.51926940214 5081047.93905575 0);1591
node;1;4593;[1];POINT Z (410130.0289686355 5081047.757380776 0);1592
node;1;4596;[1];POINT Z (410121.468040126 5081043.209450584 0);1594
node;1;4600;[1];POINT Z (410121.5172437647 5081039.909021886 0);1596
node;1;4604;[1];POINT Z (410121.70295596047 5081039.6183419265 0);1599
node;1;4606;[1];POINT Z (410122.29239032144 5081039.573932488 0);1600
node;1;4607;[1];POINT Z (410129.1001553294 5081043.324511402 0);1601
node;1;4611;[1];POINT Z (410129.48066346993 5081043.118613098 0);1602
node;1;4622;[1];POINT Z (410132.0130107498 5081044.208662944 0);1607
node;1;4623;[1];POINT Z (410114.8356419331 5081056.448509686 0);1608
node;1;4627;[1];POINT Z (410117.24889117456 5081054.946663232 0);1609
node;1;4628;[1];POINT Z (410132.9244135373 5081050.43002151 0);1610
node;1;4641;[1];POINT Z (410136.11649770424 5081048.152319071 0);1614
node;1;4642;[1];POINT Z (410133.84288146277 5081049.89105242 0);1615
node;1;4645;[1];POINT Z (410134.3495527799 5081049.594316629 0);1616
node;1;4646;[1];POINT Z (410133.2110562745 5081050.349277078 0);1617
node;1;4652;[1];POINT Z (410134.2365105737 5081049.981889907 0);1618
node;1;4669;[1];POINT Z (410139.8926581059 5081044.358040149 0);1626
node;1;4670;[1];POINT Z (410138.22932278574 5081046.243422662 0);1627
node;1;4693;[1];POINT Z (410132.92052644 5081044.743378361 0);1636
node;1;4701;[1];POINT Z (410119.74720399297 5081047.316938334 0);1640
node;1;4712;[1];POINT Z (410121.7570020927 5081047.2296461705 0);1642
node;1;4721;[1];POINT Z (410121.8079225204 5081048.423678238 0);1643
node;1;4722;[1];POINT Z (410134.64818380296 5081049.507555909 0);1644
node;1;4723;[1];POINT Z (410135.4317348718 5081049.054468024 0);1645
node;1;4732;[1];POINT Z (410138.51397952746 5081045.525370633 0);1649
node;1;4737;[1];POINT Z (410139.14684769843 5081045.210495336 0);1651
node;1;4740;[1];POINT Z (410138.63244746084 5081045.641760182 0);1653
node;1;4743;[1];POINT Z (410138.4568239454 5081045.853755431 0);1654
node;1;4746;[1];POINT Z (410139.0346149193 5081045.459901513 0);1655
node;1;4758;[1];POINT Z (410132.69346290006 5081043.963464448 0);1661
node;1;4770;[1];POINT Z (410136.81282156974 5081044.0403646855 0);1666
node;1;4777;[1];POINT Z (410136.4750840401 5081044.382258984 0);1670
node;1;4782;[1];POINT Z (410138.3066606435 5081044.707526199 0);1672
node;1;4787;[1];POINT Z (410134.72040767403 5081044.741819548 0);1676
node;1;4792;[1];POINT Z (410138.76182691375 5081044.633743539 0);1678
node;1;4796;[1];POINT Z (410139.82699912286 5081044.605685345 0);1679
node;1;4807;[1];POINT Z (410132.3780680063 5081049.976751247 0);1683
node;1;4814;[1];POINT Z (410134.07091242453 5081049.33245196 0);1685
node;1;4818;[1];POINT Z (410133.59080553614 5081049.337647921 0);1687
node;1;4821;[1];POINT Z (410134.7921119494 5081048.830522029 0);1689
node;1;4824;[1];POINT Z (410135.2815715694 5081048.528117041 0);1690
node;1;4825;[1];POINT Z (410135.04775327956 5081048.538508964 0);1691
node;1;4827;[1];POINT Z (410135.33353118924 5081048.367042217 0);1692
node;1;4883;[1];POINT Z (410121.83026515535 5081035.824509556 0);1707
node;1;4919;[1];POINT Z (410136.0942200245 5081044.228978075 0);1719
node;1;4928;[1];POINT Z (410136.88400624786 5081043.457897315 0);1721
node;1;4929;[1];POINT Z (410135.8801463904 5081044.049197788 0);1722
node;1;4951;[1];POINT Z (410140.18188332574 5081043.24330408 0);1728
node;1;4952;[1];POINT Z (410138.6272514967 5081042.801647311 0);1729
node;1;4963;[1];POINT Z (410140.3377621855 5081042.71019838 0);1731
node;1;4973;[1];POINT Z (410137.86240589124 5081043.352419283 0);1734
node;1;4983;[1];POINT Z (410136.656423112 5081043.220441849 0);1739
node;1;4989;[1];POINT Z (410137.6436558912 5081042.592250045 0);1742
node;1;4995;[1];POINT Z (410110.6495941331 5081046.870605146 0);1744
node;1;5001;[1];POINT Z (410111.37598962 5081046.626394932 0);1745
node;1;5006;[1];POINT Z (410111.2866190737 5081046.501691843 0);1747
node;1;5007;[1];POINT Z (410137.11418736295 5081046.343734599 0);1748
node;1;5016;[1];POINT Z (410138.00165767164 5081045.552909185 0);1751
node;1;5017;[1];POINT Z (410138.04634294467 5081043.765498258 0);1752
node;1;5020;[1];POINT Z (410138.3975899755 5081043.372683531 0);1753
node;1;5021;[1];POINT Z (410138.8735400941 5081043.961905624 0);1754
node;1;5024;[1];POINT Z (410139.3224712106 5081043.506739352 0);1755
node;1;5025;[1];POINT Z (410140.4583085027 5081042.698247666 0);1756
node;1;5028;[1];POINT Z (410140.6110697853 5081042.330373556 0);1757
node;1;5029;[1];POINT Z (410140.02080850274 5081043.150296358 0);1758
node;1;5057;[1];POINT Z (410145.97797892947 5081036.732244096 0);1765
node;1;5058;[1];POINT Z (410141.63207631663 5081041.791032693 0);1766
node;1;5066;[1];POINT Z (410141.5377696064 5081041.661133642 0);1770
node;1;5078;[1];POINT Z (410140.17382958246 5081042.05524736 0);1774
node;1;5080;[1];POINT Z (410137.54675119737 5081042.466767546 0);1775
node;1;5093;[1];POINT Z (410138.69817637553 5081041.845330491 0);1777
node;1;5094;[1];POINT Z (410138.8561336202 5081042.198655908 0);1778
node;1;5100;[1];POINT Z (410138.9652488222 5081041.854683224 0);1779
node;1;5104;[1];POINT Z (410144.8273331452 5081038.578109588 0);1781
node;1;5105;[1];POINT Z (410144.4604982283 5081038.646696286 0);1782
node;1;5108;[1];POINT Z (410144.72029632813 5081038.526149968 0);1783
node;1;5109;[1];POINT Z (410144.03546853707 5081039.19019391 0);1784
node;1;5112;[1];POINT Z (410144.22979751567 5081039.001060894 0);1786
node;1;5113;[1];POINT Z (410137.0344293448 5081039.267613743 0);1787
node;1;5140;[1];POINT Z (410142.08490440424 5081039.137714695 0);1791
node;1;5178;[1];POINT Z (410141.0703928243 5081040.483988447 0);1799
node;1;5197;[1];POINT Z (410139.22998308553 5081041.122052581 0);1804
node;1;5217;[1];POINT Z (410141.1296267907 5081038.59161909 0);1809
node;1;5252;[1];POINT Z (410140.9186707335 5081040.700140469 0);1820
node;1;5253;[1];POINT Z (410138.043225365 5081039.705633343 0);1821
node;1;5255;[1];POINT Z (410136.7743714457 5081042.140461135 0);1822
node;1;5291;[1];POINT Z (410139.16373456887 5081040.9207090605 0);1828
node;1;5295;[1];POINT Z (410139.6324103408 5081040.659871768 0);1829
node;1;5296;[1];POINT Z (410138.74078326224 5081041.741671056 0);1830
node;1;5298;[1];POINT Z (410138.91952435486 5081041.550459654 0);1831
node;1;5305;[1];POINT Z (410141.7113147347 5081038.307659774 0);1834
node;1;5306;[1];POINT Z (410140.87684323837 5081038.713984002 0);1835
node;1;5324;[1];POINT Z (410137.9125469197 5081039.609767849 0);1840
node;1;5329;[1];POINT Z (410138.858276952 5081039.937178406 0);1842
node;1;5331;[1];POINT Z (410139.0868992798 5081039.8561213985 0);1843
node;1;5341;[1];POINT Z (410138.74916174996 5081039.317819736 0);1847
node;1;5347;[1];POINT Z (410139.29668624524 5081039.992840149 0);1850
node;1;5349;[1];POINT Z (410139.69625572267 5081039.879568177 0);1851
node;1;5355;[1];POINT Z (410136.7342975874 5081041.143226133 0);1853
node;1;5356;[1];POINT Z (410136.2458771597 5081041.9132677 0);1854
node;1;5359;[1];POINT Z (410137.3437839294 5081040.585439614 0);1855
node;1;5388;[1];POINT Z (410138.55600186286 5081041.8859889 0);1860
node;1;5395;[1];POINT Z (410139.47672632843 5081041.861048283 0);1861
node;1;5396;[1];POINT Z (410137.8857227652 5081042.112532846 0);1862
node;1;5402;[1];POINT Z (410138.2899686085 5081041.808049473 0);1863
node;1;5403;[1];POINT Z (410138.8246330971 5081038.556416455 0);1864
node;1;5407;[1];POINT Z (410137.415488204 5081039.110306004 0);1866
node;1;5409;[1];POINT Z (410138.35180055536 5081041.546172989 0);1868
node;1;5414;[1];POINT Z (410138.95868891646 5081041.474468713 0);1869
node;1;5415;[1];POINT Z (410139.4491877288 5081041.609563725 0);1870
node;1;5418;[1];POINT Z (410139.7515927169 5081041.376784628 0);1872
node;1;5419;[1];POINT Z (410139.82953214674 5081041.716600544 0);1873
node;1;5426;[1];POINT Z (410140.58918179036 5081041.039047099 0);1876
node;1;5431;[1];POINT Z (410134.0287601749 5081049.434162895 0);1879
node;1;5438;[1];POINT Z (410135.2092827402 5081048.683865984 0);1881
node;1;5439;[1];POINT Z (410134.4215749013 5081049.200864201 0);1882
node;1;5444;[1];POINT Z (410121.1739501973 5081029.716006718 0);1883
node;1;5498;[1];POINT Z (410117.66979342746 5081031.10021099 0);1898
node;1;5506;[1];POINT Z (410119.76688368886 5081030.491244244 0);1902
node;1;5513;[1];POINT Z (410121.269555898 5081029.765887951 0);1903
node;1;5514;[1];POINT Z (410117.6396568477 5081035.968827374 0);1904
node;1;5571;[1];POINT Z (410131.8183979404 5081029.619361815 0);1919
node;1;5592;[1];POINT Z (410117.0847281064 5081029.205763244 0);1923
node;1;5617;[1];POINT Z (410121.0788640915 5081037.664789366 0);1931
node;1;5621;[1];POINT Z (410121.0445707424 5081037.71882737 0);1934
node;1;5623;[1];POINT Z (410121.1510879633 5081037.721944947 0);1935
node;1;5631;[1];POINT Z (410120.6258796431 5081037.0951567795 0);1938
node;1;5637;[1];POINT Z (410120.24751017225 5081036.87864032 0);1941
node;1;5642;[1];POINT Z (410121.9060612412 5081037.43356905 0);1944
node;1;5648;[1];POINT Z (410121.82708261884 5081037.025166437 0);1945
node;1;5662;[1];POINT Z (410122.6386918823 5081037.250671185 0);1949
node;1;5666;[1];POINT Z (410116.57084746414 5081035.702274515 0);1952
node;1;5669;[1];POINT Z (410117.6090006708 5081035.086033423 0);1953
node;1;5670;[1];POINT Z (410117.39077026694 5081035.445593992 0);1954
node;1;5675;[1];POINT Z (410118.0911859438 5081035.063171189 0);1955
node;1;5676;[1];POINT Z (410115.9743510267 5081025.217862399 0);1956
node;1;5682;[1];POINT Z (410117.03120969667 5081024.938319644 0);1957
node;1;5710;[1];POINT Z (410114.7190066087 5081032.941140309 0);1969
node;1;5716;[1];POINT Z (410115.0609009079 5081032.969198504 0);1972
node;1;5723;[1];POINT Z (410141.3389591028 5081037.274572613 0);1975
node;1;5732;[1];POINT Z (410142.7584959198 5081037.016852898 0);1977
node;1;5736;[1];POINT Z (410143.48593059904 5081037.443960974 0);1979
node;1;5746;[1];POINT Z (410116.54590684606 5081031.151651 0);1984
node;1;5747;[1];POINT Z (410114.8250042331 5081032.670950289 0);1985
node;1;5765;[1];POINT Z (410118.9331915844 5081030.438894908 0);1992
node;1;5778;[1];POINT Z (410120.02171619143 5081031.327720013 0);1997
node;1;5779;[1];POINT Z (410117.3280839509 5081031.89485053 0);1998
node;1;5788;[1];POINT Z (410115.8213005146 5081030.8889210215 0);2002
node;1;5809;[1];POINT Z (410120.7179750988 5081028.759615795 0);2006
node;1;5810;[1];POINT Z (410127.38023756887 5081035.203647862 0);2007
node;1;5819;[1];POINT Z (410125.7050594217 5081034.423214368 0);2010
node;1;5837;[1];POINT Z (410125.58659148804 5081033.312317693 0);2015
node;1;5844;[1];POINT Z (410126.5530404192 5081033.284259498 0);2017
node;1;5862;[1];POINT Z (410125.7985867373 5081033.6895445315 0);2018
node;1;5874;[1];POINT Z (410126.19763661857 5081032.9413260035 0);2019
node;1;5875;[1];POINT Z (410126.00019006274 5081033.041088474 0);2020
node;1;5878;[1];POINT Z (410126.41171025275 5081032.966266621 0);2021
node;1;5879;[1];POINT Z (410126.3223397065 5081032.748036218 0);2022
node;1;5884;[1];POINT Z (410127.40102141665 5081032.691919828 0);2023
node;1;5885;[1];POINT Z (410129.0980226043 5081032.063208418 0);2024
node;1;5897;[1];POINT Z (410119.07189433795 5081032.351064712 0);2026
node;1;5915;[1];POINT Z (410121.9317518208 5081029.615130939 0);2032
node;1;5916;[1];POINT Z (410119.7745913643 5081034.275295847 0);2033
node;1;5919;[1];POINT Z (410120.34302960656 5081034.079927676 0);2034
node;1;5925;[1];POINT Z (410127.2853544284 5081031.558846912 0);2036
node;1;5927;[1];POINT Z (410127.80079385836 5081031.529749525 0);2037
node;1;5928;[1];POINT Z (410144.2496507468 5081036.3349751765 0);2038
node;1;5932;[1];POINT Z (410144.1675545474 5081036.915883727 0);2041
node;1;5933;[1];POINT Z (410128.4814648798 5081028.996718041 0);2042
node;1;5962;[1];POINT Z (410120.3716073976 5081032.754437758 0);2049
node;1;5963;[1];POINT Z (410128.56563946395 5081029.014384315 0);2050
node;1;5971;[1];POINT Z (410130.9563015773 5081027.577181216 0);2052
node;1;5983;[1];POINT Z (410128.3411739056 5081024.103161037 0);2058
node;1;5992;[1];POINT Z (410127.996162029 5081031.14265034 0);2063
node;1;6000;[1];POINT Z (410129.99141143507 5081030.487959128 0);2066
node;1;6009;[1];POINT Z (410128.7329494399 5081031.11667053 0);2067
node;1;6010;[1];POINT Z (410128.6217558533 5081030.54511471 0);2068
node;1;6016;[1];POINT Z (410128.702293264 5081029.912246536 0);2069
node;1;6028;[1];POINT Z (410130.64766143507 5081029.2378106695 0);2071
node;1;6029;[1];POINT Z (410130.1124773495 5081029.098558888 0);2072
node;1;6033;[1];POINT Z (410130.57387877477 5081029.042442498 0);2073
node;1;6034;[1];POINT Z (410129.7425248555 5081028.880328484 0);2074
node;1;6041;[1];POINT Z (410130.75261986733 5081028.056248911 0);2075
node;1;6042;[1];POINT Z (410130.60297616187 5081028.317086203 0);2076
node;1;6045;[1];POINT Z (410130.837833644 5081028.225637272 0);2077
node;1;6046;[1];POINT Z (410129.910874024 5081027.915957938 0);2078
node;1;6059;[1];POINT Z (410125.7821626223 5081030.087870051 0);2081
node;1;6080;[1];POINT Z (410129.3964737862 5081027.955447245 0);2083
node;1;6097;[1];POINT Z (410129.57001891686 5081027.908163992 0);2085
node;1;6098;[1];POINT Z (410128.31345914566 5081027.249993958 0);2086
node;1;6102;[1];POINT Z (410128.7802326933 5081026.903264944 0);2087
node;1;6106;[1];POINT Z (410128.6129227171 5081026.730759006 0);2089
node;1;6107;[1];POINT Z (410128.47471012804 5081026.735954968 0);2090
node;1;6109;[1];POINT Z (410128.60253079317 5081026.620604612 0);2091
node;1;6126;[1];POINT Z (410127.6838847123 5081027.706560669 0);2096
node;1;6127;[1];POINT Z (410126.45659848925 5081029.161430028 0);2097
node;1;6133;[1];POINT Z (410127.3118538336 5081028.753027415 0);2099
node;1;6134;[1];POINT Z (410123.9874773491 5081029.394209126 0);2100
node;1;6139;[1];POINT Z (410124.80947853683 5081029.067902713 0);2101
node;1;6155;[1];POINT Z (410123.91473388125 5081030.701513158 0);2107
node;1;6156;[1];POINT Z (410122.7373288928 5081019.073989399 0);2108
node;1;6179;[1];POINT Z (410122.0774417192 5081019.31716042 0);2114
node;1;6186;[1];POINT Z (410123.21639658854 5081018.410984648 0);2115
node;1;6187;[1];POINT Z (410121.5703158284 5081019.019951394 0);2116
node;1;6192;[1];POINT Z (410122.738368085 5081018.350711489 0);2117
node;1;6193;[1];POINT Z (410122.5617053771 5081018.645842131 0);2118
node;1;6196;[1];POINT Z (410123.04389065027 5081018.435925267 0);2119
node;1;6197;[1];POINT Z (410119.34436570964 5081017.251245928 0);2120
node;1;6209;[1];POINT Z (410122.43284551974 5081016.318051155 0);2122
node;1;6214;[1];POINT Z (410124.8957315048 5081030.832451393 0);2126
node;1;6226;[1];POINT Z (410124.4977208159 5081030.651631918 0);2130
node;1;6227;[1];POINT Z (410119.790179248 5081032.762231678 0);2131
node;1;6235;[1];POINT Z (410121.33026238356 5081031.984915763 0);2133
node;1;6254;[1];POINT Z (410122.2353989629 5081030.933253055 0);2139
node;1;6258;[1];POINT Z (410122.3455533568 5081031.136934764 0);2141
node;1;6265;[1];POINT Z (410121.15671725204 5081030.75866873 0);2142
node;1;6266;[1];POINT Z (410121.115149556 5081030.667219798 0);2143
node;1;6267;[1];POINT Z (410121.3978098886 5081030.534203172 0);2144
node;1;6268;[1];POINT Z (410121.9111709336 5081030.241150915 0);2145
node;1;6269;[1];POINT Z (410122.21045834455 5081030.133074905 0);2146
node;1;6288;[1];POINT Z (410114.8020557317 5081025.689488203 0);2150
node;1;6289;[1];POINT Z (410114.34792865324 5081025.619862312 0);2151
node;1;6294;[1];POINT Z (410115.26657473407 5081025.573098655 0);2152
node;1;6308;[1];POINT Z (410124.9830236649 5081024.715764924 0);2156
node;1;6309;[1];POINT Z (410126.07001891424 5081024.156679412 0);2157
node;1;6335;[1];POINT Z (410130.46476357 5081020.816715042 0);2168
node;1;6336;[1];POINT Z (410141.8761353039 5081034.454036898 0);2169
node;1;6351;[1];POINT Z (410147.5085581069 5081033.8440309595 0);2173
node;1;6352;[1];POINT Z (410142.730351456 5081033.973930011 0);2174
node;1;6361;[1];POINT Z (410145.98925881943 5081033.902225734 0);2176
node;1;6362;[1];POINT Z (410143.20006642037 5081034.689933573 0);2177
node;1;6371;[1];POINT Z (410143.67393815424 5081035.390349252 0);2180
node;1;6374;[1];POINT Z (410145.0643775842 5081035.340468017 0);2181
node;1;6375;[1];POINT Z (410139.89023862936 5081032.5668635005 0);2182
node;1;6389;[1];POINT Z (410144.23406285734 5081032.4941200325 0);2183
node;1;6392;[1];POINT Z (410116.2870616695 5081026.90326492 0);2185
node;1;6393;[1];POINT Z (410114.819722002 5081024.139013139 0);2186
node;1;6408;[1];POINT Z (410117.55591558886 5081023.935331428 0);2189
node;1;6409;[1];POINT Z (410120.2874328093 5081027.395842114 0);2190
node;1;6414;[1];POINT Z (410124.7809007428 5081015.98862715 0);2192
node;1;6418;[1];POINT Z (410125.48962995893 5081015.768318361 0);2193
node;1;6419;[1];POINT Z (410125.086423308 5081016.587201972 0);2194
node;1;6424;[1];POINT Z (410126.13808601594 5081015.999019073 0);2195
node;1;6425;[1];POINT Z (410125.25269409193 5081016.668258978 0);2196
node;1;6433;[1];POINT Z (410126.651447061 5081016.425087957 0);2197
node;1;6434;[1];POINT Z (410123.2127594126 5081019.587350422 0);2198
node;1;6440;[1];POINT Z (410122.56690133666 5081020.444164555 0);2201
node;1;6449;[1];POINT Z (410124.09659254807 5081019.533832012 0);2203
node;1;6450;[1];POINT Z (410122.505588985 5081020.063820138 0);2204
node;1;6453;[1];POINT Z (410123.0813015741 5081019.948469781 0);2205
node;1;6454;[1];POINT Z (410123.16235858126 5081019.849746502 0);2206
node;1;6460;[1];POINT Z (410123.4356661821 5081019.768689494 0);2208
node;1;6467;[1];POINT Z (410117.5912481297 5081020.352715622 0);2211
node;1;6493;[1];POINT Z (410121.401966657 5081017.616522035 0);2213
node;1;6494;[1];POINT Z (410116.0719488419 5081022.6368605085 0);2214
node;1;6500;[1];POINT Z (410117.064377583 5081022.39472868 0);2215
node;1;6501;[1];POINT Z (410115.8537184381 5081022.939265497 0);2216
node;1;6508;[1];POINT Z (410116.8887540676 5081022.604645545 0);2218
node;1;6509;[1];POINT Z (410117.13296428137 5081022.593214429 0);2219
node;1;6525;[1];POINT Z (410120.21520893695 5081021.919817753 0);2222
node;1;6526;[1];POINT Z (410114.9132493169 5081023.010969772 0);2223
node;1;6533;[1];POINT Z (410116.5718003859 5081021.6517061135 0);2224
node;1;6534;[1];POINT Z (410114.63058898435 5081021.54155172 0);2225
node;1;6538;[1];POINT Z (410114.46743577777 5081021.286949582 0);2227
node;1;6544;[1];POINT Z (410115.4900010984 5081021.108208491 0);2228
node;1;6545;[1];POINT Z (410115.1688906471 5081022.094402079 0);2229
node;1;6546;[1];POINT Z (410115.4349239013 5081021.878250059 0);2230
node;1;6557;[1];POINT Z (410121.29700822424 5081022.96420611 0);2232
node;1;6558;[1];POINT Z (410121.6139619059 5081024.300607536 0);2233
node;1;6569;[1];POINT Z (410120.0398452193 5081024.869565374 0);2235
node;1;6575;[1];POINT Z (410121.3513060269 5081024.516239959 0);2236
node;1;6576;[1];POINT Z (410115.28034403175 5081026.012677013 0);2237
node;1;6595;[1];POINT Z (410118.5782211097 5081025.858356942 0);2241
node;1;6596;[1];POINT Z (410118.32465816406 5081033.692828434 0);2242
node;1;6612;[1];POINT Z (410120.1099907055 5081036.799494106 0);2247
node;1;6619;[1];POINT Z (410130.9056409429 5081025.327849214 0);2250
node;1;6627;[1];POINT Z (410131.70997585973 5081025.03687534 0);2253
node;1;6628;[1];POINT Z (410130.3855251474 5081026.019431754 0);2254
node;1;6634;[1];POINT Z (410130.34603583603 5081025.568422254 0);2256
node;1;6637;[1];POINT Z (410131.32287669106 5081024.392056459 0);2257
node;1;6638;[1];POINT Z (410127.3874550754 5081025.584010137 0);2258
node;1;6664;[1];POINT Z (410130.04986600176 5081024.432584959 0);2262
node;1;6665;[1];POINT Z (410128.6043493747 5081025.2047049105 0);2263
node;1;6670;[1];POINT Z (410129.0241831039 5081024.94906358 0);2264
node;1;6671;[1];POINT Z (410131.3176807286 5081022.734544577 0);2265
node;1;6678;[1];POINT Z (410131.28026980185 5081021.867858115 0);2267
node;1;6692;[1];POINT Z (410132.98974129837 5081021.779526761 0);2269
node;1;6693;[1];POINT Z (410132.5543196832 5081021.842917497 0);2270
node;1;6701;[1];POINT Z (410133.4532211083 5081021.778487569 0);2272
node;1;6702;[1];POINT Z (410135.92857740255 5081021.9936003955 0);2273
node;1;6711;[1];POINT Z (410136.48454533605 5081021.374241726 0);2274
node;1;6712;[1];POINT Z (410136.37750851904 5081021.502062391 0);2275
node;1;6715;[1];POINT Z (410136.5791118444 5081021.388790419 0);2276
node;1;6716;[1];POINT Z (410122.9989455734 5081022.0091882795 0);2277
node;1;6719;[1];POINT Z (410123.9259051934 5081020.965839111 0);2278
node;1;6720;[1];POINT Z (410124.23558452836 5081021.907347423 0);2279
node;1;6725;[1];POINT Z (410124.9006676638 5081021.58104101 0);2280
node;1;6726;[1];POINT Z (410124.68451564474 5081021.859544573 0);2281
node;1;6730;[1];POINT Z (410125.0129004429 5081021.747311794 0);2282
node;1;6750;[1];POINT Z (410127.0549135069 5081022.628546947 0);2286
node;1;6755;[1];POINT Z (410128.8225797776 5081022.601527942 0);2287
node;1;6756;[1];POINT Z (410128.0785180199 5081022.813523192 0);2288
node;1;6763;[1];POINT Z (410128.9919681386 5081022.739740532 0);2289
node;1;6764;[1];POINT Z (410128.80075673724 5081022.980833168 0);2290
node;1;6770;[1];POINT Z (410129.7817543619 5081022.721035069 0);2291
node;1;6771;[1];POINT Z (410126.64547170163 5081021.889681152 0);2292
node;1;6781;[1];POINT Z (410128.22920091776 5081021.827329608 0);2294
node;1;6802;[1];POINT Z (410141.46435531194 5081028.380476874 0);2302
node;1;6809;[1];POINT Z (410137.73573298426 5081028.01052438 0);2305
node;1;6822;[1];POINT Z (410141.0668642194 5081027.629140773 0);2308
node;1;6832;[1];POINT Z (410115.10368132126 5081020.867115829 0);2311
node;1;6840;[1];POINT Z (410117.0345007988 5081020.748647896 0);2312
node;1;6841;[1];POINT Z (410116.300830965 5081020.713315355 0);2313
node;1;6848;[1];POINT Z (410117.71828939725 5081020.532495878 0);2314
node;1;6849;[1];POINT Z (410115.62951267516 5081020.359989938 0);2315
node;1;6857;[1];POINT Z (410117.31092597684 5081019.929764285 0);2316
node;1;6858;[1];POINT Z (410118.5288594686 5081020.340245282 0);2317
node;1;6864;[1];POINT Z (410119.18770744954 5081019.398736969 0);2319
node;1;6865;[1];POINT Z (410119.52232740214 5081020.616670458 0);2320
node;1;6875;[1];POINT Z (410121.2473867846 5081020.205150268 0);2321
node;1;6892;[1];POINT Z (410120.1437644568 5081021.587276158 0);2325
node;1;6893;[1];POINT Z (410120.49085471797 5081022.340690647 0);2326
node;1;6899;[1];POINT Z (410121.56434046617 5081022.224301098 0);2328
node;1;6900;[1];POINT Z (410120.6062050743 5081022.041403236 0);2329
node;1;6903;[1];POINT Z (410120.98447110754 5081021.700548129 0);2330
node;1;6904;[1];POINT Z (410120.03672763956 5081021.496866419 0);2331
node;1;6916;[1];POINT Z (410122.14109224756 5081021.073915113 0);2334
node;1;6921;[1];POINT Z (410120.1364901098 5081020.922193022 0);2336
node;1;6927;[1];POINT Z (410121.4822442665 5081020.45767402 0);2337
node;1;6930;[1];POINT Z (410121.0603321526 5081020.417145517 0);2339
node;1;6931;[1];POINT Z (410120.26431077486 5081020.963760719 0);2340
node;1;6936;[1];POINT Z (410120.61347942095 5081020.400518439 0);2341
node;1;6937;[1];POINT Z (410120.57087253255 5081020.260227464 0);2342
node;1;6940;[1];POINT Z (410120.75792716444 5081019.944312975 0);2343
node;1;6941;[1];POINT Z (410120.84210174874 5081019.2459756825 0);2344
node;1;6954;[1];POINT Z (410122.0600352404 5081017.72459801 0);2345
node;1;6955;[1];POINT Z (410122.4071255017 5081017.566640765 0);2346
node;1;6960;[1];POINT Z (410122.88099723565 5081016.986771407 0);2347
node;1;6961;[1];POINT Z (410118.90296873206 5081017.637305848 0);2348
node;1;6964;[1];POINT Z (410119.9712585183 5081017.387899673 0);2349
node;1;7005;[1];POINT Z (410125.3698630341 5081024.400889602 0);2355
node;1;7006;[1];POINT Z (410119.2500589933 5081029.683624126 0);2356
node;1;7009;[1];POINT Z (410119.7862822712 5081029.488255955 0);2357
node;1;7010;[1];POINT Z (410120.4388950978 5081029.010227453 0);2358
node;1;7016;[1];POINT Z (410121.3076599434 5081028.677685885 0);2360
node;1;7017;[1];POINT Z (410119.2739604183 5081016.64072032 0);2361
node;1;7030;[1];POINT Z (410120.8389841713 5081016.208416282 0);2362
node;1;7031;[1];POINT Z (410118.8749105371 5081016.809069488 0);2363
node;1;7036;[1];POINT Z (410119.48387728294 5081016.653190629 0);2364
node;1;7067;[1];POINT Z (410121.11956611916 5081017.228903216 0);2366
node;1;7068;[1];POINT Z (410121.2006231263 5081017.241373525 0);2367
node;1;7072;[1];POINT Z (410121.63708393386 5081017.170708442 0);2368
node;1;7073;[1];POINT Z (410123.5741385657 5081020.795411527 0);2369
node;1;7080;[1];POINT Z (410123.94201267493 5081020.375577798 0);2371
node;1;7085;[1];POINT Z (410124.5842335776 5081019.722964972 0);2372
node;1;7088;[1];POINT Z (410125.3324521049 5081019.574360458 0);2374
node;1;7089;[1];POINT Z (410124.77232740156 5081021.2755184155 0);2375
node;1;7095;[1];POINT Z (410126.26045091706 5081020.560554044 0);2376
node;1;7096;[1];POINT Z (410125.46235115465 5081021.722371145 0);2377
node;1;7098;[1];POINT Z (410125.9071255014 5081021.514532665 0);2378
node;1;7099;[1];POINT Z (410125.63485709287 5081021.969698936 0);2379
node;1;7115;[1];POINT Z (410129.74070626136 5081022.1775374105 0);2381
node;1;7116;[1];POINT Z (410120.6560863084 5081023.752953083 0);2382
