type;n_type;n_index;n_origin;geometry;og_line_id
node;3;382;[2 1];POINT Z (410107.9486946853 5081023.623885197 0);122
node;3;397;[1 2];POINT Z (410100.8682658078 5081028.74046552 0);127
node;3;439;[1 2];POINT Z (410106.58709549805 5081029.468451588 0);140
node;3;445;[2 1];POINT Z (410107.4416952184 5081028.768503538 0);141
node;3;448;[1 2];POINT Z (410106.00100467936 5081028.966566452 0);143
node;3;452;[2 1];POINT Z (410106.5262814474 5081028.5853123665 0);144
node;3;453;[2 1];POINT Z (410106.6064036606 5081028.562689624 0);145
node;3;457;[2 1];POINT Z (410107.1898701714 5081028.210875284 0);146
node;3;462;[1 2];POINT Z (410105.91909436806 5081028.889740229 0);148
node;3;465;[1 2];POINT Z (410106.4252633449 5081028.504315504 0);149
node;3;466;[1 2];POINT Z (410105.0813341641 5081028.255496826 0);150
node;3;472;[1 2];POINT Z (410105.67691355903 5081027.573036236 0);153
node;3;517;[2 1];POINT Z (410100.40912877733 5081023.596586276 0);167
node;3;527;[1 2];POINT Z (410100.33133601455 5081023.803844662 0);173
node;3;529;[1 2];POINT Z (410100.55881455116 5081023.685291033 0);174
node;3;532;[2 1];POINT Z (410100.60334738635 5081023.713575401 0);176
node;3;543;[2 1];POINT Z (410100.3734616697 5081023.82611108 0);183
node;3;544;[1 2];POINT Z (410100.3185495127 5081023.887298912 0);184
node;3;568;[1];POINT Z (410110.24233752897 5081032.432525734 0);190
node;3;582;[1 2];POINT Z (410108.915975358 5081024.199913654 0);193
node;3;588;[2 1];POINT Z (410109.03750529676 5081024.348770099 0);196
node;3;595;[2 1];POINT Z (410106.7827485546 5081033.345912114 0);201
node;3;603;[2 1];POINT Z (410107.3445921536 5081032.850965684 0);202
node;3;610;[2 1];POINT Z (410108.2494546524 5081032.406806099 0);203
node;3;627;[2 1];POINT Z (410101.8061449951 5081031.241634886 0);206
node;3;629;[2 1];POINT Z (410101.8771323214 5081031.186367552 0);207
node;3;631;[2 1];POINT Z (410101.99795710726 5081031.102698671 0);208
node;3;633;[2 1];POINT Z (410102.1536630794 5081031.000214063 0);209
node;3;646;[2 1];POINT Z (410107.6554339376 5081033.550829681 0);216
node;3;647;[1];POINT Z (410107.6627044603 5081033.307994224 0);217
node;3;648;[1 2];POINT Z (410107.3732631497 5081033.571349802 0);218
node;3;660;[1];POINT Z (410105.84757553687 5081033.609185008 0);221
node;3;695;[2 1];POINT Z (410104.4318539695 5081034.383203222 0);235
node;3;707;[2 1];POINT Z (410104.2116951664 5081034.800851364 0);244
node;3;711;[1];POINT Z (410104.5839208815 5081034.778179579 0);245
node;3;712;[1 2];POINT Z (410104.54059163644 5081034.9394606585 0);246
node;3;716;[2 1];POINT Z (410104.92664564186 5081034.788612234 0);247
node;3;722;[2 1];POINT Z (410104.8484098141 5081035.315582579 0);250
node;3;725;[2 1];POINT Z (410105.159940148 5081035.161785041 0);251
node;3;733;[2 1];POINT Z (410104.4989520472 5081036.016951587 0);254
node;3;738;[2 1];POINT Z (410105.03907709836 5081035.629871901 0);255
node;3;745;[2 1];POINT Z (410104.81531108567 5081035.603842417 0);258
node;3;746;[2 1];POINT Z (410104.9052794495 5081035.561265415 0);259
node;3;761;[2 1];POINT Z (410114.98624956916 5081024.7603979455 0);262
node;3;764;[2 1];POINT Z (410115.2699385294 5081024.769640991 0);263
node;3;780;[2 1];POINT Z (410117.796030753 5081024.629808414 0);264
node;3;785;[1];POINT Z (410119.00924961455 5081024.6611017585 0);265
node;3;794;[2 1];POINT Z (410122.12474495766 5081023.930103788 0);266
node;3;798;[2 1];POINT Z (410122.56335894216 5081023.8556636 0);267
node;3;824;[2 1];POINT Z (410105.6710636759 5081036.325093813 0);271
node;3;826;[2 1];POINT Z (410105.94862721267 5081036.169181838 0);272
node;3;830;[2 1];POINT Z (410106.73063820094 5081035.655883471 0);273
node;3;831;[2 1];POINT Z (410107.01359737344 5081035.4449988045 0);274
node;3;833;[2 1];POINT Z (410107.0844773228 5081035.392235499 0);275
