,U-nodes,length
0,1,1.6616141239309459
1,1,2.873283210861439
2,0,3.3563609122026943
3,0,0.8980603707040778
4,1,0.704434430986911
5,0,2.1980336254387747
6,0,1.6397517734076457
7,0,4.287019018968933
8,0,3.3743742837224535
9,0,1.0999741125704505
10,0,1.281269757762262
11,0,0.5054218804721187
12,0,4.9741604560530135
13,0,0.6543955602112644
14,0,0.7126016139463613
15,0,2.6838433761158353
16,0,0.5232915881953901
17,0,0.7647666066732638
18,0,0.1251298342236423
19,0,0.2118544506183879
20,0,0.30977464679626415
21,0,2.6420613901113064
22,0,0.37284429197895513
23,1,1.345138147072874
24,0,0.5086433820696015
25,0,0.6111050114548693
26,0,0.4697815261753996
27,0,0.99713124134082
28,0,0.632007031487427
29,0,2.1469076787949133
30,1,0.545608233554084
31,1,1.403997961444937
32,1,1.747511711220369
33,0,2.451984426563101
34,0,1.207171164033097
35,0,1.3679323931258474
36,0,0.36749702803936196
37,1,2.1176580355994257
38,0,0.4718438792505006
39,1,3.4521067350521
40,0,1.736887303469752
41,1,1.134201324161768
42,0,1.9629638844368944
43,0,1.6188568179791494
44,0,1.0242289201482024
45,0,0.6267787402207973
46,0,0.49341369068634866
47,1,1.9292013776951886
48,0,0.47965846022436387
49,0,1.2510331758873472
50,0,1.8754835820610927
51,0,0.636369331725403
52,0,0.5183059412886218
53,0,0.16038819349525227
54,0,0.3304899289273199
55,0,1.271745681681003
56,0,0.6144617280277482
57,0,1.002301772857523
58,0,1.2247871565519435
59,1,0.932424907108092
60,0,0.5762818021739011
61,0,0.3807170793775362
62,0,0.3317255627077174
63,0,0.256527779802345
64,0,0.17959825592959738
65,0,0.363022146248905
66,0,0.392129405363945
67,0,0.14194139088406485
68,0,0.39324797582060866
69,1,1.5552777179649162
70,1,1.5389501313435436
71,0,1.1280515084628535
72,0,0.24374299361091578
73,0,0.37391057669289274
74,0,0.2798972791153368
75,1,4.097525539319436
76,1,0.5025383021504016
77,1,0.5457662618213122
78,1,0.6679348267155587
79,0,0.4021792444341057
80,0,1.0178264045972314
81,0,1.0524584812456752
82,0,0.22323771617594973
83,1,1.096493536905867
84,0,0.30969004493657293
85,0,1.0205849507230162
86,0,0.615209264205254
87,1,0.650512359819146
88,1,1.1283232677085486
89,1,0.21315056264446178
90,1,0.21835135962644853
91,1,0.16625462396664514
92,1,0.8026238663142663
93,0,0.7014030925475356
94,0,1.0658638588398262
95,1,1.659685002049451
96,0,0.594311798693855
97,1,14.33774622951259
98,1,4.068163594124858
99,1,5.043462480131495
100,0,1.2725894367388284
101,0,0.5379711340463651
102,0,0.31372199612660634
103,0,0.8209068238638936
104,0,0.311198065416271
105,1,1.4568682261659922
106,1,1.4720881802239802
107,1,0.9146765350437017
108,1,2.527307267078664
109,0,0.3508771773695769
110,0,1.665824378353614
111,1,1.3291322419390654
112,1,2.0797362826349106
113,0,0.8099322669274492
114,1,2.359682070444696
115,1,1.6681767186589762
116,0,2.1563664698821476
117,0,0.6630497550842769
118,1,4.485008609227335
119,1,2.886526359804537
120,1,0.23936742300299432
121,1,0.9015829045039458
122,1,1.1837784843286914
123,1,4.1188104312482485
124,1,0.8260489478448401
125,0,0.1464839360468482
126,0,0.09321170801575224
127,0,0.07866118411237895
128,0,0.8733728392510105
129,1,3.4874770454058805
130,0,0.2628406485795961
131,0,0.8495090281187477
132,0,0.22252225827535133
133,0,0.5741906693121758
134,0,0.2982668378951905
135,1,1.5793257339605655
136,1,0.9507101411982692
137,0,1.0295986967364357
138,1,0.8768115878859329
139,0,0.3042448462661636
140,0,0.3448244910571027
141,0,0.5314413034393894
142,1,0.2655069531531072
143,1,3.5697746942547828
144,0,0.7178899848323318
145,0,0.3269430336778398
146,0,0.47442377551039916
147,0,0.46822310929195804
148,1,0.6847118769043306
149,1,0.7814976540079607
150,1,0.6304169614349054
151,0,1.8565302273658708
152,1,0.6320174781929286
153,0,2.031180925566837
154,0,1.194319231935786
155,0,1.8983837492347786
156,1,3.062015329115375
157,0,5.356369702458192
158,0,0.39421160872314154
159,0,1.035756726161705
160,0,1.4878217393956636
161,0,0.3212542554929515
162,1,5.331896551960266
163,1,2.6237330903563008
164,1,0.472605239345963
165,1,0.9486125060496302
166,0,1.4643894746100825
167,1,2.3378104638716746
168,1,1.0267937214764309
169,0,0.14816842247093234
170,0,0.4400561287096289
171,0,0.4524360338384162
172,1,2.290446110341801
173,0,2.3963482246746675
174,0,0.3542878241801374
175,1,0.5372080984493718
176,0,0.1197420828467351
177,0,0.4332200160168193
178,0,0.5238585013591212
179,0,0.384390141061358
180,0,1.3061964677766333
181,0,1.2260951896859709
182,0,0.4382521819344031
183,1,1.531331906534155
184,0,0.6308020303530282
185,0,0.8070587256424523
186,0,0.335473375634586
187,1,1.4944712017849713
188,0,0.09489159714334547
189,1,0.39673950335825225
190,1,1.3922923204364404
191,0,1.8799702890386776
192,1,0.6404920919755975
193,0,0.2994397122711391
194,0,0.22726309774683393
195,0,0.5087673557485131
196,0,0.4819912338444328
197,0,1.3597089693584405
198,0,1.2878761645377634
199,0,0.477980982745253
200,0,1.3498278159141837
201,0,1.0989329953805853
202,1,2.385077213127859
203,0,0.6638582563176145
204,1,1.0487438510336573
205,1,0.7322772646587588
206,0,0.23423509973517964
207,1,0.587283234334026
208,0,1.101354883425673
209,1,0.8128059890298356
210,0,1.9664112824428177
211,0,0.8131709129947047
212,0,0.22182788701027725
213,0,0.6357880403604337
214,0,0.5762511521036909
215,0,0.301369165810049
216,0,2.8328773993035554
217,0,0.1526158554624743
218,0,0.4357353810229693
219,0,2.3752868746351967
220,0,0.8613756694697724
221,0,1.541598704202554
222,0,0.12298295198015319
223,0,0.5665323023975837
224,0,3.167816966522012
225,1,0.5984590519187224
226,0,0.5553015724662426
227,0,0.48727972770653627
228,0,0.5711190850803177
229,1,4.720226225076797
230,0,0.6351957654390314
231,0,0.08480404931058878
232,1,2.522942953307081
233,0,0.33537663729284484
234,0,1.8002780979061128
235,0,3.112460306822376
236,0,2.268684678839699
237,0,1.0794113047551344
238,0,0.7874649324888989
239,0,0.05177524720135483
240,1,1.2989187263379827
241,0,1.61906430304979
242,1,5.1115410935191345
243,1,3.5383303806672184
244,1,1.9930301750377557
245,0,0.25244770386257714
246,0,1.3849096408777823
247,0,2.3257024208672066
248,1,6.43368475205151
249,0,5.540568537362123
250,0,1.4410645757506015
251,0,0.6285417229185517
252,0,3.427950164733665
253,0,0.4368037161324464
254,0,0.49110158907093415
255,0,0.5291624084429675
256,0,1.0342997868964567
257,0,0.4248789762364181
258,0,0.6547673925763422
259,0,0.7829438223064576
260,0,0.2710478089437054
261,0,0.35260455423595993
262,0,1.2114177497515461
263,0,0.8408915745150443
264,1,0.24503928038123082
265,1,1.9914325012355405
266,1,3.6880904626144875
267,0,0.69203942324356
268,0,0.3990686420161472
269,0,0.6154974202355503
270,0,0.3473698697673636
271,0,0.394654615597067
272,1,7.48945168543651
273,1,6.1952311687981645
274,1,0.7418355542615372
275,0,0.19663342788553229
276,1,0.5955513477270421
277,0,0.24270572088655612
278,1,0.3940370516650138
279,1,0.7152912591729627
280,0,0.3650602653998177
281,1,0.6439127545982359
282,0,0.4911937962073422
283,1,0.8298186415196788
284,0,0.5727045532077769
285,1,0.8981273150233096
286,0,0.4207606657968167
287,1,0.5355026437999204
288,0,0.9627750643310445
289,0,0.7002419556894187
290,0,2.048298550718494
291,0,0.36056311917165423
292,0,0.7825745714720271
293,0,0.9218799782751197
294,0,0.23753346941283185
295,0,0.8792090676644225
296,1,1.4955690385996163
297,1,0.26251442651846063
298,1,0.6554852922856435
299,1,0.5611864682377486
300,0,0.26856577027144096
301,0,0.12969891328756067
302,0,1.1853313843259607
303,0,0.23218438101091882
