id,COST,UUID,length,geometry,type,censored,f_set,Sample_No_,Area,b_group
,,,,"LINESTRING (440148.6670846316 3987911.3349536415, 440189.21694488864 3987912.598547021, 440190.26671014074 3987909.7116925786, 440192.5289021646 3987902.4488655548, 440194.9498445076 3987895.9004149544, 440195.29931424174 3987888.19770889, 440191.9224402569 3987883.312900706, 440192.8569983981 3987872.675729657, 440196.5807101446 3987862.333943399, 440201.92372246744 3987860.8130586385, 440204.4152205066 3987854.6632477213, 440205.39694686525 3987842.674566544, 440203.68111197 3987830.0190331936, 440205.58611578034 3987820.1765135056, 440209.323265545 3987814.488110501, 440214.4635864311 3987805.910198372, 440213.91719863936 3987795.1372254263, 440212.11698435067 3987783.5503765685, 440212.09487879736 3987774.29767175, 440208.60237181175 3987760.010143175, 440199.7483690064 3987745.172767842, 440195.75707727205 3987735.8110190844, 440122.4768905224 3987740.1216183044, 440123.734893049 3987742.8053570273, 440127.7036509869 3987751.5366244935, 440131.03740765515 3987760.1091416366, 440133.2599120998 3987767.2529059243, 440136.7524190863 3987773.7616689405, 440137.8636713064 3987783.762938945, 440146.11868781695 3987802.97172736, 440147.5474406751 3987814.0842495877, 440147.70619099226 3987832.975537368, 440147.70619099215 3987839.643050702, 440148.18244194426 3987860.2805919754, 440146.5795132342 3987875.954806727, 440142.94368146546 3987877.26687595, 440140.244926069 3987878.219377854, 440139.6846037451 3987888.2733580847, 440138.6959382278 3987896.8872202463, 440137.6243266218 3987896.695399987, 440137.6195218434 3987896.969272728, 440139.19854547724 3987897.3636305523, 440143.21640957904 3987907.8776894826, 440146.27743813396 3987909.969441357, 440148.6670846316 3987911.3349536415)",boundary,-9999,-9999,0.0,10842.74245,1
